"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"15"	"[DISEASE] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"16"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"17"	"[DISEASE] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"16"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"16"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"17"	"[DISEASE] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"17"
"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"18"	"[DISEASE] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"17"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"18"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"18"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"18"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"19"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"18"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[DISEASE] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"18"	"[DISEASE] Prostate adenocarcinoma (PRAD)[Intogen]"	"19"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"21"	NA	NA	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"18"	"[DISEASE] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"20"	"[DISEASE] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"19"
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"21"	NA	NA	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"20"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"21"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"23"	NA	NA	"[DISEASE] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"20"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"22"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"23"	NA	NA	"[DISEASE] Lung squamous cell carcinoma (LUSC)[Intogen]"	"23"	"[DISEASE] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"21"	"[DISEASE] Prostate carcinoma (EFO_0001663)[ThETA]"	"23"	NA	NA
"[DISEASE] Breast carcinoma (EFO_0000305)[ThETA]"	"24"	NA	NA	"[DISEASE] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"24"	"[DISEASE] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"24"	"[DISEASE] Prostatic Neoplasms[PharmGKB_associated]"	"24"	NA	NA
"[DISEASE] Breast Neoplasms[PharmGKB_associated]"	"25"	NA	NA	"[DISEASE] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"25"	"[DISEASE] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"25"	NA	NA	NA	NA
"[DISEASE] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"26"	NA	NA	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"26"	NA	NA	NA	NA	NA	NA
"[DISEASE] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"27"	NA	NA	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"27"	NA	NA	NA	NA	NA	NA
"[DISEASE] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"28"	NA	NA	"[DISEASE] Small-cell lung cancer (SCLC)[Intogen]"	"28"	NA	NA	NA	NA	NA	NA
