"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Ras signaling pathway (hsa04014)"	"12"	"ErbB signaling pathway (hsa04012)"	"10"	"Toll-like receptor signaling pathway (hsa04620)"	"11"	"Ras signaling pathway (hsa04014)"	"12"	"Adherens junction (hsa04520)"	"12"	"Ras signaling pathway (hsa04014)"	"11"
"Adherens junction (hsa04520)"	"13"	"AMPK signaling pathway (hsa04152)"	"14"	"Sphingolipid signaling pathway (hsa04071)"	"13"	"PI3K-Akt signaling pathway (hsa04151)"	"13"	"Rap1 signaling pathway (hsa04015)"	"12"	"JAK-STAT signaling pathway (hsa04630)"	"12"
"Toll-like receptor signaling pathway (hsa04620)"	"13"	"MAPK signaling pathway (hsa04010)"	"14"	"Ras signaling pathway (hsa04014)"	"13"	"Adherens junction (hsa04520)"	"13"	"PI3K-Akt signaling pathway (hsa04151)"	"12"	"Cytokine-cytokine receptor interaction (hsa04060)"	"13"
"Sphingolipid signaling pathway (hsa04071)"	"14"	"Ras signaling pathway (hsa04014)"	"15"	"FoxO signaling pathway (hsa04068)"	"14"	"Sphingolipid signaling pathway (hsa04071)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"13"	"T cell receptor signaling pathway (hsa04660)"	"15"
"FoxO signaling pathway (hsa04068)"	"15"	"Adherens junction (hsa04520)"	"16"	"MAPK signaling pathway (hsa04010)"	"14"	"Carbon metabolism (hsa01200)"	"13"	"MAPK signaling pathway (hsa04010)"	"14"	"MAPK signaling pathway (hsa04010)"	"15"
"Carbon metabolism (hsa01200)"	"16"	"Carbon metabolism (hsa01200)"	"16"	"Adherens junction (hsa04520)"	"16"	"JAK-STAT signaling pathway (hsa04630)"	"14"	"Ras signaling pathway (hsa04014)"	"16"	"FoxO signaling pathway (hsa04068)"	"15"
"Gap junction (hsa04540)"	"17"	"JAK-STAT signaling pathway (hsa04630)"	"17"	"JAK-STAT signaling pathway (hsa04630)"	"16"	"MAPK signaling pathway (hsa04010)"	"16"	"Central carbon metabolism in cancer (hsa05230)"	"17"	"Adherens junction (hsa04520)"	"17"
"PI3K-Akt signaling pathway (hsa04151)"	"18"	"Sphingolipid signaling pathway (hsa04071)"	"18"	"Carbon metabolism (hsa01200)"	"18"	"FoxO signaling pathway (hsa04068)"	"18"	"FoxO signaling pathway (hsa04068)"	"19"	"PI3K-Akt signaling pathway (hsa04151)"	"17"
"TNF signaling pathway (hsa04668)"	"19"	"NF-kappa B signaling pathway (hsa04064)"	"20"	"Central carbon metabolism in cancer (hsa05230)"	"18"	"Autophagy - animal (hsa04140)"	"19"	"TNF signaling pathway (hsa04668)"	"20"	"Sphingolipid signaling pathway (hsa04071)"	"19"
"Cytokine-cytokine receptor interaction (hsa04060)"	"20"	"Autophagy - animal (hsa04140)"	"21"	"AMPK signaling pathway (hsa04152)"	"20"	"Central carbon metabolism in cancer (hsa05230)"	"20"	"Autophagy - animal (hsa04140)"	"20"	"NF-kappa B signaling pathway (hsa04064)"	"20"
"Central carbon metabolism in cancer (hsa05230)"	"21"	"FoxO signaling pathway (hsa04068)"	"22"	"MicroRNAs in cancer (hsa05206)"	"21"	"MicroRNAs in cancer (hsa05206)"	"21"	"MicroRNAs in cancer (hsa05206)"	"20"	"Carbon metabolism (hsa01200)"	"21"
"Autophagy - animal (hsa04140)"	"22"	"TNF signaling pathway (hsa04668)"	"22"	"TNF signaling pathway (hsa04668)"	"22"	"AMPK signaling pathway (hsa04152)"	"22"	"Carbon metabolism (hsa01200)"	"22"	"Gap junction (hsa04540)"	"22"
"MicroRNAs in cancer (hsa05206)"	"24"	"Leukocyte transendothelial migration (hsa04670)"	"24"	"Autophagy - animal (hsa04140)"	"23"	"TNF signaling pathway (hsa04668)"	"23"	"AMPK signaling pathway (hsa04152)"	"23"	"Leukocyte transendothelial migration (hsa04670)"	"23"
"JAK-STAT signaling pathway (hsa04630)"	"25"	"PI3K-Akt signaling pathway (hsa04151)"	"25"	"Gap junction (hsa04540)"	"24"	"Cytokine-cytokine receptor interaction (hsa04060)"	"24"	"Gap junction (hsa04540)"	"23"	"Central carbon metabolism in cancer (hsa05230)"	"24"
"Glycolysis / Gluconeogenesis (hsa00010)"	"26"	"ECM-receptor interaction (hsa04512)"	"25"	"Cytokine-cytokine receptor interaction (hsa04060)"	"25"	"Leukocyte transendothelial migration (hsa04670)"	"24"	"Cytokine-cytokine receptor interaction (hsa04060)"	"25"	"Base excision repair (hsa03410)"	"25"
"NF-kappa B signaling pathway (hsa04064)"	"26"	"Gap junction (hsa04540)"	"25"	"Leukocyte transendothelial migration (hsa04670)"	"26"	"Gap junction (hsa04540)"	"25"	"Leukocyte transendothelial migration (hsa04670)"	"26"	"AMPK signaling pathway (hsa04152)"	"26"
"ECM-receptor interaction (hsa04512)"	"27"	"Base excision repair (hsa03410)"	"27"	"Glycolysis / Gluconeogenesis (hsa00010)"	"27"	"Glycolysis / Gluconeogenesis (hsa00010)"	"27"	"Thyroid hormone signaling pathway (hsa04919)"	"26"	"Wnt signaling pathway (hsa04310)"	"28"
"Apoptosis (hsa04210)"	"27"	"Homologous recombination (hsa03440)"	"27"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Thyroid hormone signaling pathway (hsa04919)"	"27"	"Glycolysis / Gluconeogenesis (hsa00010)"	"28"	"Autophagy - animal (hsa04140)"	"28"
"Base excision repair (hsa03410)"	"28"	"Mismatch repair (hsa03430)"	"30"	"NF-kappa B signaling pathway (hsa04064)"	"29"	"Apoptosis (hsa04210)"	"29"	"NF-kappa B signaling pathway (hsa04064)"	"29"	"Mismatch repair (hsa03430)"	"29"
"Leukocyte transendothelial migration (hsa04670)"	"31"	"Central carbon metabolism in cancer (hsa05230)"	"30"	"Apoptosis (hsa04210)"	"29"	"NF-kappa B signaling pathway (hsa04064)"	"30"	"Apoptosis (hsa04210)"	"31"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"29"
"AMPK signaling pathway (hsa04152)"	"32"	"Glycolysis / Gluconeogenesis (hsa00010)"	"30"	"Base excision repair (hsa03410)"	"30"	"Base excision repair (hsa03410)"	"32"	"Base excision repair (hsa03410)"	"32"	"Homologous recombination (hsa03440)"	"31"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"32"	"Tight junction (hsa04530)"	"33"	"Mismatch repair (hsa03430)"	"33"	"PPAR signaling pathway (hsa03320)"	"33"	"Mismatch repair (hsa03430)"	"34"	"Apoptosis (hsa04210)"	"32"
"Mismatch repair (hsa03430)"	"32"	"MicroRNAs in cancer (hsa05206)"	"33"	"PPAR signaling pathway (hsa03320)"	"33"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"33"	"PPAR signaling pathway (hsa03320)"	"34"	"Thyroid hormone signaling pathway (hsa04919)"	"33"
"Thyroid hormone signaling pathway (hsa04919)"	"33"	"TGF-beta signaling pathway (hsa04350)"	"35"	"ECM-receptor interaction (hsa04512)"	"34"	"Homologous recombination (hsa03440)"	"35"	"ECM-receptor interaction (hsa04512)"	"35"	"MicroRNAs in cancer (hsa05206)"	"34"
"Homologous recombination (hsa03440)"	"35"	"Cell adhesion molecules (hsa04514)"	"35"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"34"	"Mismatch repair (hsa03430)"	"35"	"Tight junction (hsa04530)"	"35"	"Cell adhesion molecules (hsa04514)"	"35"
"PPAR signaling pathway (hsa03320)"	"36"	"Thyroid hormone signaling pathway (hsa04919)"	"36"	"Homologous recombination (hsa03440)"	"35"	"ECM-receptor interaction (hsa04512)"	"36"	"Homologous recombination (hsa03440)"	"36"	"Primary immunodeficiency (hsa05340)"	"36"
"Cell adhesion molecules (hsa04514)"	"36"	"Phagosome (hsa04145)"	"36"	"TGF-beta signaling pathway (hsa04350)"	"37"	"Primary immunodeficiency (hsa05340)"	"37"	"Glucagon signaling pathway (hsa04922)"	"37"	"Glycolysis / Gluconeogenesis (hsa00010)"	"38"
"TGF-beta signaling pathway (hsa04350)"	"37"	"PPAR signaling pathway (hsa03320)"	"38"	"Primary immunodeficiency (hsa05340)"	"38"	"Cell adhesion molecules (hsa04514)"	"39"	"Primary immunodeficiency (hsa05340)"	"38"	"Phagosome (hsa04145)"	"38"
"Phagosome (hsa04145)"	"40"	"Apoptosis (hsa04210)"	"39"	"Wnt signaling pathway (hsa04310)"	"38"	"NOD-like receptor signaling pathway (hsa04621)"	"40"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"38"	"TGF-beta signaling pathway (hsa04350)"	"39"
"Primary immunodeficiency (hsa05340)"	"40"	"Complement and coagulation cascades (hsa04610)"	"41"	"Cell adhesion molecules (hsa04514)"	"41"	"Glucagon signaling pathway (hsa04922)"	"41"	"Hippo signaling pathway (hsa04390)"	"40"	"p53 signaling pathway (hsa04115)"	"41"
"NOD-like receptor signaling pathway (hsa04621)"	"42"	"Lysosome (hsa04142)"	"41"	"Tight junction (hsa04530)"	"41"	"TGF-beta signaling pathway (hsa04350)"	"41"	"TGF-beta signaling pathway (hsa04350)"	"41"	"NOD-like receptor signaling pathway (hsa04621)"	"41"
"Hedgehog signaling pathway (hsa04340)"	"42"	"Hippo signaling pathway (hsa04390)"	"41"	"Hippo signaling pathway (hsa04390)"	"42"	"p53 signaling pathway (hsa04115)"	"42"	"Cell adhesion molecules (hsa04514)"	"43"	"ECM-receptor interaction (hsa04512)"	"41"
"Proteasome (hsa03050)"	"44"	"Primary immunodeficiency (hsa05340)"	"42"	"NOD-like receptor signaling pathway (hsa04621)"	"42"	"Wnt signaling pathway (hsa04310)"	"44"	"Proteasome (hsa03050)"	"43"	"Hippo signaling pathway (hsa04390)"	"42"
"Hippo signaling pathway (hsa04390)"	"44"	"p53 signaling pathway (hsa04115)"	"43"	"Phagosome (hsa04145)"	"43"	"Lysosome (hsa04142)"	"45"	"p53 signaling pathway (hsa04115)"	"44"	"Hedgehog signaling pathway (hsa04340)"	"44"
"Wnt signaling pathway (hsa04310)"	"44"	"Sulfur metabolism (hsa00920)"	"43"	"p53 signaling pathway (hsa04115)"	"45"	"Phagosome (hsa04145)"	"45"	"Wnt signaling pathway (hsa04310)"	"44"	"PPAR signaling pathway (hsa03320)"	"45"
"Tight junction (hsa04530)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"45"	"Hedgehog signaling pathway (hsa04340)"	"45"	"Tight junction (hsa04530)"	"46"	"Sulfur metabolism (hsa00920)"	"45"	"Sulfur metabolism (hsa00920)"	"46"
"p53 signaling pathway (hsa04115)"	"46"	"Proteasome (hsa03050)"	"46"	"Proteasome (hsa03050)"	"47"	"Hippo signaling pathway (hsa04390)"	"46"	"NOD-like receptor signaling pathway (hsa04621)"	"47"	"Cytosolic DNA-sensing pathway (hsa04623)"	"48"
"Glucagon signaling pathway (hsa04922)"	"48"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"48"	"Sulfur metabolism (hsa00920)"	"47"	"Sulfur metabolism (hsa00920)"	"47"	"Citrate cycle (TCA cycle) (hsa00020)"	"48"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"48"
"Sulfur metabolism (hsa00920)"	"50"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"49"	"Glucagon signaling pathway (hsa04922)"	"48"	"Cytosolic DNA-sensing pathway (hsa04623)"	"49"	"Phagosome (hsa04145)"	"48"	"Complement and coagulation cascades (hsa04610)"	"49"
"Complement and coagulation cascades (hsa04610)"	"51"	"Cytosolic DNA-sensing pathway (hsa04623)"	"50"	"Complement and coagulation cascades (hsa04610)"	"50"	"Complement and coagulation cascades (hsa04610)"	"50"	"Lysosome (hsa04142)"	"49"	"Proteasome (hsa03050)"	"50"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"51"	"NOD-like receptor signaling pathway (hsa04621)"	"51"	"Lysosome (hsa04142)"	"51"	"Hedgehog signaling pathway (hsa04340)"	"50"	"Complement and coagulation cascades (hsa04610)"	"50"	"Lysosome (hsa04142)"	"52"
"Citrate cycle (TCA cycle) (hsa00020)"	"52"	"Glucagon signaling pathway (hsa04922)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"	"Proteasome (hsa03050)"	"52"	"Hedgehog signaling pathway (hsa04340)"	"50"	"Glucagon signaling pathway (hsa04922)"	"52"
"Lysosome (hsa04142)"	"53"	"Wnt signaling pathway (hsa04310)"	"53"	"Cytosolic DNA-sensing pathway (hsa04623)"	"53"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"52"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"
"Cytosolic DNA-sensing pathway (hsa04623)"	"54"	"Citrate cycle (TCA cycle) (hsa00020)"	"54"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"53"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"54"	"Cytosolic DNA-sensing pathway (hsa04623)"	"53"	"Tight junction (hsa04530)"	"54"
