"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"ErbB signaling pathway (hsa04012)"	"11"	"AMPK signaling pathway (hsa04152)"	"11"	"PI3K-Akt signaling pathway (hsa04151)"	"11"	"Adherens junction (hsa04520)"	"12"	"PI3K-Akt signaling pathway (hsa04151)"	"11"	"Ras signaling pathway (hsa04014)"	"11"
"Ras signaling pathway (hsa04014)"	"11"	"ErbB signaling pathway (hsa04012)"	"11"	"MAPK signaling pathway (hsa04010)"	"12"	"Sphingolipid signaling pathway (hsa04071)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"12"	"JAK-STAT signaling pathway (hsa04630)"	"13"
"Sphingolipid signaling pathway (hsa04071)"	"11"	"Ras signaling pathway (hsa04014)"	"14"	"Ras signaling pathway (hsa04014)"	"12"	"JAK-STAT signaling pathway (hsa04630)"	"13"	"Rap1 signaling pathway (hsa04015)"	"14"	"Cytokine-cytokine receptor interaction (hsa04060)"	"13"
"Adherens junction (hsa04520)"	"13"	"MAPK signaling pathway (hsa04010)"	"15"	"Sphingolipid signaling pathway (hsa04071)"	"13"	"Carbon metabolism (hsa01200)"	"13"	"Ras signaling pathway (hsa04014)"	"16"	"T cell receptor signaling pathway (hsa04660)"	"15"
"Gap junction (hsa04540)"	"15"	"Carbon metabolism (hsa01200)"	"15"	"JAK-STAT signaling pathway (hsa04630)"	"15"	"Ras signaling pathway (hsa04014)"	"15"	"MAPK signaling pathway (hsa04010)"	"16"	"Adherens junction (hsa04520)"	"15"
"FoxO signaling pathway (hsa04068)"	"16"	"Sphingolipid signaling pathway (hsa04071)"	"16"	"Adherens junction (hsa04520)"	"16"	"PI3K-Akt signaling pathway (hsa04151)"	"15"	"Autophagy - animal (hsa04140)"	"17"	"MAPK signaling pathway (hsa04010)"	"16"
"Carbon metabolism (hsa01200)"	"16"	"JAK-STAT signaling pathway (hsa04630)"	"18"	"FoxO signaling pathway (hsa04068)"	"17"	"Autophagy - animal (hsa04140)"	"17"	"TNF signaling pathway (hsa04668)"	"17"	"PI3K-Akt signaling pathway (hsa04151)"	"16"
"PI3K-Akt signaling pathway (hsa04151)"	"18"	"Autophagy - animal (hsa04140)"	"19"	"Carbon metabolism (hsa01200)"	"18"	"MAPK signaling pathway (hsa04010)"	"17"	"Central carbon metabolism in cancer (hsa05230)"	"18"	"FoxO signaling pathway (hsa04068)"	"16"
"TNF signaling pathway (hsa04668)"	"19"	"FoxO signaling pathway (hsa04068)"	"20"	"MicroRNAs in cancer (hsa05206)"	"19"	"FoxO signaling pathway (hsa04068)"	"19"	"FoxO signaling pathway (hsa04068)"	"19"	"Sphingolipid signaling pathway (hsa04071)"	"19"
"Cytokine-cytokine receptor interaction (hsa04060)"	"20"	"TNF signaling pathway (hsa04668)"	"20"	"Central carbon metabolism in cancer (hsa05230)"	"20"	"Central carbon metabolism in cancer (hsa05230)"	"21"	"Adherens junction (hsa04520)"	"21"	"NF-kappa B signaling pathway (hsa04064)"	"20"
"Central carbon metabolism in cancer (hsa05230)"	"22"	"Adherens junction (hsa04520)"	"20"	"AMPK signaling pathway (hsa04152)"	"21"	"MicroRNAs in cancer (hsa05206)"	"21"	"MicroRNAs in cancer (hsa05206)"	"21"	"Carbon metabolism (hsa01200)"	"21"
"Autophagy - animal (hsa04140)"	"22"	"NF-kappa B signaling pathway (hsa04064)"	"21"	"TNF signaling pathway (hsa04668)"	"21"	"TNF signaling pathway (hsa04668)"	"22"	"Carbon metabolism (hsa01200)"	"22"	"Gap junction (hsa04540)"	"22"
"JAK-STAT signaling pathway (hsa04630)"	"23"	"PI3K-Akt signaling pathway (hsa04151)"	"23"	"Autophagy - animal (hsa04140)"	"22"	"Gap junction (hsa04540)"	"24"	"AMPK signaling pathway (hsa04152)"	"24"	"Leukocyte transendothelial migration (hsa04670)"	"23"
"MicroRNAs in cancer (hsa05206)"	"25"	"Leukocyte transendothelial migration (hsa04670)"	"24"	"Gap junction (hsa04540)"	"24"	"AMPK signaling pathway (hsa04152)"	"24"	"Glycolysis / Gluconeogenesis (hsa00010)"	"24"	"Central carbon metabolism in cancer (hsa05230)"	"24"
"NF-kappa B signaling pathway (hsa04064)"	"26"	"Homologous recombination (hsa03440)"	"26"	"Cytokine-cytokine receptor interaction (hsa04060)"	"25"	"Leukocyte transendothelial migration (hsa04670)"	"25"	"Gap junction (hsa04540)"	"25"	"Base excision repair (hsa03410)"	"25"
"Glycolysis / Gluconeogenesis (hsa00010)"	"27"	"ECM-receptor interaction (hsa04512)"	"27"	"Glycolysis / Gluconeogenesis (hsa00010)"	"26"	"Cytokine-cytokine receptor interaction (hsa04060)"	"26"	"NF-kappa B signaling pathway (hsa04064)"	"26"	"AMPK signaling pathway (hsa04152)"	"26"
"Apoptosis (hsa04210)"	"27"	"Gap junction (hsa04540)"	"27"	"Leukocyte transendothelial migration (hsa04670)"	"27"	"Glycolysis / Gluconeogenesis (hsa00010)"	"27"	"Cytokine-cytokine receptor interaction (hsa04060)"	"26"	"Wnt signaling pathway (hsa04310)"	"27"
"ECM-receptor interaction (hsa04512)"	"28"	"Glycolysis / Gluconeogenesis (hsa00010)"	"28"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Autophagy - animal (hsa04140)"	"28"
"Leukocyte transendothelial migration (hsa04670)"	"29"	"Base excision repair (hsa03410)"	"29"	"NF-kappa B signaling pathway (hsa04064)"	"29"	"NF-kappa B signaling pathway (hsa04064)"	"29"	"Leukocyte transendothelial migration (hsa04670)"	"29"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"29"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"30"	"Mismatch repair (hsa03430)"	"30"	"Base excision repair (hsa03410)"	"30"	"Apoptosis (hsa04210)"	"30"	"Apoptosis (hsa04210)"	"30"	"Mismatch repair (hsa03430)"	"30"
"AMPK signaling pathway (hsa04152)"	"31"	"Central carbon metabolism in cancer (hsa05230)"	"31"	"Apoptosis (hsa04210)"	"31"	"Base excision repair (hsa03410)"	"31"	"PPAR signaling pathway (hsa03320)"	"31"	"Homologous recombination (hsa03440)"	"32"
"Thyroid hormone signaling pathway (hsa04919)"	"31"	"TGF-beta signaling pathway (hsa04350)"	"33"	"PPAR signaling pathway (hsa03320)"	"33"	"Mismatch repair (hsa03430)"	"32"	"Base excision repair (hsa03410)"	"32"	"Apoptosis (hsa04210)"	"32"
"Base excision repair (hsa03410)"	"31"	"Cell adhesion molecules (hsa04514)"	"33"	"Mismatch repair (hsa03430)"	"33"	"PPAR signaling pathway (hsa03320)"	"33"	"ECM-receptor interaction (hsa04512)"	"32"	"Thyroid hormone signaling pathway (hsa04919)"	"32"
"Mismatch repair (hsa03430)"	"34"	"Tight junction (hsa04530)"	"34"	"Homologous recombination (hsa03440)"	"33"	"Homologous recombination (hsa03440)"	"35"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"33"	"MicroRNAs in cancer (hsa05206)"	"34"
"Homologous recombination (hsa03440)"	"36"	"Apoptosis (hsa04210)"	"35"	"ECM-receptor interaction (hsa04512)"	"34"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"36"	"Mismatch repair (hsa03430)"	"34"	"Cell adhesion molecules (hsa04514)"	"35"
"PPAR signaling pathway (hsa03320)"	"36"	"Thyroid hormone signaling pathway (hsa04919)"	"37"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"35"	"ECM-receptor interaction (hsa04512)"	"36"	"Homologous recombination (hsa03440)"	"36"	"Primary immunodeficiency (hsa05340)"	"36"
"TGF-beta signaling pathway (hsa04350)"	"36"	"Hippo signaling pathway (hsa04390)"	"38"	"Primary immunodeficiency (hsa05340)"	"37"	"Primary immunodeficiency (hsa05340)"	"37"	"Glucagon signaling pathway (hsa04922)"	"37"	"Glycolysis / Gluconeogenesis (hsa00010)"	"38"
"Cell adhesion molecules (hsa04514)"	"37"	"Phagosome (hsa04145)"	"38"	"TGF-beta signaling pathway (hsa04350)"	"38"	"p53 signaling pathway (hsa04115)"	"38"	"Primary immunodeficiency (hsa05340)"	"38"	"Phagosome (hsa04145)"	"38"
"Primary immunodeficiency (hsa05340)"	"38"	"MicroRNAs in cancer (hsa05206)"	"39"	"Wnt signaling pathway (hsa04310)"	"40"	"NOD-like receptor signaling pathway (hsa04621)"	"39"	"Cell adhesion molecules (hsa04514)"	"38"	"TGF-beta signaling pathway (hsa04350)"	"39"
"Wnt signaling pathway (hsa04310)"	"41"	"Complement and coagulation cascades (hsa04610)"	"39"	"NOD-like receptor signaling pathway (hsa04621)"	"40"	"Phagosome (hsa04145)"	"40"	"Tight junction (hsa04530)"	"39"	"NOD-like receptor signaling pathway (hsa04621)"	"39"
"Phagosome (hsa04145)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"41"	"Cell adhesion molecules (hsa04514)"	"42"	"Tight junction (hsa04530)"	"40"	"Phagosome (hsa04145)"	"42"	"p53 signaling pathway (hsa04115)"	"41"
"NOD-like receptor signaling pathway (hsa04621)"	"42"	"Lysosome (hsa04142)"	"42"	"Phagosome (hsa04145)"	"43"	"Cell adhesion molecules (hsa04514)"	"42"	"Proteasome (hsa03050)"	"42"	"ECM-receptor interaction (hsa04512)"	"41"
"Hedgehog signaling pathway (hsa04340)"	"43"	"Proteasome (hsa03050)"	"43"	"Hippo signaling pathway (hsa04390)"	"44"	"Glucagon signaling pathway (hsa04922)"	"43"	"TGF-beta signaling pathway (hsa04350)"	"44"	"Hippo signaling pathway (hsa04390)"	"43"
"Proteasome (hsa03050)"	"44"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"Glucagon signaling pathway (hsa04922)"	"44"	"TGF-beta signaling pathway (hsa04350)"	"43"	"p53 signaling pathway (hsa04115)"	"44"	"Hedgehog signaling pathway (hsa04340)"	"44"
"Hippo signaling pathway (hsa04390)"	"46"	"Primary immunodeficiency (hsa05340)"	"44"	"p53 signaling pathway (hsa04115)"	"45"	"Sulfur metabolism (hsa00920)"	"45"	"Sulfur metabolism (hsa00920)"	"45"	"PPAR signaling pathway (hsa03320)"	"45"
"p53 signaling pathway (hsa04115)"	"46"	"PPAR signaling pathway (hsa03320)"	"44"	"Tight junction (hsa04530)"	"45"	"Wnt signaling pathway (hsa04310)"	"45"	"NOD-like receptor signaling pathway (hsa04621)"	"46"	"Sulfur metabolism (hsa00920)"	"46"
"Tight junction (hsa04530)"	"47"	"Sulfur metabolism (hsa00920)"	"44"	"Proteasome (hsa03050)"	"47"	"Proteasome (hsa03050)"	"46"	"Cytosolic DNA-sensing pathway (hsa04623)"	"47"	"Cytosolic DNA-sensing pathway (hsa04623)"	"48"
"Sulfur metabolism (hsa00920)"	"48"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"45"	"Hedgehog signaling pathway (hsa04340)"	"48"	"Hippo signaling pathway (hsa04390)"	"48"	"Wnt signaling pathway (hsa04310)"	"48"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"48"
"Glucagon signaling pathway (hsa04922)"	"49"	"p53 signaling pathway (hsa04115)"	"45"	"Sulfur metabolism (hsa00920)"	"49"	"Hedgehog signaling pathway (hsa04340)"	"48"	"Hippo signaling pathway (hsa04390)"	"49"	"Complement and coagulation cascades (hsa04610)"	"49"
"Complement and coagulation cascades (hsa04610)"	"49"	"Cytosolic DNA-sensing pathway (hsa04623)"	"50"	"Complement and coagulation cascades (hsa04610)"	"50"	"Lysosome (hsa04142)"	"49"	"Hedgehog signaling pathway (hsa04340)"	"50"	"Proteasome (hsa03050)"	"50"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"51"	"NOD-like receptor signaling pathway (hsa04621)"	"51"	"Lysosome (hsa04142)"	"52"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"50"	"Complement and coagulation cascades (hsa04610)"	"51"	"Glucagon signaling pathway (hsa04922)"	"52"
"Citrate cycle (TCA cycle) (hsa00020)"	"52"	"Wnt signaling pathway (hsa04310)"	"51"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"52"	"Complement and coagulation cascades (hsa04610)"	"51"	"Lysosome (hsa04142)"	"51"	"Lysosome (hsa04142)"	"53"
"Lysosome (hsa04142)"	"53"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"	"Cytosolic DNA-sensing pathway (hsa04623)"	"53"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"52"	"Tight junction (hsa04530)"	"53"
"Cytosolic DNA-sensing pathway (hsa04623)"	"54"	"Glucagon signaling pathway (hsa04922)"	"53"	"Cytosolic DNA-sensing pathway (hsa04623)"	"53"	"Citrate cycle (TCA cycle) (hsa00020)"	"53"	"Citrate cycle (TCA cycle) (hsa00020)"	"52"	"Citrate cycle (TCA cycle) (hsa00020)"	"54"
