"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"12"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"12"	"[DISEASE] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"12"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"11"	"[DISEASE] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"10"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"13"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DISEASE] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"13"	"[DISEASE] Ovarian Neoplasms[PharmGKB_associated]"	"13"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"12"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"12"
"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"	"[DISEASE] Lung squamous cell carcinoma (LUSC)[Intogen]"	"13"	"[DISEASE] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"14"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"13"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"13"
"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"14"	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"13"	"[DISEASE] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"15"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"16"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"14"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"15"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"15"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"16"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"15"
"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"16"	"[DISEASE] Renal carcinoma (EFO:0002890)[ThETA]"	"16"	"[DISEASE] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"16"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"16"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"18"	"[DISEASE] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"17"	"[DISEASE] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"18"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"
"[DISEASE] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"18"	"[DISEASE] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"18"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"18"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"18"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"18"
"[DISEASE] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"20"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"18"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"18"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"18"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"19"
"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	NA	NA	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"21"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"19"	"[DISEASE] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"19"	"[DISEASE] Skin basal cell carcinoma (SBCC)[Intogen]"	"20"
"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"21"	NA	NA	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"21"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"19"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"19"	NA	NA
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"21"	NA	NA	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"22"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"	"[DISEASE] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"20"	NA	NA
"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"22"	NA	NA	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"23"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"21"	"[DISEASE] Prostatic Neoplasms[PharmGKB_associated]"	"21"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"23"	NA	NA	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"23"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"21"	"[DISEASE] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"22"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"24"	NA	NA	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"24"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"25"	NA	NA	NA	NA
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"24"	NA	NA	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"25"	NA	NA	NA	NA	NA	NA
"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"26"	NA	NA	"[DISEASE] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"25"	NA	NA	NA	NA	NA	NA
"[DISEASE] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"28"	NA	NA	"[DISEASE] Small-cell lung cancer (SCLC)[Intogen]"	"26"	NA	NA	NA	NA	NA	NA
