"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Proteoglycans in cancer (hsa05205)"	"11"	"Ras signaling pathway (hsa04014)"	"12"	"Central carbon metabolism in cancer (hsa05230)"	"11"	"Chemokine signaling pathway (hsa04062)"	"12"	"PI3K-Akt signaling pathway (hsa04151)"	"11"	"PI3K-Akt signaling pathway (hsa04151)"	"12"
"Adherens junction (hsa04520)"	"12"	"JAK-STAT signaling pathway (hsa04630)"	"12"	"Adherens junction (hsa04520)"	"12"	"ErbB signaling pathway (hsa04012)"	"12"	"Leukocyte transendothelial migration (hsa04670)"	"13"	"Chemokine signaling pathway (hsa04062)"	"13"
"ErbB signaling pathway (hsa04012)"	"15"	"AMPK signaling pathway (hsa04152)"	"13"	"PI3K-Akt signaling pathway (hsa04151)"	"14"	"Central carbon metabolism in cancer (hsa05230)"	"14"	"Rap1 signaling pathway (hsa04015)"	"15"	"Central carbon metabolism in cancer (hsa05230)"	"13"
"T cell receptor signaling pathway (hsa04660)"	"15"	"Sphingolipid signaling pathway (hsa04071)"	"14"	"T cell receptor signaling pathway (hsa04660)"	"16"	"T cell receptor signaling pathway (hsa04660)"	"15"	"Adherens junction (hsa04520)"	"18"	"Apoptosis (hsa04210)"	"14"
"Carbon metabolism (hsa01200)"	"16"	"Adherens junction (hsa04520)"	"15"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"17"	"Rap1 signaling pathway (hsa04015)"	"16"	"Autophagy - animal (hsa04140)"	"18"	"NOD-like receptor signaling pathway (hsa04621)"	"14"
"Central carbon metabolism in cancer (hsa05230)"	"18"	"MAPK signaling pathway (hsa04010)"	"15"	"Ras signaling pathway (hsa04014)"	"17"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"17"	"Central carbon metabolism in cancer (hsa05230)"	"18"	"Cytokine-cytokine receptor interaction (hsa04060)"	"15"
"Sphingolipid signaling pathway (hsa04071)"	"18"	"Central carbon metabolism in cancer (hsa05230)"	"17"	"AMPK signaling pathway (hsa04152)"	"18"	"Gap junction (hsa04540)"	"18"	"AMPK signaling pathway (hsa04152)"	"20"	"MAPK signaling pathway (hsa04010)"	"17"
"Rap1 signaling pathway (hsa04015)"	"19"	"Wnt signaling pathway (hsa04310)"	"18"	"Gap junction (hsa04540)"	"18"	"Carbon metabolism (hsa01200)"	"19"	"Hippo signaling pathway (hsa04390)"	"21"	"Adherens junction (hsa04520)"	"17"
"Glucagon signaling pathway (hsa04922)"	"19"	"Chemokine signaling pathway (hsa04062)"	"19"	"MAPK signaling pathway (hsa04010)"	"20"	"Ras signaling pathway (hsa04014)"	"20"	"Gap junction (hsa04540)"	"21"	"FoxO signaling pathway (hsa04068)"	"17"
"Ras signaling pathway (hsa04014)"	"20"	"T cell receptor signaling pathway (hsa04660)"	"20"	"Rap1 signaling pathway (hsa04015)"	"20"	"Sphingolipid signaling pathway (hsa04071)"	"20"	"Ras signaling pathway (hsa04014)"	"22"	"Tight junction (hsa04530)"	"20"
"AMPK signaling pathway (hsa04152)"	"21"	"Autophagy - animal (hsa04140)"	"22"	"Sphingolipid signaling pathway (hsa04071)"	"21"	"Tight junction (hsa04530)"	"21"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"22"	"PPAR signaling pathway (hsa03320)"	"22"
"Autophagy - animal (hsa04140)"	"22"	"Cell adhesion molecules (hsa04514)"	"24"	"Glucagon signaling pathway (hsa04922)"	"22"	"Autophagy - animal (hsa04140)"	"21"	"TGF-beta signaling pathway (hsa04350)"	"22"	"p53 signaling pathway (hsa04115)"	"23"
"Tight junction (hsa04530)"	"23"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"25"	"Autophagy - animal (hsa04140)"	"23"	"Hippo signaling pathway (hsa04390)"	"22"	"Sphingolipid signaling pathway (hsa04071)"	"23"	"TGF-beta signaling pathway (hsa04350)"	"24"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"23"	"FoxO signaling pathway (hsa04068)"	"26"	"Carbon metabolism (hsa01200)"	"24"	"Apoptosis (hsa04210)"	"22"	"Tight junction (hsa04530)"	"24"	"NF-kappa B signaling pathway (hsa04064)"	"24"
"TGF-beta signaling pathway (hsa04350)"	"26"	"Rap1 signaling pathway (hsa04015)"	"26"	"FoxO signaling pathway (hsa04068)"	"25"	"Glucagon signaling pathway (hsa04922)"	"26"	"MAPK signaling pathway (hsa04010)"	"26"	"AMPK signaling pathway (hsa04152)"	"26"
"Phagosome (hsa04145)"	"27"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"27"	"Apoptosis (hsa04210)"	"26"	"AMPK signaling pathway (hsa04152)"	"27"	"FoxO signaling pathway (hsa04068)"	"26"	"T cell receptor signaling pathway (hsa04660)"	"27"
"PI3K-Akt signaling pathway (hsa04151)"	"27"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Tight junction (hsa04530)"	"27"	"MicroRNAs in cancer (hsa05206)"	"28"	"Wnt signaling pathway (hsa04310)"	"27"	"Leukocyte transendothelial migration (hsa04670)"	"27"
"Wnt signaling pathway (hsa04310)"	"29"	"Carbon metabolism (hsa01200)"	"28"	"MicroRNAs in cancer (hsa05206)"	"28"	"Wnt signaling pathway (hsa04310)"	"29"	"MicroRNAs in cancer (hsa05206)"	"27"	"Sphingolipid signaling pathway (hsa04071)"	"27"
"Hippo signaling pathway (hsa04390)"	"30"	"MicroRNAs in cancer (hsa05206)"	"29"	"TGF-beta signaling pathway (hsa04350)"	"30"	"NOD-like receptor signaling pathway (hsa04621)"	"29"	"Glucagon signaling pathway (hsa04922)"	"27"	"Autophagy - animal (hsa04140)"	"29"
"MicroRNAs in cancer (hsa05206)"	"31"	"PI3K-Akt signaling pathway (hsa04151)"	"30"	"Hippo signaling pathway (hsa04390)"	"30"	"MAPK signaling pathway (hsa04010)"	"30"	"Carbon metabolism (hsa01200)"	"28"	"Phagosome (hsa04145)"	"30"
"NOD-like receptor signaling pathway (hsa04621)"	"31"	"Phagosome (hsa04145)"	"30"	"Thyroid hormone signaling pathway (hsa04919)"	"31"	"TGF-beta signaling pathway (hsa04350)"	"31"	"p53 signaling pathway (hsa04115)"	"28"	"Glucagon signaling pathway (hsa04922)"	"30"
"Thyroid hormone signaling pathway (hsa04919)"	"32"	"ErbB signaling pathway (hsa04012)"	"32"	"Phagosome (hsa04145)"	"32"	"Cell adhesion molecules (hsa04514)"	"31"	"Apoptosis (hsa04210)"	"29"	"Lysosome (hsa04142)"	"31"
"Apoptosis (hsa04210)"	"32"	"NF-kappa B signaling pathway (hsa04064)"	"34"	"p53 signaling pathway (hsa04115)"	"33"	"Thyroid hormone signaling pathway (hsa04919)"	"31"	"Thyroid hormone signaling pathway (hsa04919)"	"31"	"Gap junction (hsa04540)"	"34"
"FoxO signaling pathway (hsa04068)"	"33"	"p53 signaling pathway (hsa04115)"	"34"	"NOD-like receptor signaling pathway (hsa04621)"	"34"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"32"	"NOD-like receptor signaling pathway (hsa04621)"	"33"	"MicroRNAs in cancer (hsa05206)"	"34"
"NF-kappa B signaling pathway (hsa04064)"	"35"	"Glucagon signaling pathway (hsa04922)"	"36"	"Wnt signaling pathway (hsa04310)"	"34"	"p53 signaling pathway (hsa04115)"	"32"	"NF-kappa B signaling pathway (hsa04064)"	"35"	"Hippo signaling pathway (hsa04390)"	"35"
"p53 signaling pathway (hsa04115)"	"37"	"TGF-beta signaling pathway (hsa04350)"	"36"	"Cell adhesion molecules (hsa04514)"	"37"	"FoxO signaling pathway (hsa04068)"	"33"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"37"	"Wnt signaling pathway (hsa04310)"	"37"
"TNF signaling pathway (hsa04668)"	"37"	"Hippo signaling pathway (hsa04390)"	"36"	"Lysosome (hsa04142)"	"39"	"Phagosome (hsa04145)"	"35"	"Lysosome (hsa04142)"	"37"	"Ras signaling pathway (hsa04014)"	"37"
"Cytokine-cytokine receptor interaction (hsa04060)"	"38"	"Complement and coagulation cascades (hsa04610)"	"37"	"NF-kappa B signaling pathway (hsa04064)"	"39"	"Lysosome (hsa04142)"	"38"	"Phagosome (hsa04145)"	"38"	"Homologous recombination (hsa03440)"	"38"
"ECM-receptor interaction (hsa04512)"	"39"	"Apoptosis (hsa04210)"	"38"	"Cytokine-cytokine receptor interaction (hsa04060)"	"40"	"NF-kappa B signaling pathway (hsa04064)"	"38"	"PPAR signaling pathway (hsa03320)"	"38"	"Thyroid hormone signaling pathway (hsa04919)"	"38"
"Cell adhesion molecules (hsa04514)"	"41"	"PPAR signaling pathway (hsa03320)"	"39"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"41"	"TNF signaling pathway (hsa04668)"	"39"	"TNF signaling pathway (hsa04668)"	"39"	"Rap1 signaling pathway (hsa04015)"	"39"
"Lysosome (hsa04142)"	"41"	"NOD-like receptor signaling pathway (hsa04621)"	"39"	"PPAR signaling pathway (hsa03320)"	"41"	"Cytokine-cytokine receptor interaction (hsa04060)"	"41"	"Cell adhesion molecules (hsa04514)"	"39"	"TNF signaling pathway (hsa04668)"	"39"
"Complement and coagulation cascades (hsa04610)"	"42"	"ECM-receptor interaction (hsa04512)"	"40"	"Cytosolic DNA-sensing pathway (hsa04623)"	"42"	"PPAR signaling pathway (hsa03320)"	"42"	"Cytokine-cytokine receptor interaction (hsa04060)"	"41"	"Hedgehog signaling pathway (hsa04340)"	"42"
"PPAR signaling pathway (hsa03320)"	"43"	"Homologous recombination (hsa03440)"	"40"	"Hedgehog signaling pathway (hsa04340)"	"42"	"Cytosolic DNA-sensing pathway (hsa04623)"	"43"	"Hedgehog signaling pathway (hsa04340)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"44"	"TNF signaling pathway (hsa04668)"	"44"	"TNF signaling pathway (hsa04668)"	"42"	"Complement and coagulation cascades (hsa04610)"	"43"	"Complement and coagulation cascades (hsa04610)"	"44"	"Cytosolic DNA-sensing pathway (hsa04623)"	"44"
"Cytosolic DNA-sensing pathway (hsa04623)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"45"	"Complement and coagulation cascades (hsa04610)"	"44"	"Hedgehog signaling pathway (hsa04340)"	"45"	"Glycolysis / Gluconeogenesis (hsa00010)"	"44"	"Cell adhesion molecules (hsa04514)"	"45"
"Hedgehog signaling pathway (hsa04340)"	"46"	"Lysosome (hsa04142)"	"45"	"ECM-receptor interaction (hsa04512)"	"45"	"ECM-receptor interaction (hsa04512)"	"46"	"ECM-receptor interaction (hsa04512)"	"46"	"Base excision repair (hsa03410)"	"46"
"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Homologous recombination (hsa03440)"	"47"	"Homologous recombination (hsa03440)"	"47"	"Cytosolic DNA-sensing pathway (hsa04623)"	"46"	"Complement and coagulation cascades (hsa04610)"	"47"
"Homologous recombination (hsa03440)"	"48"	"Cytosolic DNA-sensing pathway (hsa04623)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"48"	"Base excision repair (hsa03410)"	"49"	"Homologous recombination (hsa03440)"	"47"	"ECM-receptor interaction (hsa04512)"	"48"
"Base excision repair (hsa03410)"	"49"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Base excision repair (hsa03410)"	"49"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"	"Base excision repair (hsa03410)"	"49"	"Glycolysis / Gluconeogenesis (hsa00010)"	"48"
"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Base excision repair (hsa03410)"	"50"	"Primary immunodeficiency (hsa05340)"	"51"	"Primary immunodeficiency (hsa05340)"	"50"	"Citrate cycle (TCA cycle) (hsa00020)"	"50"	"Primary immunodeficiency (hsa05340)"	"51"
"Primary immunodeficiency (hsa05340)"	"51"	"Mismatch repair (hsa03430)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Primary immunodeficiency (hsa05340)"	"50"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"
"Mismatch repair (hsa03430)"	"52"	"Primary immunodeficiency (hsa05340)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Proteasome (hsa03050)"	"52"	"Mismatch repair (hsa03430)"	"52"
"Proteasome (hsa03050)"	"53"	"Proteasome (hsa03050)"	"53"	"Proteasome (hsa03050)"	"53"	"Proteasome (hsa03050)"	"52"	"Mismatch repair (hsa03430)"	"53"	"Proteasome (hsa03050)"	"53"
"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"
