"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"10"	"kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"10"	"lung carcinoma (EFO_0001071)[ThETA]"	"13"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"12"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"12"	"skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"11"
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"13"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"14"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"13"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"12"	NA	NA
"Breast carcinoma (EFO_0000305)[ThETA]"	"13"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"14"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"13"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"14"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"14"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"14"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"13"	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"15"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"15"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"13"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"16"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"15"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"16"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"14"	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"18"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"16"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"17"	"Prostate adenocarcinoma (PRAD)[Intogen]"	"14"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"19"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"17"	"Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"19"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"18"	NA	NA	NA	NA
"Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"20"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"18"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"19"	NA	NA	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"21"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"21"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"22"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
