"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"10"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"11"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"10"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"11"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"11"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"12"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"13"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"12"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"13"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"11"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"14"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"13"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"14"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"14"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"15"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"16"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"15"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"17"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"16"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"16"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"16"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"16"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"18"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"18"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"18"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"18"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"20"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"20"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"20"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"21"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"21"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"21"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"21"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"21"
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"22"	NA	NA	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"22"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"21"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"23"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"24"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"23"	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"24"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"24"	NA	NA
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"25"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"25"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"26"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"25"	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"26"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"26"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"26"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"26"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"28"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"27"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"27"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"27"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"28"	NA	NA	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"28"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"28"	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"29"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"29"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"29"	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"30"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"30"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"31"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"32"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
