"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"
"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 13"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 12"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 15"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 15"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 14"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 16"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 16"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 17"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 16"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 18"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 18"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 17"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 17"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 18"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 17"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 20"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 18"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 18"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 19"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 17"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 21"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 19"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 19"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 21"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 18"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 22"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 20"
"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 22"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 19"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 23"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 21"
"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 21"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 23"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 22"
"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 22"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 24"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 23"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 24"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 23"
"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 25"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 24"
"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 24"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 25"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 23"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 25"
"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 25"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 26"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 26"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 26"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 27"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 27"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 25"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 27"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 27"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 27"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 28"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 28"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 26"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 28"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 28"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 28"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 29"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 30"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 27"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 29"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 29"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 30"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 30"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 30"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 28"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 30"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 30"
"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 31"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 30"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 31"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 31"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 31"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 32"
"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 34"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 31"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 32"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 32"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 32"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 32"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 34"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 33"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 33"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 33"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 33"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 33"
"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 35"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 34"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 34"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 34"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 34"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 34"
"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 35"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 35"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 35"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 36"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 35"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 35"
"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 36"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 36"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 36"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 38"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 36"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 36"
"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 37"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 37"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 38"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 38"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 37"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 37"
"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 38"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 38"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 39"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 38"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 38"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 38"
"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 39"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 39"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 39"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 39"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 38"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 39"
"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 40"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 40"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 40"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 40"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 41"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 40"
"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 41"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 41"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 41"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 41"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 42"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 41"
"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 42"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 42"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 42"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 42"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 43"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 42"
"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 43"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 43"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 43"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 43"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 44"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 43"
"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 44"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 44"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 44"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 44"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 45"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 44"
"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 45"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 45"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 46"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 45"
"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 46"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 46"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 46"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 46"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 47"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 46"
"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 47"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 47"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 47"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 47"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 48"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 47"
"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 48"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 48"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 48"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 48"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 49"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 48"
"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 49"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 49"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 49"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 49"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 50"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 49"
"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 50"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 50"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 50"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 50"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 51"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 50"
"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 51"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 51"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 51"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 51"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 52"	"Felodipine Action Pathway (SMP0000377) (Drug Action)"	" 51"
"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 52"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 52"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 52"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 53"	"Flecainide Action Pathway (SMP0000331) (Drug Action)"	" 52"
"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 53"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 53"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 53"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 53"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 53"
"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 54"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 53"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 54"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 54"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 54"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 54"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 54"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 55"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 55"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 56"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 55"
"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 55"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 56"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 56"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 56"	"Ethylmorphine Action Pathway (SMP0000681) (Drug Action)"	" 57"	"Isradipine Action Pathway (SMP0000378) (Drug Action)"	" 56"
"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 56"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 58"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 57"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 57"	"Fentanyl Action Pathway (SMP0000415) (Drug Action)"	" 58"	"Labetalol Action Pathway (SMP0000368) (Drug Action)"	" 57"
"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 56"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 59"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 58"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 58"	"Hydrocodone Action Pathway (SMP0000411) (Drug Action)"	" 59"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 58"
"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 58"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 60"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 59"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 59"	"Hydromorphone Action Pathway (SMP0000410) (Drug Action)"	" 60"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 59"
"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 60"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 60"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 60"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 60"	"Ketobemidone  Action Pathway (SMP0000690) (Drug Action)"	" 61"	"Metoprolol Action Pathway (SMP0000302) (Drug Action)"	" 60"
"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 61"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 61"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 62"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 62"	"Levallorphan Action Pathway (SMP0000683) (Drug Action)"	" 62"	"Mexiletine Action Pathway (SMP0000329) (Drug Action)"	" 61"
"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 62"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 62"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 63"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 63"	"Levobupivacaine Action Pathway (SMP0000397) (Drug Action)"	" 63"	"Nadolol Action Pathway (SMP0000303) (Drug Action)"	" 62"
