"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"14"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"12"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"12"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"12"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"14"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"13"	"Prostatic Neoplasms[PharmGKB_associated]"	"13"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"16"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"14"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"15"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"15"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"16"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"17"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"16"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"16"	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"17"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"17"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"17"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"17"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"18"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"18"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"19"	NA	NA	"Lung squamous cell carcinoma (LUSC)[Intogen]"	"18"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"18"	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"20"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"20"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"20"	NA	NA	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"20"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"21"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"22"	NA	NA	NA	NA	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
