"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"13"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"11"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"11"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"11"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"11"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"10"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"13"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"12"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"12"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"13"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"12"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"13"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"13"	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"13"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"12"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"13"
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"15"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"14"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"15"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"13"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"14"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"15"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"15"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"15"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"16"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"15"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"15"
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"16"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"16"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"16"
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"18"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"18"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"17"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"16"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"16"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"19"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"16"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"20"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"18"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"20"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"18"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"19"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"17"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"20"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"19"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"20"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"19"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"21"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"22"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"20"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"20"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"22"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"21"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"20"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"22"	NA	NA	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"22"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"22"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"22"	NA	NA
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"22"	NA	NA	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"24"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"23"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"22"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"24"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"24"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"23"	NA	NA
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"25"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"25"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"24"	NA	NA
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"26"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"26"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"25"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"26"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"27"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"27"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"26"	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"28"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"29"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"28"	NA	NA	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"29"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"30"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"28"	NA	NA	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"29"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"30"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"29"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"30"	NA	NA	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"30"	NA	NA	NA	NA	NA	NA
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"30"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
