"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"12"	"[DISEASE] Renal clear cell carcinoma (RCCC)[Intogen]"	"11"	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"12"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"	"[DISEASE] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"11"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"
"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"13"	"[DISEASE] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"12"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"12"	"[DISEASE] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"11"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"12"	"[DISEASE] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"11"
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"13"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"13"	"[DISEASE] Lung squamous cell carcinoma (LUSC)[Intogen]"	"13"	"[DISEASE] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"13"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"12"
"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"14"	"[DISEASE] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"14"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"13"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"16"	"[DISEASE] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"15"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"14"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"14"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"15"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"15"
"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"16"	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"15"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"15"	"[DISEASE] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"16"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"
"[DISEASE] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"17"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"18"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"17"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"
"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"18"	"[DISEASE] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"19"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"17"	"[DISEASE] Prostatic Neoplasms[PharmGKB_associated]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"18"
"[DISEASE] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"19"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DISEASE] Ovarian Neoplasms[PharmGKB_associated]"	"18"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"19"
"[DISEASE] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"20"	NA	NA	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"21"	"[DISEASE] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"20"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"20"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"20"
"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"20"	NA	NA	"[DISEASE] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"22"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"21"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"21"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"21"	NA	NA	"[DISEASE] Small-cell lung cancer (SCLC)[Intogen]"	"23"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"22"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"22"	NA	NA
"[DISEASE] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"21"	NA	NA	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"23"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"23"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"22"	NA	NA	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"24"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"24"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"24"	NA	NA
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"25"	NA	NA	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"25"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	NA	NA	NA	NA
"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"26"	NA	NA	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"26"	NA	NA	NA	NA	NA	NA
"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"27"	NA	NA	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"27"	NA	NA	NA	NA	NA	NA
"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"28"	NA	NA	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"28"	NA	NA	NA	NA	NA	NA
