"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"24"	NA	NA	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"23"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"22"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"22"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"26"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"23"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"23"	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"27"	NA	NA	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"25"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"24"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"24"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"27"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"27"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"24"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"27"	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"28"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"27"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"28"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"29"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"27"	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"28"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"30"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"28"	NA	NA	NA	NA
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"29"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"30"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
