"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DISEASE] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"11"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"11"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"11"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"11"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"	"[DISEASE] Skin basal cell carcinoma (SBCC)[Intogen]"	"12"
"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"13"	"[DISEASE] Renal carcinoma (EFO:0002890)[ThETA]"	"12"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"12"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"12"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"12"
"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"14"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"12"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"13"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"12"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"13"
"[DISEASE] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"15"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"15"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"13"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"16"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"13"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"15"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"14"	"[DISEASE] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"15"
"[DISEASE] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"16"	"[DISEASE] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"16"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"15"	"[DISEASE] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"16"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"16"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"15"
"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"17"	"[DISEASE] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"17"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"17"
"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"	"[DISEASE] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"17"	"[DISEASE] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"18"	"[DISEASE] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"18"
"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"19"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"17"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"19"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"	NA	NA	"[DISEASE] Lung adenocarcinoma (LUAD)[Intogen]"	"20"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"19"	"[DISEASE] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"20"	"[DISEASE] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"19"
"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"21"	NA	NA	"[DISEASE] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"21"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"21"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"21"	NA	NA
"[DISEASE] Breast carcinoma (EFO_0000305)[ThETA]"	"21"	NA	NA	"[DISEASE] Lung squamous cell carcinoma (LUSC)[Intogen]"	"22"	"[DISEASE] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"22"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"22"	NA	NA
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA	"[DISEASE] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"23"	"[DISEASE] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"23"	"[DISEASE] Prostate carcinoma (EFO_0001663)[ThETA]"	"23"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"23"	NA	NA	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"24"	"[DISEASE] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"24"	"[DISEASE] Prostatic Neoplasms[PharmGKB_associated]"	"24"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"24"	NA	NA	"[DISEASE] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"25"	"[DISEASE] Ovarian Neoplasms[PharmGKB_associated]"	"25"	NA	NA	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"25"	NA	NA	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"26"	NA	NA	NA	NA	NA	NA
"[DISEASE] Breast Neoplasms[PharmGKB_associated]"	"26"	NA	NA	"[DISEASE] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"27"	NA	NA	NA	NA	NA	NA
"[DISEASE] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"28"	NA	NA	"[DISEASE] Small-cell lung cancer (SCLC)[Intogen]"	"28"	NA	NA	NA	NA	NA	NA
