"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"12"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"12"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"10"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"11"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"12"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"11"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"12"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"11"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"13"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"12"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"13"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"14"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"12"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"15"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"13"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"14"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"15"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"14"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"15"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"15"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"16"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"15"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"16"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"15"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"17"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"17"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"18"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"17"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"17"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"17"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"18"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"19"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"18"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"18"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"17"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"19"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"19"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"18"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"19"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"19"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"21"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"19"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"20"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"21"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"21"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"20"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"21"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"22"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"22"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"22"	NA	NA
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"23"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"24"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"23"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"22"	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"25"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"24"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"23"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"25"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"26"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"24"	NA	NA
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"25"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"26"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"26"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"25"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"26"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"26"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"27"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"27"	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"28"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"27"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"28"	NA	NA	NA	NA
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"28"	NA	NA	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"29"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"30"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"30"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"31"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"32"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"33"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
