"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Sphingolipid signaling pathway (hsa04071)"	"23"	"Leukocyte transendothelial migration (hsa04670)"	"21"	"p53 signaling pathway (hsa04115)"	"24"	"Adherens junction (hsa04520)"	"24"	"Tight junction (hsa04530)"	"22"	"Cell adhesion molecules (hsa04514)"	"21"
"Primary immunodeficiency (hsa05340)"	"25"	"Complement and coagulation cascades (hsa04610)"	"22"	"PPAR signaling pathway (hsa03320)"	"25"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"24"	"Cytosolic DNA-sensing pathway (hsa04623)"	"23"	"Sphingolipid signaling pathway (hsa04071)"	"22"
"Wnt signaling pathway (hsa04310)"	"25"	"VEGF signaling pathway (hsa04370)"	"25"	"Lysosome (hsa04142)"	"25"	"Ras signaling pathway (hsa04014)"	"24"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"24"	"Ras signaling pathway (hsa04014)"	"22"
"Autophagy - animal (hsa04140)"	"26"	"Proteasome (hsa03050)"	"25"	"Autophagy - animal (hsa04140)"	"26"	"JAK-STAT signaling pathway (hsa04630)"	"27"	"Base excision repair (hsa03410)"	"25"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"22"
"Citrate cycle (TCA cycle) (hsa00020)"	"28"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"25"	"Sulfur metabolism (hsa00920)"	"29"	"p53 signaling pathway (hsa04115)"	"27"	"Leukocyte transendothelial migration (hsa04670)"	"25"	"MicroRNAs in cancer (hsa05206)"	"24"
"Homologous recombination (hsa03440)"	"28"	"T cell receptor signaling pathway (hsa04660)"	"26"	"Toll-like receptor signaling pathway (hsa04620)"	"30"	"Focal adhesion (hsa04510)"	"27"	"Thyroid hormone signaling pathway (hsa04919)"	"26"	"Gap junction (hsa04540)"	"25"
"Phagosome (hsa04145)"	"30"	"Mismatch repair (hsa03430)"	"26"	"ECM-receptor interaction (hsa04512)"	"31"	"Lysosome (hsa04142)"	"28"	"Focal adhesion (hsa04510)"	"26"	"p53 signaling pathway (hsa04115)"	"27"
"MAPK signaling pathway (hsa04010)"	"30"	"MAPK signaling pathway (hsa04010)"	"28"	"Cytosolic DNA-sensing pathway (hsa04623)"	"31"	"Tight junction (hsa04530)"	"28"	"Wnt signaling pathway (hsa04310)"	"27"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"28"
"Lysosome (hsa04142)"	"31"	"Homologous recombination (hsa03440)"	"28"	"Focal adhesion (hsa04510)"	"31"	"PPAR signaling pathway (hsa03320)"	"29"	"Citrate cycle (TCA cycle) (hsa00020)"	"28"	"Carbon metabolism (hsa01200)"	"29"
"Complement and coagulation cascades (hsa04610)"	"31"	"p53 signaling pathway (hsa04115)"	"29"	"Carbon metabolism (hsa01200)"	"32"	"Cell adhesion molecules (hsa04514)"	"30"	"Adherens junction (hsa04520)"	"29"	"T cell receptor signaling pathway (hsa04660)"	"30"
"T cell receptor signaling pathway (hsa04660)"	"31"	"Base excision repair (hsa03410)"	"30"	"Phagosome (hsa04145)"	"34"	"Leukocyte transendothelial migration (hsa04670)"	"31"	"Rap1 signaling pathway (hsa04015)"	"30"	"ECM-receptor interaction (hsa04512)"	"32"
"Tight junction (hsa04530)"	"32"	"ECM-receptor interaction (hsa04512)"	"30"	"Apoptosis (hsa04210)"	"35"	"Cytosolic DNA-sensing pathway (hsa04623)"	"33"	"Ras signaling pathway (hsa04014)"	"31"	"Citrate cycle (TCA cycle) (hsa00020)"	"34"
"TNF signaling pathway (hsa04668)"	"32"	"NOD-like receptor signaling pathway (hsa04621)"	"32"	"JAK-STAT signaling pathway (hsa04630)"	"36"	"Cytokine-cytokine receptor interaction (hsa04060)"	"34"	"Cytokine-cytokine receptor interaction (hsa04060)"	"31"	"Cytosolic DNA-sensing pathway (hsa04623)"	"35"
"Proteasome (hsa03050)"	"33"	"Sulfur metabolism (hsa00920)"	"33"	"Tight junction (hsa04530)"	"36"	"Hippo signaling pathway (hsa04390)"	"34"	"Glucagon signaling pathway (hsa04922)"	"32"	"Glucagon signaling pathway (hsa04922)"	"35"
"Ras signaling pathway (hsa04014)"	"34"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"35"	"T cell receptor signaling pathway (hsa04660)"	"36"	"Wnt signaling pathway (hsa04310)"	"35"	"Lysosome (hsa04142)"	"32"	"Adherens junction (hsa04520)"	"36"
"Base excision repair (hsa03410)"	"35"	"Apoptosis (hsa04210)"	"35"	"Ras signaling pathway (hsa04014)"	"37"	"Thyroid hormone signaling pathway (hsa04919)"	"36"	"Homologous recombination (hsa03440)"	"33"	"Thyroid hormone signaling pathway (hsa04919)"	"37"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"36"	"Lysosome (hsa04142)"	"38"	"Wnt signaling pathway (hsa04310)"	"37"	"Proteasome (hsa03050)"	"37"	"Hippo signaling pathway (hsa04390)"	"35"	"Primary immunodeficiency (hsa05340)"	"38"
"TGF-beta signaling pathway (hsa04350)"	"36"	"Carbon metabolism (hsa01200)"	"38"	"Base excision repair (hsa03410)"	"37"	"TNF signaling pathway (hsa04668)"	"38"	"Apoptosis (hsa04210)"	"37"	"Apoptosis (hsa04210)"	"40"
"Glycolysis / Gluconeogenesis (hsa00010)"	"37"	"Glucagon signaling pathway (hsa04922)"	"39"	"Homologous recombination (hsa03440)"	"38"	"Homologous recombination (hsa03440)"	"39"	"TNF signaling pathway (hsa04668)"	"37"	"Phagosome (hsa04145)"	"40"
"Glucagon signaling pathway (hsa04922)"	"38"	"Adherens junction (hsa04520)"	"39"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"38"	"Apoptosis (hsa04210)"	"39"	"TGF-beta signaling pathway (hsa04350)"	"38"	"Autophagy - animal (hsa04140)"	"40"
"FoxO signaling pathway (hsa04068)"	"39"	"Citrate cycle (TCA cycle) (hsa00020)"	"39"	"TGF-beta signaling pathway (hsa04350)"	"39"	"Glycolysis / Gluconeogenesis (hsa00010)"	"39"	"Carbon metabolism (hsa01200)"	"38"	"Choline metabolism in cancer (hsa05231)"	"41"
"JAK-STAT signaling pathway (hsa04630)"	"39"	"MicroRNAs in cancer (hsa05206)"	"40"	"Thyroid hormone signaling pathway (hsa04919)"	"39"	"NOD-like receptor signaling pathway (hsa04621)"	"40"	"AMPK signaling pathway (hsa04152)"	"39"	"Homologous recombination (hsa03440)"	"41"
"MicroRNAs in cancer (hsa05206)"	"42"	"NF-kappa B signaling pathway (hsa04064)"	"40"	"NOD-like receptor signaling pathway (hsa04621)"	"39"	"Phagosome (hsa04145)"	"42"	"Phagosome (hsa04145)"	"40"	"Leukocyte transendothelial migration (hsa04670)"	"43"
"p53 signaling pathway (hsa04115)"	"43"	"TNF signaling pathway (hsa04668)"	"41"	"Sphingolipid signaling pathway (hsa04071)"	"40"	"Mismatch repair (hsa03430)"	"43"	"NF-kappa B signaling pathway (hsa04064)"	"41"	"Hippo signaling pathway (hsa04390)"	"44"
"ECM-receptor interaction (hsa04512)"	"43"	"Phagosome (hsa04145)"	"41"	"Mismatch repair (hsa03430)"	"41"	"Glucagon signaling pathway (hsa04922)"	"44"	"Proteasome (hsa03050)"	"41"	"Tight junction (hsa04530)"	"44"
"Hippo signaling pathway (hsa04390)"	"44"	"Hedgehog signaling pathway (hsa04340)"	"41"	"Citrate cycle (TCA cycle) (hsa00020)"	"41"	"Sphingolipid signaling pathway (hsa04071)"	"45"	"NOD-like receptor signaling pathway (hsa04621)"	"41"	"Hedgehog signaling pathway (hsa04340)"	"44"
"Cell adhesion molecules (hsa04514)"	"45"	"Ras signaling pathway (hsa04014)"	"42"	"Glycolysis / Gluconeogenesis (hsa00010)"	"42"	"TGF-beta signaling pathway (hsa04350)"	"45"	"PPAR signaling pathway (hsa03320)"	"42"	"NOD-like receptor signaling pathway (hsa04621)"	"45"
"PPAR signaling pathway (hsa03320)"	"45"	"AMPK signaling pathway (hsa04152)"	"44"	"Cytokine-cytokine receptor interaction (hsa04060)"	"43"	"Citrate cycle (TCA cycle) (hsa00020)"	"46"	"Cell adhesion molecules (hsa04514)"	"43"	"Complement and coagulation cascades (hsa04610)"	"45"
"Toll-like receptor signaling pathway (hsa04620)"	"47"	"Glycolysis / Gluconeogenesis (hsa00010)"	"45"	"MicroRNAs in cancer (hsa05206)"	"44"	"T cell receptor signaling pathway (hsa04660)"	"47"	"Glycolysis / Gluconeogenesis (hsa00010)"	"44"	"ErbB signaling pathway (hsa04012)"	"46"
"Hedgehog signaling pathway (hsa04340)"	"48"	"Cell adhesion molecules (hsa04514)"	"45"	"Hippo signaling pathway (hsa04390)"	"44"	"ErbB signaling pathway (hsa04012)"	"47"	"Hedgehog signaling pathway (hsa04340)"	"44"	"PPAR signaling pathway (hsa03320)"	"47"
"Apoptosis (hsa04210)"	"48"	"Cytosolic DNA-sensing pathway (hsa04623)"	"46"	"Glucagon signaling pathway (hsa04922)"	"45"	"Hedgehog signaling pathway (hsa04340)"	"47"	"T cell receptor signaling pathway (hsa04660)"	"46"	"NF-kappa B signaling pathway (hsa04064)"	"47"
"Gap junction (hsa04540)"	"48"	"Gap junction (hsa04540)"	"46"	"TNF signaling pathway (hsa04668)"	"47"	"ECM-receptor interaction (hsa04512)"	"49"	"ECM-receptor interaction (hsa04512)"	"46"	"Mismatch repair (hsa03430)"	"49"
"Sulfur metabolism (hsa00920)"	"49"	"TGF-beta signaling pathway (hsa04350)"	"47"	"Hedgehog signaling pathway (hsa04340)"	"47"	"Base excision repair (hsa03410)"	"51"	"Mismatch repair (hsa03430)"	"49"	"Focal adhesion (hsa04510)"	"50"
"Natural killer cell mediated cytotoxicity (hsa04650)"	"51"	"JAK-STAT signaling pathway (hsa04630)"	"50"	"Proteasome (hsa03050)"	"48"	"MicroRNAs in cancer (hsa05206)"	"52"	"ErbB signaling pathway (hsa04012)"	"49"	"Base excision repair (hsa03410)"	"52"
