"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 14"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 15"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 16"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 17"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 16"
"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 17"	"Gemcitabine Action Pathway (SMP0000446) (Drug Action)"	" 17"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 17"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 17"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 17"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 17"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 20"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 17"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 20"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 18"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 18"
"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 21"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 19"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 20"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 22"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 18"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 19"
"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 21"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 20"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 21"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 23"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 20"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 20"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 22"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 23"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 20"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 22"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 24"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 23"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 23"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 22"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 23"
"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 23"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 24"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 24"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 23"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 25"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 23"
"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 23"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 25"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 24"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 24"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 26"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 25"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 25"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 26"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 25"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 24"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 27"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 25"
"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 26"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 27"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 26"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 24"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 29"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 26"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 28"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 27"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 26"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 26"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 29"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 27"
"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 28"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 31"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 27"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 27"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 30"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 27"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 29"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 31"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 27"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 28"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 31"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 28"
"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 30"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 32"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 29"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 28"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 32"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 29"
"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 31"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 33"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 30"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 29"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 32"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 30"
"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 32"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 33"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 33"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 33"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 32"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 31"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 32"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 34"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 33"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 33"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 33"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 31"
"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 32"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 34"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 35"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 34"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 34"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 32"
"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 33"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 34"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 35"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 36"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 36"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 33"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 33"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 35"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 36"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 37"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 37"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 34"
"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 34"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 35"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 37"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 37"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 37"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 37"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 34"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 37"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 38"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 38"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 38"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 38"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 34"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 38"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 38"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 39"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 39"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 39"
"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 40"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 39"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 40"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 40"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 39"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 40"
"Oxaprozin Action Pathway (SMP0000113) (Drug Action)"	" 50"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 41"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 41"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 40"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 40"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 41"
"Fenoprofen Action Pathway (SMP0000696) (Drug Action)"	" 51"	"Oxprenolol Action Pathway (SMP0000304) (Drug Action)"	" 49"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 42"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 42"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 41"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 43"
"Piroxicam Action Pathway (SMP0000077) (Drug Action)"	" 52"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 55"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 43"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 43"	"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 43"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 51"
"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 53"	"Prilocaine Action Pathway (SMP0000401) (Drug Action)"	" 55"	"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 51"	"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 45"	"Flurbiprofen Action Pathway (SMP0000697) (Drug Action)"	" 51"	"Mexiletine Action Pathway (SMP0000329) (Drug Action)"	" 51"
"Mefenamic Acid Action Pathway (SMP0000109) (Drug Action)"	" 53"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 56"	"Timolol Action Pathway (SMP0000659) (Drug Action)"	" 52"	"Tocainide Action Pathway (SMP0000330) (Drug Action)"	" 54"	"Meloxicam Action Pathway (SMP0000106) (Drug Action)"	" 54"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 52"
"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 56"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 60"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 57"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 55"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 58"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 53"
"Indomethacin Action Pathway (SMP0000104) (Drug Action)"	" 59"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 61"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 58"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 57"	"Oxaprozin Action Pathway (SMP0000113) (Drug Action)"	" 61"	"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 54"
"Etodolac Action Pathway (SMP0000084) (Drug Action)"	" 59"	"Pentazocine Action Pathway (SMP0000686) (Drug Action)"	" 62"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 58"	"Isradipine Action Pathway (SMP0000378) (Drug Action)"	" 58"	"Phenylbutazone Action Pathway (SMP0000701) (Drug Action)"	" 61"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 55"
"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 59"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 62"	"Felodipine Action Pathway (SMP0000377) (Drug Action)"	" 58"	"Flecainide Action Pathway (SMP0000331) (Drug Action)"	" 58"	"Salicylic Acid Action Pathway (SMP0000709) (Drug Action)"	" 64"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 57"
"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 60"	"Remifentanil Action Pathway (SMP0000416) (Drug Action)"	" 62"	"Nimodipine Action Pathway (SMP0000380) (Drug Action)"	" 59"	"Nebivolol Action Pathway (SMP0000366) (Drug Action)"	" 58"	"Tiaprofenic Acid Action Pathway (SMP0000705) (Drug Action)"	" 67"	"Penbutolol Action Pathway (SMP0000305) (Drug Action)"	" 58"
"Valdecoxib Action Pathway (SMP0000116) (Drug Action)"	" 60"	"Sufentanil Action Pathway (SMP0000417) (Drug Action)"	" 64"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 59"	"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 59"	"Etoricoxib Action Pathway (SMP0000695) (Drug Action)"	" 67"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 58"
"Nabumetone Action Pathway (SMP0000114) (Drug Action)"	" 61"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 65"	"Nifedipine Action Pathway (SMP0000379) (Drug Action)"	" 60"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 59"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 68"	"Quinidine Action Pathway (SMP0000323) (Drug Action)"	" 58"
"Nepafenac Action Pathway (SMP0000702) (Drug Action)"	" 61"	"Ketobemidone  Action Pathway (SMP0000690) (Drug Action)"	" 65"	"Quinidine Action Pathway (SMP0000323) (Drug Action)"	" 60"	"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 60"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 68"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 58"
"Meloxicam Action Pathway (SMP0000106) (Drug Action)"	" 62"	"Naloxone Action Pathway (SMP0000688) (Drug Action)"	" 69"	"Nisoldipine Action Pathway (SMP0000381) (Drug Action)"	" 61"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 60"	"Ketorolac Action Pathway (SMP0000098) (Drug Action)"	" 68"	"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 59"
"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 62"	"Flecainide Action Pathway (SMP0000331) (Drug Action)"	" 70"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 61"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 60"	"Verapamil Action Pathway (SMP0000375) (Drug Action)"	" 69"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 59"
"Ketoprofen Action Pathway (SMP0000085) (Drug Action)"	" 63"	"Labetalol Action Pathway (SMP0000368) (Drug Action)"	" 70"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 62"	"Propranolol Action Pathway (SMP0000307) (Drug Action)"	" 62"	"Nepafenac Action Pathway (SMP0000702) (Drug Action)"	" 69"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 60"
"Magnesium Salicylate Action Pathway (SMP0000698) (Drug Action)"	" 65"	"Oxymorphone Action Pathway (SMP0000412) (Drug Action)"	" 72"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 62"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 62"	"Sulindac Action Pathway (SMP0000094) (Drug Action)"	" 70"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 60"
"Trisalicylate-Choline Action Pathway (SMP0000703) (Drug Action)"	" 66"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 73"	"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 63"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 63"	"Suprofen Action Pathway (SMP0000101) (Drug Action)"	" 70"	"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 60"
"Tolmetin Action Pathway (SMP0000704) (Drug Action)"	" 67"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 73"	"Penbutolol Action Pathway (SMP0000305) (Drug Action)"	" 63"	"Timolol Action Pathway (SMP0000659) (Drug Action)"	" 63"	"Propranolol Action Pathway (SMP0000307) (Drug Action)"	" 72"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 61"
"Etoricoxib Action Pathway (SMP0000695) (Drug Action)"	" 69"	"Hydrocodone Action Pathway (SMP0000411) (Drug Action)"	" 74"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 63"	"Verapamil Action Pathway (SMP0000375) (Drug Action)"	" 63"	"Tenoxicam Action Pathway (SMP0000706) (Drug Action)"	" 72"	"Timolol Action Pathway (SMP0000659) (Drug Action)"	" 62"
"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 69"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 75"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 64"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 63"	"Metoprolol Action Pathway (SMP0000302) (Drug Action)"	" 73"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 62"
"Lornoxicam Action Pathway (SMP0000700) (Drug Action)"	" 70"	"Levallorphan Action Pathway (SMP0000683) (Drug Action)"	" 76"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 65"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 64"	"Lornoxicam Action Pathway (SMP0000700) (Drug Action)"	" 73"	"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 62"
