"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"14"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"15"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"15"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	"15"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"14"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"16"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"16"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"16"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"17"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"18"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"18"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"18"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"19"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"18"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"19"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"19"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"19"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"21"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"20"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"20"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"19"
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"21"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"21"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"21"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"19"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"23"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"21"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"21"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"22"	NA	NA
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"23"	NA	NA	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"22"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"21"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"23"	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"24"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"23"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"24"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"24"	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"25"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"23"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"26"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"26"	NA	NA	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"24"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"26"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"26"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"27"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"26"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"27"	NA	NA
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"27"	NA	NA	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"25"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"28"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"27"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"25"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"28"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"27"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"27"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"28"	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"28"	NA	NA	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"27"	NA	NA	NA	NA	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"29"	NA	NA	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"28"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
