"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"11"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	"11"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"11"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"11"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"11"	"Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"11"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"12"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"12"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"12"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"12"	NA	NA
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"13"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"13"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"13"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"13"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"14"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"14"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"14"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"14"	NA	NA
"Breast carcinoma (EFO_0000305)[ThETA]"	"15"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"15"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"15"	"Prostate carcinoma (EFO_0001663)[ThETA]"	"15"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"16"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"16"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"16"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"16"	NA	NA
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"17"	NA	NA	"Lung squamous cell carcinoma (LUSC)[Intogen]"	"17"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"17"	"Prostate adenocarcinoma (PRAD)[Intogen]"	"17"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"18"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"18"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"19"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"19"	"Ovary cancer (OV)[Intogen]"	"19"	NA	NA	NA	NA
"Breast Neoplasms[PharmGKB_associated]"	"20"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"20"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"19"	NA	NA	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"20"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"21"	NA	NA	NA	NA	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"21"	NA	NA	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	"22"	NA	NA	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
