"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast carcinoma (EFO_0000305)[ThETA]"	"12"	"Renal clear cell carcinoma (RCCC)[Intogen]"	"11"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"11"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"12"	"Prostatic Neoplasms[PharmGKB_associated]"	"11"	"Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"10"
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"13"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"12"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"12"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"11"	NA	NA
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"13"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"12"	"Ovarian Neoplasms[PharmGKB_associated]"	"13"	"Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"12"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"14"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"14"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"13"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"14"	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"14"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"15"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"14"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"14"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"15"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"16"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"15"	"Prostate carcinoma (EFO_0001663)[ThETA]"	"14"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"17"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"16"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"16"	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"18"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"17"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"16"	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"18"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"19"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"17"	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"19"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"20"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"19"	NA	NA	NA	NA
"Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"21"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"22"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"22"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
