"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Rap1 signaling pathway (hsa04015)"	"22"	"Autophagy - animal (hsa04140)"	"22"	"Glucagon signaling pathway (hsa04922)"	"22"	"Carbon metabolism (hsa01200)"	"21"	"Autophagy - animal (hsa04140)"	"20"	"p53 signaling pathway (hsa04115)"	"21"
"FoxO signaling pathway (hsa04068)"	"22"	"Chemokine signaling pathway (hsa04062)"	"24"	"Rap1 signaling pathway (hsa04015)"	"22"	"Glucagon signaling pathway (hsa04922)"	"22"	"Apoptosis (hsa04210)"	"24"	"TGF-beta signaling pathway (hsa04350)"	"22"
"Tight junction (hsa04530)"	"23"	"PI3K-Akt signaling pathway (hsa04151)"	"25"	"Ras signaling pathway (hsa04014)"	"22"	"MAPK signaling pathway (hsa04010)"	"23"	"Hippo signaling pathway (hsa04390)"	"25"	"AMPK signaling pathway (hsa04152)"	"23"
"Ras signaling pathway (hsa04014)"	"25"	"ErbB signaling pathway (hsa04012)"	"26"	"Carbon metabolism (hsa01200)"	"23"	"Ras signaling pathway (hsa04014)"	"23"	"MicroRNAs in cancer (hsa05206)"	"26"	"T cell receptor signaling pathway (hsa04660)"	"26"
"NOD-like receptor signaling pathway (hsa04621)"	"25"	"T cell receptor signaling pathway (hsa04660)"	"26"	"Autophagy - animal (hsa04140)"	"24"	"Autophagy - animal (hsa04140)"	"24"	"MAPK signaling pathway (hsa04010)"	"26"	"Sphingolipid signaling pathway (hsa04071)"	"26"
"Glucagon signaling pathway (hsa04922)"	"26"	"NF-kappa B signaling pathway (hsa04064)"	"27"	"Apoptosis (hsa04210)"	"24"	"TGF-beta signaling pathway (hsa04350)"	"25"	"NOD-like receptor signaling pathway (hsa04621)"	"27"	"PPAR signaling pathway (hsa03320)"	"26"
"Phagosome (hsa04145)"	"27"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"28"	"MicroRNAs in cancer (hsa05206)"	"26"	"Gap junction (hsa04540)"	"25"	"Gap junction (hsa04540)"	"29"	"Leukocyte transendothelial migration (hsa04670)"	"27"
"Carbon metabolism (hsa01200)"	"28"	"p53 signaling pathway (hsa04115)"	"28"	"FoxO signaling pathway (hsa04068)"	"27"	"Rap1 signaling pathway (hsa04015)"	"27"	"Wnt signaling pathway (hsa04310)"	"30"	"NF-kappa B signaling pathway (hsa04064)"	"27"
"Autophagy - animal (hsa04140)"	"28"	"Complement and coagulation cascades (hsa04610)"	"29"	"TGF-beta signaling pathway (hsa04350)"	"29"	"MicroRNAs in cancer (hsa05206)"	"27"	"Glucagon signaling pathway (hsa04922)"	"30"	"Phagosome (hsa04145)"	"29"
"Thyroid hormone signaling pathway (hsa04919)"	"29"	"MicroRNAs in cancer (hsa05206)"	"29"	"NOD-like receptor signaling pathway (hsa04621)"	"30"	"Hippo signaling pathway (hsa04390)"	"28"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"31"	"Glucagon signaling pathway (hsa04922)"	"30"
"Apoptosis (hsa04210)"	"29"	"Rap1 signaling pathway (hsa04015)"	"30"	"Thyroid hormone signaling pathway (hsa04919)"	"31"	"FoxO signaling pathway (hsa04068)"	"30"	"Ras signaling pathway (hsa04014)"	"32"	"Ras signaling pathway (hsa04014)"	"31"
"MicroRNAs in cancer (hsa05206)"	"30"	"Thyroid hormone signaling pathway (hsa04919)"	"30"	"Phagosome (hsa04145)"	"32"	"Wnt signaling pathway (hsa04310)"	"31"	"p53 signaling pathway (hsa04115)"	"32"	"Autophagy - animal (hsa04140)"	"31"
"Wnt signaling pathway (hsa04310)"	"32"	"Phagosome (hsa04145)"	"31"	"Hippo signaling pathway (hsa04390)"	"32"	"Thyroid hormone signaling pathway (hsa04919)"	"32"	"Thyroid hormone signaling pathway (hsa04919)"	"32"	"Lysosome (hsa04142)"	"32"
"Hippo signaling pathway (hsa04390)"	"34"	"ECM-receptor interaction (hsa04512)"	"36"	"p53 signaling pathway (hsa04115)"	"32"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"34"	"Phagosome (hsa04145)"	"34"	"Gap junction (hsa04540)"	"34"
"p53 signaling pathway (hsa04115)"	"35"	"TGF-beta signaling pathway (hsa04350)"	"36"	"Cytokine-cytokine receptor interaction (hsa04060)"	"35"	"Phagosome (hsa04145)"	"34"	"Lysosome (hsa04142)"	"35"	"MicroRNAs in cancer (hsa05206)"	"34"
"Cytokine-cytokine receptor interaction (hsa04060)"	"37"	"PPAR signaling pathway (hsa03320)"	"37"	"Lysosome (hsa04142)"	"36"	"p53 signaling pathway (hsa04115)"	"34"	"Rap1 signaling pathway (hsa04015)"	"36"	"Wnt signaling pathway (hsa04310)"	"34"
"NF-kappa B signaling pathway (hsa04064)"	"37"	"Hippo signaling pathway (hsa04390)"	"37"	"Wnt signaling pathway (hsa04310)"	"37"	"TNF signaling pathway (hsa04668)"	"37"	"NF-kappa B signaling pathway (hsa04064)"	"36"	"Hippo signaling pathway (hsa04390)"	"35"
"ECM-receptor interaction (hsa04512)"	"38"	"Carbon metabolism (hsa01200)"	"38"	"Cell adhesion molecules (hsa04514)"	"39"	"NF-kappa B signaling pathway (hsa04064)"	"39"	"PPAR signaling pathway (hsa03320)"	"39"	"Rap1 signaling pathway (hsa04015)"	"37"
"TNF signaling pathway (hsa04668)"	"38"	"Cell adhesion molecules (hsa04514)"	"38"	"NF-kappa B signaling pathway (hsa04064)"	"39"	"PPAR signaling pathway (hsa03320)"	"39"	"Complement and coagulation cascades (hsa04610)"	"40"	"Homologous recombination (hsa03440)"	"38"
"Lysosome (hsa04142)"	"40"	"Glucagon signaling pathway (hsa04922)"	"39"	"Cytosolic DNA-sensing pathway (hsa04623)"	"41"	"Cell adhesion molecules (hsa04514)"	"40"	"TNF signaling pathway (hsa04668)"	"41"	"Thyroid hormone signaling pathway (hsa04919)"	"39"
"Complement and coagulation cascades (hsa04610)"	"41"	"Apoptosis (hsa04210)"	"40"	"PPAR signaling pathway (hsa03320)"	"41"	"Complement and coagulation cascades (hsa04610)"	"40"	"Cytokine-cytokine receptor interaction (hsa04060)"	"42"	"TNF signaling pathway (hsa04668)"	"40"
"PPAR signaling pathway (hsa03320)"	"42"	"Homologous recombination (hsa03440)"	"40"	"TNF signaling pathway (hsa04668)"	"42"	"Cytokine-cytokine receptor interaction (hsa04060)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"42"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"NOD-like receptor signaling pathway (hsa04621)"	"41"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"Lysosome (hsa04142)"	"44"	"Cytosolic DNA-sensing pathway (hsa04623)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"
"Cell adhesion molecules (hsa04514)"	"44"	"TNF signaling pathway (hsa04668)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"44"	"Cytosolic DNA-sensing pathway (hsa04623)"	"44"	"Carbon metabolism (hsa01200)"	"44"	"Cytosolic DNA-sensing pathway (hsa04623)"	"44"
"Cytosolic DNA-sensing pathway (hsa04623)"	"45"	"Lysosome (hsa04142)"	"44"	"Complement and coagulation cascades (hsa04610)"	"44"	"ECM-receptor interaction (hsa04512)"	"44"	"ECM-receptor interaction (hsa04512)"	"45"	"Cell adhesion molecules (hsa04514)"	"45"
"Hedgehog signaling pathway (hsa04340)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"46"	"ECM-receptor interaction (hsa04512)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"46"	"Cell adhesion molecules (hsa04514)"	"45"	"Base excision repair (hsa03410)"	"46"
"Homologous recombination (hsa03440)"	"47"	"Cytosolic DNA-sensing pathway (hsa04623)"	"47"	"Homologous recombination (hsa03440)"	"47"	"Homologous recombination (hsa03440)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Complement and coagulation cascades (hsa04610)"	"47"
"Glycolysis / Gluconeogenesis (hsa00010)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"	"Primary immunodeficiency (hsa05340)"	"48"	"ECM-receptor interaction (hsa04512)"	"48"
"Base excision repair (hsa03410)"	"49"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Base excision repair (hsa03410)"	"49"	"Primary immunodeficiency (hsa05340)"	"50"	"Homologous recombination (hsa03440)"	"49"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"
"Primary immunodeficiency (hsa05340)"	"50"	"Primary immunodeficiency (hsa05340)"	"50"	"Citrate cycle (TCA cycle) (hsa00020)"	"50"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Base excision repair (hsa03410)"	"50"	"Mismatch repair (hsa03430)"	"51"
"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Base excision repair (hsa03410)"	"51"	"Primary immunodeficiency (hsa05340)"	"51"	"Base excision repair (hsa03410)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Primary immunodeficiency (hsa05340)"	"51"
"Proteasome (hsa03050)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Proteasome (hsa03050)"	"52"	"Proteasome (hsa03050)"	"52"	"Proteasome (hsa03050)"	"52"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"
"Mismatch repair (hsa03430)"	"53"	"Proteasome (hsa03050)"	"53"	"Mismatch repair (hsa03430)"	"53"	"Mismatch repair (hsa03430)"	"53"	"Mismatch repair (hsa03430)"	"53"	"Proteasome (hsa03050)"	"53"
"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"
