"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"
"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"
"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"
"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"
"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"
"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"
"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"
"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"
"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"
"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"
"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"
"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"
"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"
"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"
"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"
"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"
"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"
"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"
"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"
"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"
"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"
"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"
"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"
"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"
"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"
"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"
"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"
"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"
"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"
"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"
"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"
"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"
"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 63"
