"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Nifedipine Action Pathway (SMP0000379) (Drug Action)"	" 51"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 52"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 52"	"Nimodipine Action Pathway (SMP0000380) (Drug Action)"	" 45"	"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 55"	"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 48"
"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 53"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 53"	"Oxprenolol Action Pathway (SMP0000304) (Drug Action)"	" 54"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 48"	"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 55"	"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 49"
"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 54"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 56"	"Propranolol Action Pathway (SMP0000307) (Drug Action)"	" 50"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 55"	"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 50"
"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 55"	"Oxprenolol Action Pathway (SMP0000304) (Drug Action)"	" 64"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 56"	"Quinidine Action Pathway (SMP0000323) (Drug Action)"	" 53"	"Nimodipine Action Pathway (SMP0000380) (Drug Action)"	" 58"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 52"
"Nadolol Action Pathway (SMP0000303) (Drug Action)"	" 56"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 65"	"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 57"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 54"	"Tocainide Action Pathway (SMP0000330) (Drug Action)"	" 58"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 53"
"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 57"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 65"	"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 59"	"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 56"	"Isradipine Action Pathway (SMP0000378) (Drug Action)"	" 59"	"Quinidine Action Pathway (SMP0000323) (Drug Action)"	" 54"
"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 57"	"Nadolol Action Pathway (SMP0000303) (Drug Action)"	" 68"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 60"	"Tocainide Action Pathway (SMP0000330) (Drug Action)"	" 57"	"Quinidine Action Pathway (SMP0000323) (Drug Action)"	" 60"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 55"
"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 58"	"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 69"	"Nimodipine Action Pathway (SMP0000380) (Drug Action)"	" 60"	"Timolol Action Pathway (SMP0000659) (Drug Action)"	" 58"	"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 61"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 56"
"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 58"	"Procainamide (Antiarrhythmic) Action Pathway (SMP0000324) (Drug Action)"	" 69"	"Tocainide Action Pathway (SMP0000330) (Drug Action)"	" 61"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 58"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 62"	"Nebivolol Action Pathway (SMP0000366) (Drug Action)"	" 56"
"Sotalol Action Pathway (SMP0000660) (Drug Action)"	" 59"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 70"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 61"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 59"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 62"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 56"
"Labetalol Action Pathway (SMP0000368) (Drug Action)"	" 59"	"Penbutolol Action Pathway (SMP0000305) (Drug Action)"	" 71"	"Verapamil Action Pathway (SMP0000375) (Drug Action)"	" 63"	"Nifedipine Action Pathway (SMP0000379) (Drug Action)"	" 59"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 63"	"Nitrendipine Action Pathway (SMP0000382) (Drug Action)"	" 58"
"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 60"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 72"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 63"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 59"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 64"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 58"
"Felodipine Action Pathway (SMP0000377) (Drug Action)"	" 60"	"Remifentanil Action Pathway (SMP0000416) (Drug Action)"	" 73"	"Practolol Action Pathway (SMP0000669) (Drug Action)"	" 65"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 60"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 65"	"Oxprenolol Action Pathway (SMP0000304) (Drug Action)"	" 59"
"Nebivolol Action Pathway (SMP0000366) (Drug Action)"	" 61"	"Verapamil Action Pathway (SMP0000375) (Drug Action)"	" 74"	"Nisoldipine Action Pathway (SMP0000381) (Drug Action)"	" 66"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 61"	"Oxprenolol Action Pathway (SMP0000304) (Drug Action)"	" 66"	"Nisoldipine Action Pathway (SMP0000381) (Drug Action)"	" 59"
"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 61"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 75"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 66"	"Pindolol Action Pathway (SMP0000306) (Drug Action)"	" 62"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 67"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 60"
"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 61"	"Oxycodone Action Pathway (SMP0000409) (Drug Action)"	" 75"	"Nifedipine Action Pathway (SMP0000379) (Drug Action)"	" 67"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 63"	"Nitrendipine Action Pathway (SMP0000382) (Drug Action)"	" 67"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 61"
"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 62"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 76"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 68"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 63"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 69"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 61"
"Tocainide Action Pathway (SMP0000330) (Drug Action)"	" 63"	"Isradipine Action Pathway (SMP0000378) (Drug Action)"	" 76"	"Penbutolol Action Pathway (SMP0000305) (Drug Action)"	" 68"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 64"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 69"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 61"
"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 64"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 77"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 68"	"Procainamide (Antiarrhythmic) Action Pathway (SMP0000324) (Drug Action)"	" 65"	"Metoprolol Action Pathway (SMP0000302) (Drug Action)"	" 70"	"Mexiletine Action Pathway (SMP0000329) (Drug Action)"	" 62"
