"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"11"	"Renal carcinoma (EFO:0002890)[ThETA]"	"11"	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"11"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"11"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	" 9"	"Skin squamous cell carcinoma (SSCC)[Intogen]"	"11"
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"12"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"13"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"12"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"10"	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"13"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"14"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"13"	"Prostatic Neoplasms[PharmGKB_associated]"	"11"	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"14"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"14"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"14"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"12"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"15"	NA	NA	"Carcinoma of lung (C0684249)[DisGeNET_curated]"	"15"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"15"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"12"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"16"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"16"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"16"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"14"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"17"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"16"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"17"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"17"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"17"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"Ovary cancer (OV)[Intogen]"	"18"	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"18"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"18"	"Ovarian Neoplasms[PharmGKB_associated]"	"19"	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"18"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"19"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"20"	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"21"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"22"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"22"	NA	NA	NA	NA	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
