"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"12"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"13"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"13"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"13"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"12"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"13"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"13"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"13"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"14"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"14"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"13"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"14"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"15"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"15"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"15"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"15"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"16"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"17"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"16"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"16"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"16"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"17"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"17"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"17"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"17"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"16"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"16"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"18"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"18"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"18"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"18"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"17"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"18"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"20"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"19"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"19"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"19"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"19"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"21"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"20"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"20"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"22"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"21"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"21"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"21"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"21"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"21"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"22"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"22"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"23"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"23"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"23"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"23"	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"24"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"24"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"24"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"24"	NA	NA
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"25"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"24"	NA	NA
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"26"	NA	NA	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"26"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"26"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"26"	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"27"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"27"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"27"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"27"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"28"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"28"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"28"	NA	NA	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"29"	NA	NA	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"29"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"30"	NA	NA	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"30"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"31"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"32"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
