"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[proximity_closest] Breast adenocarcinoma (BRCA)[Intogen]"	" 11"	"[proximity_centre] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"12"	"[proximity_kernel] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 11"	"[proximity_shortest] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"11"	"[proximity_shortest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"12"	"[proximity_centre] Cutaneous melanoma of the skin (CM)[Intogen]"	"11"
"[proximity_shortest] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 12"	"[proximity_shortest] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"12"	"[proximity_kernel] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 12"	"[proximity_shortest] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"12"	"[proximity_shortest] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"13"	"[proximity_centre] Skin squamous cell carcinoma (SSCC)[Intogen]"	"12"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 13"	"[proximity_centre] Renal carcinoma (EFO:0002890)[ThETA]"	"13"	"[proximity_kernel] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 13"	"[proximity_closest] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"13"	"[proximity_shortest] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"13"	"[proximity_closest] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"13"
"[proximity_centre] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 14"	"[proximity_shortest] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"15"	"[proximity_shortest] lung carcinoma (EFO_0001071)[ThETA]"	" 14"	"[proximity_closest] Ovary cancer (OV)[Intogen]"	"14"	"[proximity_closest] Prostate adenocarcinoma (PRAD)[Intogen]"	"16"	"[proximity_shortest] Skin basal cell carcinoma (SBCC)[Intogen]"	"14"
"[proximity_centre] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 15"	"[proximity_shortest] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"16"	"[proximity_shortest] Non small cell lung cancer (NSCLC)[Intogen]"	" 15"	"[proximity_shortest] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"15"	"[proximity_centre] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"16"	"[proximity_closest] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"15"
"[proximity_centre] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 16"	"[proximity_closest] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"17"	"[proximity_shortest] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 16"	"[proximity_shortest] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"16"	"[proximity_centre] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"17"	"[proximity_centre] Skin basal cell carcinoma (SBCC)[Intogen]"	"16"
"[proximity_centre] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 17"	"[proximity_shortest] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"18"	"[proximity_closest] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 17"	"[proximity_shortest] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"17"	"[proximity_centre] Prostatic Neoplasms[PharmGKB_associated]"	"18"	"[proximity_centre] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"17"
"[proximity_centre] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 18"	"[proximity_shortest] Renal carcinoma (EFO:0002890)[ThETA]"	"19"	"[proximity_shortest] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 18"	"[proximity_closest] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"18"	"[proximity_shortest] Prostatic Neoplasms[PharmGKB_associated]"	"18"	"[proximity_centre] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"18"
"[proximity_centre] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 19"	"[proximity_closest] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"20"	"[proximity_shortest] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 19"	"[proximity_centre] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"18"	"[proximity_closest] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"19"	"[proximity_centre] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"19"
"[proximity_closest] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 20"	"[proximity_kernel] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"21"	"[proximity_shortest] Lung adenocarcinoma (LUAD)[Intogen]"	" 20"	"[proximity_shortest] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"20"	"[proximity_shortest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"20"	"[proximity_shortest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"20"
"[proximity_shortest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 20"	"[proximity_centre] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"22"	"[proximity_shortest] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 21"	"[proximity_kernel] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"21"	"[proximity_shortest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"21"	"[proximity_centre] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"20"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 21"	"[proximity_closest] Renal clear cell carcinoma (RCCC)[Intogen]"	"22"	"[proximity_shortest] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 22"	"[proximity_centre] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"22"	"[proximity_centre] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"22"	"[proximity_closest] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"22"
"[proximity_shortest] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 24"	"[proximity_centre] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"22"	"[proximity_shortest] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 22"	"[proximity_closest] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"24"	"[proximity_centre] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"23"	"[proximity_centre] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"23"
"[proximity_closest] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 25"	"[proximity_closest] Carcinoma, Renal Cell[PharmGKB_associated]"	"22"	"[proximity_shortest] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 24"	"[proximity_closest] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"24"	"[proximity_centre] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"24"	"[proximity_closest] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"23"
"[proximity_shortest] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	" 25"	"[proximity_centre] Carcinoma, Renal Cell[PharmGKB_associated]"	"25"	"[proximity_shortest] Small-cell lung cancer (SCLC)[Intogen]"	" 25"	"[proximity_centre] Ovarian carcinoma (EFO_0001075)[ThETA]"	"26"	"[proximity_centre] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"25"	"[proximity_closest] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"25"
"[proximity_separation] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 26"	"[proximity_closest] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"25"	"[proximity_shortest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 26"	"[proximity_centre] Ovary cancer (OV)[Intogen]"	"27"	"[proximity_centre] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"26"	"[proximity_shortest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"26"
"[proximity_shortest] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 26"	"[proximity_centre] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"26"	"[proximity_shortest] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 27"	"[proximity_centre] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"28"	"[proximity_centre] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"27"	"[proximity_centre] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"27"
"[proximity_centre] Breast Neoplasms[PharmGKB_associated]"	" 26"	"[proximity_centre] Renal clear cell carcinoma (RCCC)[Intogen]"	"28"	"[proximity_centre] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 27"	"[proximity_centre] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"29"	"[proximity_centre] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"28"	"[proximity_kernel] Skin squamous cell carcinoma (SSCC)[Intogen]"	"28"
"[proximity_shortest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 30"	"[proximity_kernel] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"30"	"[proximity_shortest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 29"	"[proximity_shortest] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"30"	"[proximity_centre] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"29"	"[proximity_separation] Skin squamous cell carcinoma (SSCC)[Intogen]"	"29"
"[proximity_closest] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 31"	"[proximity_kernel] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"31"	"[proximity_closest] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 30"	"[proximity_centre] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"30"	"[proximity_centre] Prostate carcinoma (EFO_0001663)[ThETA]"	"30"	"[proximity_closest] Skin basal cell carcinoma (SBCC)[Intogen]"	"30"
"[proximity_shortest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 31"	"[proximity_separation] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"31"	"[proximity_closest] Non small cell lung cancer (NSCLC)[Intogen]"	" 33"	"[proximity_centre] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"30"	"[proximity_closest] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"31"	"[proximity_shortest] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"31"
"[proximity_closest] Breast Neoplasms[PharmGKB_associated]"	" 34"	"[proximity_kernel] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"32"	"[proximity_centre] lung carcinoma (EFO_0001071)[ThETA]"	" 33"	"[proximity_centre] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"31"	"[proximity_kernel] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"32"	"[proximity_centre] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"32"
"[proximity_closest] Breast carcinoma (EFO_0000305)[ThETA]"	" 34"	"[proximity_separation] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"34"	"[proximity_closest] Small-cell lung cancer (SCLC)[Intogen]"	" 34"	"[proximity_centre] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"32"	"[proximity_closest] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"33"	"[proximity_separation] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"34"
"[proximity_closest] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 35"	"[proximity_kernel] Renal carcinoma (EFO:0002890)[ThETA]"	"34"	"[proximity_closest] Lung adenocarcinoma (LUAD)[Intogen]"	" 35"	"[proximity_centre] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"33"	"[proximity_closest] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"34"	"[proximity_separation] Cutaneous melanoma of the skin (CM)[Intogen]"	"35"
"[proximity_centre] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 35"	"[proximity_kernel] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"36"	"[proximity_centre] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 37"	"[proximity_separation] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"34"	"[proximity_closest] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"35"	"[proximity_closest] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"36"
"[proximity_centre] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 37"	"[proximity_closest] Renal papillary cell carcinoma (RPC)[Intogen]"	"36"	"[proximity_shortest] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 37"	"[proximity_closest] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"34"	"[proximity_closest] Prostate carcinoma (EFO_0001663)[ThETA]"	"36"	"[proximity_separation] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"36"
"[proximity_closest] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 37"	"[proximity_separation] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"37"	"[proximity_separation] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 37"	"[proximity_closest] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"36"	"[proximity_closest] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"37"	"[proximity_closest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"36"
"[proximity_closest] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 38"	"[proximity_separation] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"37"	"[proximity_centre] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 38"	"[proximity_closest] Ovarian carcinoma (EFO_0001075)[ThETA]"	"37"	"[proximity_closest] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"38"	"[proximity_closest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"37"
"[proximity_kernel] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	" 39"	"[proximity_separation] Renal carcinoma (EFO:0002890)[ThETA]"	"38"	"[proximity_closest] lung carcinoma (EFO_0001071)[ThETA]"	" 38"	"[proximity_closest] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"38"	"[proximity_closest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"39"	"[proximity_kernel] Cutaneous melanoma of the skin (CM)[Intogen]"	"39"
"[proximity_separation] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 39"	"[proximity_centre] Renal papillary cell carcinoma (RPC)[Intogen]"	"40"	"[proximity_separation] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 38"	"[proximity_closest] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"39"	"[proximity_closest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"40"	"[proximity_kernel] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"40"
"[proximity_separation] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 42"	"[proximity_kernel] Carcinoma, Renal Cell[PharmGKB_associated]"	"41"	"[proximity_shortest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 39"	"[proximity_centre] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"41"	"[proximity_closest] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"41"	"[proximity_separation] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"42"
"[proximity_shortest] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	" 43"	"[proximity_separation] Renal papillary cell carcinoma (RPC)[Intogen]"	"43"	"[proximity_separation] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 39"	"[proximity_closest] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"41"	"[proximity_separation] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"42"	"[proximity_kernel] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"42"
"[proximity_shortest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 43"	"[proximity_closest] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"44"	"[proximity_shortest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 40"	"[proximity_closest] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"43"	"[proximity_centre] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"44"	"[proximity_kernel] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"43"
"[proximity_centre] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 44"	"[proximity_separation] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"45"	"[proximity_centre] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 42"	"[proximity_closest] Ovarian Neoplasms[PharmGKB_associated]"	"44"	"[proximity_closest] Prostatic Neoplasms[PharmGKB_associated]"	"45"	"[proximity_separation] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"44"
"[proximity_closest] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	" 46"	"[proximity_separation] Renal clear cell carcinoma (RCCC)[Intogen]"	"45"	"[proximity_centre] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 45"	"[proximity_closest] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"45"	"[proximity_centre] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"46"	"[proximity_kernel] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"45"
"[proximity_closest] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	" 46"	"[proximity_closest] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"46"	"[proximity_centre] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 46"	"[proximity_closest] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"46"	"[proximity_separation] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"46"	"[proximity_kernel] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"45"
"[proximity_closest] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 46"	"[proximity_closest] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"46"	"[proximity_centre] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 47"	"[proximity_closest] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"47"	"[proximity_closest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"48"	"[proximity_separation] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"46"
"[proximity_closest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 47"	"[proximity_kernel] Renal clear cell carcinoma (RCCC)[Intogen]"	"47"	"[proximity_centre] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 48"	"[proximity_closest] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"49"	"[proximity_closest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"50"	"[proximity_separation] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"47"
"[proximity_closest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 49"	"[proximity_kernel] Renal papillary cell carcinoma (RPC)[Intogen]"	"49"	"[proximity_centre] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 49"	"[proximity_kernel] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"49"	"[proximity_shortest] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"50"	"[proximity_kernel] Skin basal cell carcinoma (SBCC)[Intogen]"	"48"
"[proximity_closest] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 50"	"[proximity_closest] Renal carcinoma (EFO:0002890)[ThETA]"	"49"	"[proximity_closest] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 50"	"[proximity_centre] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"52"	"[proximity_kernel] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"50"	"[proximity_kernel] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"49"
"[proximity_centre] Breast carcinoma (EFO_0000305)[ThETA]"	" 51"	"[proximity_closest] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"50"	"[proximity_centre] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 51"	"[proximity_shortest] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"52"	"[proximity_closest] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"51"	"[proximity_separation] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"50"
