"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Phagosome (hsa04145)"	"24"	"Wnt signaling pathway (hsa04310)"	"26"	"p53 signaling pathway (hsa04115)"	"24"	"JAK-STAT signaling pathway (hsa04630)"	"27"	"p53 signaling pathway (hsa04115)"	"27"	"TGF-beta signaling pathway (hsa04350)"	"23"
"VEGF signaling pathway (hsa04370)"	"25"	"Apoptosis (hsa04210)"	"26"	"Apoptosis (hsa04210)"	"27"	"Proteasome (hsa03050)"	"27"	"Adherens junction (hsa04520)"	"28"	"Rap1 signaling pathway (hsa04015)"	"25"
"Focal adhesion (hsa04510)"	"27"	"Autophagy - animal (hsa04140)"	"26"	"Cell adhesion molecules (hsa04514)"	"27"	"Apoptosis (hsa04210)"	"28"	"ECM-receptor interaction (hsa04512)"	"30"	"Sphingolipid signaling pathway (hsa04071)"	"27"
"JAK-STAT signaling pathway (hsa04630)"	"27"	"Cell adhesion molecules (hsa04514)"	"27"	"PPAR signaling pathway (hsa03320)"	"27"	"Glucagon signaling pathway (hsa04922)"	"28"	"JAK-STAT signaling pathway (hsa04630)"	"31"	"MAPK signaling pathway (hsa04010)"	"28"
"ECM-receptor interaction (hsa04512)"	"28"	"Proteasome (hsa03050)"	"28"	"Focal adhesion (hsa04510)"	"28"	"TGF-beta signaling pathway (hsa04350)"	"29"	"Ras signaling pathway (hsa04014)"	"31"	"Mismatch repair (hsa03430)"	"29"
"Thyroid hormone signaling pathway (hsa04919)"	"29"	"Citrate cycle (TCA cycle) (hsa00020)"	"29"	"Phagosome (hsa04145)"	"29"	"AMPK signaling pathway (hsa04152)"	"30"	"Cytosolic DNA-sensing pathway (hsa04623)"	"32"	"Carbon metabolism (hsa01200)"	"30"
"Hedgehog signaling pathway (hsa04340)"	"30"	"ECM-receptor interaction (hsa04512)"	"31"	"Autophagy - animal (hsa04140)"	"31"	"PPAR signaling pathway (hsa03320)"	"30"	"Apoptosis (hsa04210)"	"32"	"Complement and coagulation cascades (hsa04610)"	"31"
"Base excision repair (hsa03410)"	"31"	"ErbB signaling pathway (hsa04012)"	"31"	"Glucagon signaling pathway (hsa04922)"	"32"	"Adherens junction (hsa04520)"	"31"	"Glucagon signaling pathway (hsa04922)"	"33"	"Apoptosis (hsa04210)"	"31"
"Homologous recombination (hsa03440)"	"32"	"FoxO signaling pathway (hsa04068)"	"32"	"Cytosolic DNA-sensing pathway (hsa04623)"	"32"	"Focal adhesion (hsa04510)"	"35"	"PPAR signaling pathway (hsa03320)"	"33"	"Hedgehog signaling pathway (hsa04340)"	"33"
"Cytosolic DNA-sensing pathway (hsa04623)"	"32"	"Homologous recombination (hsa03440)"	"32"	"AMPK signaling pathway (hsa04152)"	"33"	"Tight junction (hsa04530)"	"35"	"Rap1 signaling pathway (hsa04015)"	"34"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"35"
"Cell adhesion molecules (hsa04514)"	"33"	"Gap junction (hsa04540)"	"33"	"Wnt signaling pathway (hsa04310)"	"34"	"Base excision repair (hsa03410)"	"36"	"ErbB signaling pathway (hsa04012)"	"35"	"Glucagon signaling pathway (hsa04922)"	"35"
"TNF signaling pathway (hsa04668)"	"33"	"Glucagon signaling pathway (hsa04922)"	"35"	"TNF signaling pathway (hsa04668)"	"34"	"Gap junction (hsa04540)"	"37"	"Focal adhesion (hsa04510)"	"37"	"Phagosome (hsa04145)"	"36"
"Toll-like receptor signaling pathway (hsa04620)"	"35"	"Hedgehog signaling pathway (hsa04340)"	"36"	"Tight junction (hsa04530)"	"35"	"Citrate cycle (TCA cycle) (hsa00020)"	"37"	"Cell adhesion molecules (hsa04514)"	"38"	"ECM-receptor interaction (hsa04512)"	"36"
"Apoptosis (hsa04210)"	"38"	"Hippo signaling pathway (hsa04390)"	"37"	"Citrate cycle (TCA cycle) (hsa00020)"	"36"	"ECM-receptor interaction (hsa04512)"	"38"	"Sphingolipid signaling pathway (hsa04071)"	"38"	"Cytosolic DNA-sensing pathway (hsa04623)"	"37"
"Hippo signaling pathway (hsa04390)"	"39"	"MAPK signaling pathway (hsa04010)"	"37"	"Thyroid hormone signaling pathway (hsa04919)"	"38"	"ErbB signaling pathway (hsa04012)"	"39"	"MicroRNAs in cancer (hsa05206)"	"38"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"37"
"Glycolysis / Gluconeogenesis (hsa00010)"	"39"	"JAK-STAT signaling pathway (hsa04630)"	"39"	"Base excision repair (hsa03410)"	"38"	"Glycolysis / Gluconeogenesis (hsa00010)"	"39"	"NOD-like receptor signaling pathway (hsa04621)"	"40"	"Tight junction (hsa04530)"	"39"
"Glucagon signaling pathway (hsa04922)"	"41"	"Leukocyte transendothelial migration (hsa04670)"	"40"	"Hippo signaling pathway (hsa04390)"	"40"	"Hippo signaling pathway (hsa04390)"	"40"	"Base excision repair (hsa03410)"	"40"	"NOD-like receptor signaling pathway (hsa04621)"	"40"
"Wnt signaling pathway (hsa04310)"	"41"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"41"	"Mismatch repair (hsa03430)"	"41"	"Hedgehog signaling pathway (hsa04340)"	"40"	"Hippo signaling pathway (hsa04390)"	"40"	"ErbB signaling pathway (hsa04012)"	"40"
"p53 signaling pathway (hsa04115)"	"41"	"MicroRNAs in cancer (hsa05206)"	"42"	"Leukocyte transendothelial migration (hsa04670)"	"42"	"TNF signaling pathway (hsa04668)"	"41"	"Tight junction (hsa04530)"	"41"	"Autophagy - animal (hsa04140)"	"41"
"Autophagy - animal (hsa04140)"	"44"	"Mismatch repair (hsa03430)"	"43"	"Homologous recombination (hsa03440)"	"43"	"MAPK signaling pathway (hsa04010)"	"43"	"AMPK signaling pathway (hsa04152)"	"41"	"Ras signaling pathway (hsa04014)"	"41"
"ErbB signaling pathway (hsa04012)"	"44"	"PI3K-Akt signaling pathway (hsa04151)"	"45"	"JAK-STAT signaling pathway (hsa04630)"	"44"	"MicroRNAs in cancer (hsa05206)"	"44"	"Homologous recombination (hsa03440)"	"43"	"FoxO signaling pathway (hsa04068)"	"42"
"Gap junction (hsa04540)"	"45"	"NF-kappa B signaling pathway (hsa04064)"	"45"	"Hedgehog signaling pathway (hsa04340)"	"44"	"Mismatch repair (hsa03430)"	"45"	"Proteasome (hsa03050)"	"43"	"NF-kappa B signaling pathway (hsa04064)"	"44"
"Citrate cycle (TCA cycle) (hsa00020)"	"45"	"NOD-like receptor signaling pathway (hsa04621)"	"45"	"Glycolysis / Gluconeogenesis (hsa00010)"	"45"	"Homologous recombination (hsa03440)"	"45"	"TNF signaling pathway (hsa04668)"	"44"	"Base excision repair (hsa03410)"	"46"
"FoxO signaling pathway (hsa04068)"	"45"	"p53 signaling pathway (hsa04115)"	"46"	"T cell receptor signaling pathway (hsa04660)"	"47"	"NOD-like receptor signaling pathway (hsa04621)"	"46"	"Phagosome (hsa04145)"	"44"	"Focal adhesion (hsa04510)"	"47"
"PPAR signaling pathway (hsa03320)"	"46"	"PPAR signaling pathway (hsa03320)"	"48"	"Adherens junction (hsa04520)"	"47"	"Leukocyte transendothelial migration (hsa04670)"	"46"	"Glycolysis / Gluconeogenesis (hsa00010)"	"46"	"Hippo signaling pathway (hsa04390)"	"49"
"Ras signaling pathway (hsa04014)"	"47"	"Ras signaling pathway (hsa04014)"	"49"	"NOD-like receptor signaling pathway (hsa04621)"	"48"	"Phagosome (hsa04145)"	"47"	"Hedgehog signaling pathway (hsa04340)"	"46"	"Citrate cycle (TCA cycle) (hsa00020)"	"50"
"MicroRNAs in cancer (hsa05206)"	"48"	"Sphingolipid signaling pathway (hsa04071)"	"50"	"ECM-receptor interaction (hsa04512)"	"49"	"Ras signaling pathway (hsa04014)"	"49"	"Wnt signaling pathway (hsa04310)"	"46"	"Homologous recombination (hsa03440)"	"50"
"Mismatch repair (hsa03430)"	"49"	"T cell receptor signaling pathway (hsa04660)"	"50"	"Proteasome (hsa03050)"	"50"	"Sphingolipid signaling pathway (hsa04071)"	"50"	"TGF-beta signaling pathway (hsa04350)"	"47"	"T cell receptor signaling pathway (hsa04660)"	"50"
"NF-kappa B signaling pathway (hsa04064)"	"49"	"TGF-beta signaling pathway (hsa04350)"	"51"	"Sphingolipid signaling pathway (hsa04071)"	"51"	"Thyroid hormone signaling pathway (hsa04919)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"48"	"PPAR signaling pathway (hsa03320)"	"51"
"TGF-beta signaling pathway (hsa04350)"	"52"	"Thyroid hormone signaling pathway (hsa04919)"	"52"	"TGF-beta signaling pathway (hsa04350)"	"52"	"T cell receptor signaling pathway (hsa04660)"	"51"	"Mismatch repair (hsa03430)"	"51"	"Proteasome (hsa03050)"	"52"
"Tight junction (hsa04530)"	"53"	"TNF signaling pathway (hsa04668)"	"54"	"MicroRNAs in cancer (hsa05206)"	"52"	"Wnt signaling pathway (hsa04310)"	"54"	"T cell receptor signaling pathway (hsa04660)"	"51"	"Leukocyte transendothelial migration (hsa04670)"	"52"
