"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"11"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"11"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"12"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"11"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"11"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"13"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"12"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"12"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"13"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"13"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"13"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"13"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"15"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"13"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"14"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"13"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"14"
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"15"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"14"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"15"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"15"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"16"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"16"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"17"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"17"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"17"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"18"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"18"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"19"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"17"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"19"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"18"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"19"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"21"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"21"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"22"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"21"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"20"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"20"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"23"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"21"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"21"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"21"	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"24"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"22"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"22"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"23"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"22"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"24"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"24"	NA	NA
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"25"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"25"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"25"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"25"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"27"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"26"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"26"	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"27"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"26"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"26"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"27"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"27"	NA	NA	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"28"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"27"	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"28"	NA	NA	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"29"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"29"	NA	NA	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"28"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"30"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"29"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"32"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
