"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Cell adhesion molecules (hsa04514)"	"20"	"MAPK signaling pathway (hsa04010)"	"19"	"Gap junction (hsa04540)"	"19"	"FoxO signaling pathway (hsa04068)"	"19"	"Ras signaling pathway (hsa04014)"	"21"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"19"
"Central carbon metabolism in cancer (hsa05230)"	"22"	"Homologous recombination (hsa03440)"	"20"	"Rap1 signaling pathway (hsa04015)"	"19"	"Gap junction (hsa04540)"	"20"	"p53 signaling pathway (hsa04115)"	"21"	"Ras signaling pathway (hsa04014)"	"21"
"T cell receptor signaling pathway (hsa04660)"	"22"	"Complement and coagulation cascades (hsa04610)"	"20"	"Cytokine-cytokine receptor interaction (hsa04060)"	"20"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"21"	"Tight junction (hsa04530)"	"22"	"Central carbon metabolism in cancer (hsa05230)"	"22"
"Tight junction (hsa04530)"	"22"	"Ras signaling pathway (hsa04014)"	"21"	"NOD-like receptor signaling pathway (hsa04621)"	"21"	"Autophagy - animal (hsa04140)"	"21"	"PI3K-Akt signaling pathway (hsa04151)"	"22"	"Carbon metabolism (hsa01200)"	"23"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"24"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"23"	"Glucagon signaling pathway (hsa04922)"	"25"	"Tight junction (hsa04530)"	"24"	"AMPK signaling pathway (hsa04152)"	"24"	"Glucagon signaling pathway (hsa04922)"	"25"
"Proteoglycans in cancer (hsa05205)"	"25"	"JAK-STAT signaling pathway (hsa04630)"	"24"	"FoxO signaling pathway (hsa04068)"	"25"	"AMPK signaling pathway (hsa04152)"	"26"	"Hippo signaling pathway (hsa04390)"	"25"	"FoxO signaling pathway (hsa04068)"	"26"
"Hippo signaling pathway (hsa04390)"	"25"	"PPAR signaling pathway (hsa03320)"	"25"	"Lysosome (hsa04142)"	"26"	"Hippo signaling pathway (hsa04390)"	"27"	"TNF signaling pathway (hsa04668)"	"26"	"AMPK signaling pathway (hsa04152)"	"26"
"Phagosome (hsa04145)"	"25"	"Central carbon metabolism in cancer (hsa05230)"	"26"	"MicroRNAs in cancer (hsa05206)"	"26"	"T cell receptor signaling pathway (hsa04660)"	"27"	"Central carbon metabolism in cancer (hsa05230)"	"27"	"NOD-like receptor signaling pathway (hsa04621)"	"27"
"Autophagy - animal (hsa04140)"	"26"	"Adherens junction (hsa04520)"	"26"	"MAPK signaling pathway (hsa04010)"	"27"	"Apoptosis (hsa04210)"	"27"	"Sphingolipid signaling pathway (hsa04071)"	"28"	"Tight junction (hsa04530)"	"28"
"ECM-receptor interaction (hsa04512)"	"26"	"Thyroid hormone signaling pathway (hsa04919)"	"28"	"Sphingolipid signaling pathway (hsa04071)"	"27"	"Sphingolipid signaling pathway (hsa04071)"	"28"	"MicroRNAs in cancer (hsa05206)"	"30"	"Autophagy - animal (hsa04140)"	"28"
"AMPK signaling pathway (hsa04152)"	"29"	"AMPK signaling pathway (hsa04152)"	"30"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"28"	"NF-kappa B signaling pathway (hsa04064)"	"30"	"Cytokine-cytokine receptor interaction (hsa04060)"	"30"	"Gap junction (hsa04540)"	"30"
"TGF-beta signaling pathway (hsa04350)"	"31"	"p53 signaling pathway (hsa04115)"	"30"	"Autophagy - animal (hsa04140)"	"29"	"TGF-beta signaling pathway (hsa04350)"	"31"	"NF-kappa B signaling pathway (hsa04064)"	"32"	"Sphingolipid signaling pathway (hsa04071)"	"31"
"MicroRNAs in cancer (hsa05206)"	"32"	"Hedgehog signaling pathway (hsa04340)"	"31"	"ECM-receptor interaction (hsa04512)"	"30"	"Cell adhesion molecules (hsa04514)"	"31"	"TGF-beta signaling pathway (hsa04350)"	"33"	"Leukocyte transendothelial migration (hsa04670)"	"31"
"NOD-like receptor signaling pathway (hsa04621)"	"33"	"Glucagon signaling pathway (hsa04922)"	"31"	"AMPK signaling pathway (hsa04152)"	"30"	"Wnt signaling pathway (hsa04310)"	"32"	"ECM-receptor interaction (hsa04512)"	"33"	"Phagosome (hsa04145)"	"32"
"Wnt signaling pathway (hsa04310)"	"34"	"PI3K-Akt signaling pathway (hsa04151)"	"31"	"Hippo signaling pathway (hsa04390)"	"31"	"MicroRNAs in cancer (hsa05206)"	"33"	"Glucagon signaling pathway (hsa04922)"	"34"	"NF-kappa B signaling pathway (hsa04064)"	"32"
"NF-kappa B signaling pathway (hsa04064)"	"36"	"T cell receptor signaling pathway (hsa04660)"	"32"	"PPAR signaling pathway (hsa03320)"	"32"	"MAPK signaling pathway (hsa04010)"	"33"	"Complement and coagulation cascades (hsa04610)"	"34"	"Adherens junction (hsa04520)"	"33"
"Thyroid hormone signaling pathway (hsa04919)"	"37"	"FoxO signaling pathway (hsa04068)"	"34"	"Tight junction (hsa04530)"	"33"	"Glucagon signaling pathway (hsa04922)"	"34"	"NOD-like receptor signaling pathway (hsa04621)"	"36"	"Hedgehog signaling pathway (hsa04340)"	"35"
"Glucagon signaling pathway (hsa04922)"	"37"	"ErbB signaling pathway (hsa04012)"	"35"	"Wnt signaling pathway (hsa04310)"	"34"	"Lysosome (hsa04142)"	"35"	"MAPK signaling pathway (hsa04010)"	"37"	"Thyroid hormone signaling pathway (hsa04919)"	"36"
"Lysosome (hsa04142)"	"39"	"Glycolysis / Gluconeogenesis (hsa00010)"	"36"	"Phagosome (hsa04145)"	"36"	"Phagosome (hsa04145)"	"36"	"FoxO signaling pathway (hsa04068)"	"37"	"MicroRNAs in cancer (hsa05206)"	"37"
"Apoptosis (hsa04210)"	"39"	"TGF-beta signaling pathway (hsa04350)"	"38"	"Cell adhesion molecules (hsa04514)"	"38"	"Cytokine-cytokine receptor interaction (hsa04060)"	"37"	"Apoptosis (hsa04210)"	"38"	"p53 signaling pathway (hsa04115)"	"39"
"Cytosolic DNA-sensing pathway (hsa04623)"	"39"	"Phagosome (hsa04145)"	"38"	"Thyroid hormone signaling pathway (hsa04919)"	"39"	"Thyroid hormone signaling pathway (hsa04919)"	"37"	"Carbon metabolism (hsa01200)"	"38"	"Hippo signaling pathway (hsa04390)"	"40"
"Complement and coagulation cascades (hsa04610)"	"39"	"Cytosolic DNA-sensing pathway (hsa04623)"	"39"	"TGF-beta signaling pathway (hsa04350)"	"39"	"p53 signaling pathway (hsa04115)"	"38"	"Phagosome (hsa04145)"	"39"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"41"
"PI3K-Akt signaling pathway (hsa04151)"	"40"	"MicroRNAs in cancer (hsa05206)"	"41"	"TNF signaling pathway (hsa04668)"	"39"	"Carbon metabolism (hsa01200)"	"41"	"Hedgehog signaling pathway (hsa04340)"	"39"	"Wnt signaling pathway (hsa04310)"	"41"
"FoxO signaling pathway (hsa04068)"	"40"	"NF-kappa B signaling pathway (hsa04064)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"41"	"Homologous recombination (hsa03440)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"39"	"Lysosome (hsa04142)"	"41"
"TNF signaling pathway (hsa04668)"	"42"	"Carbon metabolism (hsa01200)"	"42"	"p53 signaling pathway (hsa04115)"	"42"	"TNF signaling pathway (hsa04668)"	"44"	"Thyroid hormone signaling pathway (hsa04919)"	"40"	"Cytokine-cytokine receptor interaction (hsa04060)"	"43"
"p53 signaling pathway (hsa04115)"	"43"	"Hippo signaling pathway (hsa04390)"	"43"	"Homologous recombination (hsa03440)"	"45"	"Hedgehog signaling pathway (hsa04340)"	"44"	"Cytosolic DNA-sensing pathway (hsa04623)"	"41"	"TNF signaling pathway (hsa04668)"	"44"
"Hedgehog signaling pathway (hsa04340)"	"45"	"NOD-like receptor signaling pathway (hsa04621)"	"44"	"Complement and coagulation cascades (hsa04610)"	"45"	"Complement and coagulation cascades (hsa04610)"	"45"	"Glycolysis / Gluconeogenesis (hsa00010)"	"43"	"Base excision repair (hsa03410)"	"45"
"PPAR signaling pathway (hsa03320)"	"46"	"TNF signaling pathway (hsa04668)"	"45"	"Carbon metabolism (hsa01200)"	"45"	"ECM-receptor interaction (hsa04512)"	"45"	"PPAR signaling pathway (hsa03320)"	"45"	"Citrate cycle (TCA cycle) (hsa00020)"	"45"
"Homologous recombination (hsa03440)"	"47"	"Lysosome (hsa04142)"	"46"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"47"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"46"	"Homologous recombination (hsa03440)"	"47"	"Cell adhesion molecules (hsa04514)"	"47"
"Primary immunodeficiency (hsa05340)"	"49"	"Apoptosis (hsa04210)"	"47"	"Base excision repair (hsa03410)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"	"Lysosome (hsa04142)"	"47"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"
"Glycolysis / Gluconeogenesis (hsa00010)"	"49"	"Primary immunodeficiency (hsa05340)"	"49"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Base excision repair (hsa03410)"	"49"	"Cytosolic DNA-sensing pathway (hsa04623)"	"48"
"Base excision repair (hsa03410)"	"50"	"Base excision repair (hsa03410)"	"50"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"	"Base excision repair (hsa03410)"	"50"	"Primary immunodeficiency (hsa05340)"	"50"	"Complement and coagulation cascades (hsa04610)"	"50"
"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Primary immunodeficiency (hsa05340)"	"52"	"Mismatch repair (hsa03430)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"ECM-receptor interaction (hsa04512)"	"51"
"Mismatch repair (hsa03430)"	"52"	"Proteasome (hsa03050)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Proteasome (hsa03050)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Mismatch repair (hsa03430)"	"52"
"Proteasome (hsa03050)"	"53"	"Mismatch repair (hsa03430)"	"52"	"Proteasome (hsa03050)"	"53"	"Primary immunodeficiency (hsa05340)"	"52"	"Proteasome (hsa03050)"	"53"	"Primary immunodeficiency (hsa05340)"	"53"
"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"
