"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"13"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"14"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"15"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"13"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"14"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"15"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"15"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"14"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"15"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"16"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"16"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"15"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"16"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"17"	"Prostatic Neoplasms[PharmGKB_associated]"	"17"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"17"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"18"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"18"	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"17"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"19"	"Ovarian Neoplasms[PharmGKB_associated]"	"19"	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"18"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"20"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"20"	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"20"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"21"	NA	NA	NA	NA	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"22"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"22"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
