"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"10"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"11"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"11"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"12"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"12"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"11"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"12"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"12"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"12"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"13"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"12"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"13"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"13"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"13"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"13"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"13"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"13"
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"14"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"14"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"14"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"14"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"14"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"15"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"15"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"15"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"15"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"16"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"16"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"16"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"16"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"17"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"17"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"17"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"17"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"17"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"17"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"18"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"18"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"18"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"19"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"19"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"19"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"19"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"19"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"19"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"20"	"[DrgDis] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"19"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"21"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"21"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"20"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"21"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"20"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"22"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"22"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"22"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"22"	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"23"	NA	NA	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"23"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"23"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"23"	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"24"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"24"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"25"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"24"	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"25"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"25"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"25"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"25"	NA	NA
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"26"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"26"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"25"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"26"	NA	NA
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"27"	NA	NA	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"26"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"27"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"27"	NA	NA
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"30"	NA	NA	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"28"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"28"	NA	NA	NA	NA
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"30"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"29"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"29"	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"30"	NA	NA	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"30"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"30"	NA	NA	NA	NA
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"31"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"32"	NA	NA	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"33"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
