"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[proximity_closest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	" 14"	"[proximity_shortest] Renal clear cell carcinoma (RCCC)[Intogen]"	"11"	"[proximity_kernel] lung carcinoma (EFO_0001071)[ThETA]"	" 13"	"[proximity_shortest] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"12"	"[proximity_shortest] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"11"	"[proximity_closest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"13"
"[proximity_closest] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 15"	"[proximity_centre] Renal clear cell carcinoma (RCCC)[Intogen]"	"13"	"[proximity_separation] Lung adenocarcinoma (LUAD)[Intogen]"	" 15"	"[proximity_shortest] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"15"	"[proximity_shortest] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"12"	"[proximity_kernel] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"13"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 16"	"[proximity_shortest] Renal papillary cell carcinoma (RPC)[Intogen]"	"13"	"[proximity_shortest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 15"	"[proximity_closest] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"16"	"[proximity_closest] Prostate adenocarcinoma (PRAD)[Intogen]"	"13"	"[proximity_shortest] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"14"
"[proximity_shortest] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 17"	"[proximity_centre] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"14"	"[proximity_closest] Lung adenocarcinoma (LUAD)[Intogen]"	" 15"	"[proximity_shortest] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"18"	"[proximity_shortest] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"14"	"[proximity_closest] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"16"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	" 18"	"[proximity_closest] Renal clear cell carcinoma (RCCC)[Intogen]"	"15"	"[proximity_shortest] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 16"	"[proximity_centre] Ovarian carcinoma (EFO_0001075)[ThETA]"	"18"	"[proximity_separation] Prostate adenocarcinoma (PRAD)[Intogen]"	"14"	"[proximity_kernel] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"16"
"[proximity_closest] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 19"	"[proximity_shortest] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"17"	"[proximity_shortest] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 17"	"[proximity_kernel] Ovarian carcinoma (EFO_0001075)[ThETA]"	"20"	"[proximity_shortest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"15"	"[proximity_shortest] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"17"
"[proximity_closest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 21"	"[proximity_closest] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"17"	"[proximity_closest] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 18"	"[proximity_closest] Ovarian carcinoma (EFO_0001075)[ThETA]"	"20"	"[proximity_shortest] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"17"	"[proximity_shortest] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"18"
"[proximity_shortest] Breast Neoplasms[PharmGKB_associated]"	" 21"	"[proximity_shortest] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"18"	"[proximity_closest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 18"	"[proximity_kernel] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"20"	"[proximity_closest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"18"	"[proximity_kernel] Skin basal cell carcinoma (SBCC)[Intogen]"	"18"
"[proximity_closest] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 22"	"[proximity_centre] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"19"	"[proximity_kernel] Lung neuroendocrine cancer (LNET)[Intogen]"	" 19"	"[proximity_shortest] Ovarian Neoplasms[PharmGKB_associated]"	"23"	"[proximity_kernel] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"21"	"[proximity_kernel] Skin squamous cell carcinoma (SSCC)[Intogen]"	"19"
"[proximity_kernel] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 24"	"[proximity_centre] Renal papillary cell carcinoma (RPC)[Intogen]"	"21"	"[proximity_closest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 20"	"[proximity_closest] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"23"	"[proximity_shortest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"22"	"[proximity_closest] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"20"
"[proximity_kernel] Breast Neoplasms[PharmGKB_associated]"	" 24"	"[proximity_shortest] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"21"	"[proximity_shortest] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 21"	"[proximity_closest] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"24"	"[proximity_closest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"22"	"[proximity_closest] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"21"
"[proximity_shortest] Breast carcinoma (EFO_0000305)[ThETA]"	" 25"	"[proximity_closest] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"23"	"[proximity_kernel] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 21"	"[proximity_closest] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"24"	"[proximity_kernel] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"23"	"[proximity_shortest] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"22"
"[proximity_shortest] Breast adenocarcinoma (BRCA)[Intogen]"	" 27"	"[proximity_closest] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"25"	"[proximity_closest] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 22"	"[proximity_closest] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"25"	"[proximity_shortest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"25"	"[proximity_closest] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"23"
"[proximity_centre] Breast Neoplasms[PharmGKB_associated]"	" 27"	"[proximity_centre] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"26"	"[proximity_kernel] Small-cell lung cancer (SCLC)[Intogen]"	" 25"	"[proximity_centre] Ovarian Neoplasms[PharmGKB_associated]"	"26"	"[proximity_shortest] Prostatic Neoplasms[PharmGKB_associated]"	"25"	"[proximity_closest] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"24"
"[proximity_shortest] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	" 27"	"[proximity_separation] Carcinoma, Renal Cell[PharmGKB_associated]"	"27"	"[proximity_shortest] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 25"	"[proximity_shortest] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"27"	"[proximity_closest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"26"	"[proximity_closest] Cutaneous melanoma of the skin (CM)[Intogen]"	"25"
"[proximity_shortest] breast cancer (MONDO_0007254)[OpenTargets_literature]"	" 28"	"[proximity_shortest] Carcinoma, Renal Cell[PharmGKB_associated]"	"27"	"[proximity_separation] Small-cell lung cancer (SCLC)[Intogen]"	" 26"	"[proximity_closest] Ovarian Neoplasms[PharmGKB_associated]"	"28"	"[proximity_shortest] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"27"	"[proximity_shortest] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"26"
"[proximity_shortest] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	" 29"	"[proximity_centre] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"30"	"[proximity_closest] Non small cell lung cancer (NSCLC)[Intogen]"	" 28"	"[proximity_centre] Ovary cancer (OV)[Intogen]"	"28"	"[proximity_kernel] Prostatic Neoplasms[PharmGKB_associated]"	"27"	"[proximity_shortest] Skin basal cell carcinoma (SBCC)[Intogen]"	"27"
"[proximity_shortest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 33"	"[proximity_centre] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"30"	"[proximity_kernel] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 29"	"[proximity_shortest] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"29"	"[proximity_kernel] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"29"	"[proximity_shortest] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"28"
"[proximity_closest] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 34"	"[proximity_centre] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"30"	"[proximity_kernel] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	" 30"	"[proximity_shortest] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"30"	"[proximity_separation] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"30"	"[proximity_centre] Skin basal cell carcinoma (SBCC)[Intogen]"	"30"
"[proximity_kernel] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 34"	"[proximity_centre] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"31"	"[proximity_shortest] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 32"	"[proximity_shortest] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"31"	"[proximity_closest] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"31"	"[proximity_centre] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"30"
"[proximity_kernel] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	" 37"	"[proximity_closest] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"31"	"[proximity_closest] Small-cell lung cancer (SCLC)[Intogen]"	" 33"	"[proximity_shortest] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"31"	"[proximity_shortest] Prostate adenocarcinoma (PRAD)[Intogen]"	"32"	"[proximity_centre] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"31"
"[proximity_separation] Breast Carcinoma (C0678222)[DisGeNET_curated]"	" 37"	"[proximity_closest] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"32"	"[proximity_shortest] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 34"	"[proximity_separation] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"31"	"[proximity_separation] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"32"	"[proximity_centre] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"31"
"[proximity_shortest] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	" 38"	"[proximity_centre] Renal carcinoma (EFO:0002890)[ThETA]"	"33"	"[proximity_shortest] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 35"	"[proximity_kernel] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"32"	"[proximity_closest] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"33"	"[proximity_centre] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"33"
"[proximity_kernel] Breast carcinoma (EFO_0000305)[ThETA]"	" 39"	"[proximity_closest] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"34"	"[proximity_shortest] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	" 36"	"[proximity_closest] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"32"	"[proximity_closest] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"35"	"[proximity_centre] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"34"
"[proximity_closest] Breast Neoplasms[PharmGKB_associated]"	" 39"	"[proximity_closest] Renal carcinoma (EFO:0002890)[ThETA]"	"34"	"[proximity_closest] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	" 39"	"[proximity_closest] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"34"	"[proximity_shortest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"35"	"[proximity_centre] Cutaneous melanoma of the skin (CM)[Intogen]"	"35"
"[proximity_centre] Breast adenocarcinoma (BRCA)[Intogen]"	" 40"	"[proximity_shortest] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"36"	"[proximity_separation] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	" 40"	"[proximity_closest] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"34"	"[proximity_shortest] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"35"	"[proximity_centre] Skin squamous cell carcinoma (SSCC)[Intogen]"	"36"
"[proximity_kernel] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 41"	"[proximity_shortest] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"36"	"[proximity_closest] lung cancer (MONDO_0008903)[OpenTargets_literature]"	" 40"	"[proximity_shortest] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"34"	"[proximity_separation] Prostate carcinoma (EFO_0001663)[ThETA]"	"36"	"[proximity_centre] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"36"
"[proximity_separation] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	" 41"	"[proximity_kernel] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"38"	"[proximity_separation] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	" 41"	"[proximity_closest] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"38"	"[proximity_closest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"36"	"[proximity_centre] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"37"
"[proximity_shortest] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	" 42"	"[proximity_kernel] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"39"	"[proximity_closest] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	" 42"	"[proximity_shortest] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"39"	"[proximity_shortest] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"37"	"[proximity_kernel] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"37"
"[proximity_shortest] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	" 43"	"[proximity_kernel] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"40"	"[proximity_shortest] lung cancer (MONDO_0008903)[OpenTargets_GA]"	" 43"	"[proximity_separation] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"42"	"[proximity_shortest] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"38"	"[proximity_kernel] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"38"
"[proximity_closest] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	" 43"	"[proximity_kernel] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"41"	"[proximity_separation] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	" 44"	"[proximity_centre] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"42"	"[proximity_closest] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"38"	"[proximity_separation] Skin squamous cell carcinoma (SSCC)[Intogen]"	"39"
"[proximity_closest] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	" 44"	"[proximity_kernel] Renal clear cell carcinoma (RCCC)[Intogen]"	"42"	"[proximity_centre] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	" 45"	"[proximity_separation] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"43"	"[proximity_closest] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"39"	"[proximity_centre] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"40"
"[proximity_shortest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	" 45"	"[proximity_kernel] Renal papillary cell carcinoma (RPC)[Intogen]"	"43"	"[proximity_closest] Carcinoma of lung (C0684249)[DisGeNET_curated]"	" 45"	"[proximity_kernel] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"46"	"[proximity_centre] Prostate adenocarcinoma (PRAD)[Intogen]"	"40"	"[proximity_kernel] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"42"
"[proximity_centre] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	" 46"	"[proximity_kernel] Carcinoma, Renal Cell[PharmGKB_associated]"	"44"	"[proximity_shortest] Lung adenocarcinoma (LUAD)[Intogen]"	" 46"	"[proximity_separation] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"47"	"[proximity_kernel] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"40"	"[proximity_kernel] Cutaneous melanoma of the skin (CM)[Intogen]"	"43"
"[proximity_shortest] Breast Neoplasms, Male[PharmGKB_associated]"	" 48"	"[proximity_kernel] Renal carcinoma (EFO:0002890)[ThETA]"	"45"	"[proximity_shortest] Lung squamous cell carcinoma (LUSC)[Intogen]"	" 46"	"[proximity_separation] Ovarian Neoplasms[PharmGKB_associated]"	"47"	"[proximity_separation] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"41"	"[proximity_kernel] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"44"
"[proximity_kernel] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 49"	"[proximity_separation] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"46"	"[proximity_kernel] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	" 47"	"[proximity_centre] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"47"	"[proximity_closest] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"42"	"[proximity_separation] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"45"
"[proximity_shortest] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 50"	"[proximity_separation] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"47"	"[proximity_kernel] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	" 47"	"[proximity_centre] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"47"	"[proximity_shortest] Prostate carcinoma (EFO_0001663)[ThETA]"	"44"	"[proximity_separation] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"46"
"[proximity_closest] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	" 50"	"[proximity_separation] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"48"	"[proximity_centre] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	" 49"	"[proximity_closest] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"48"	"[proximity_closest] Prostatic Neoplasms[PharmGKB_associated]"	"46"	"[proximity_separation] Skin basal cell carcinoma (SBCC)[Intogen]"	"47"
"[proximity_centre] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	" 50"	"[proximity_separation] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"49"	"[proximity_shortest] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	" 50"	"[proximity_separation] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"49"	"[proximity_closest] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"49"	"[proximity_separation] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"47"
"[proximity_shortest] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	" 51"	"[proximity_separation] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"50"	"[proximity_separation] Lung neuroendocrine cancer (LNET)[Intogen]"	" 50"	"[proximity_centre] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"50"	"[proximity_shortest] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"49"	"[proximity_separation] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"48"
"[proximity_shortest] breast cancer (MONDO_0007254)[OpenTargets_GA]"	" 52"	"[proximity_separation] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"51"	"[proximity_kernel] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	" 50"	"[proximity_separation] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"52"	"[proximity_separation] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"50"	"[proximity_separation] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"48"
