"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 29"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 36"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 25"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 31"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 37"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 26"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 31"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 38"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"	"Bromfenac Action Pathway (SMP0000102) (Drug Action)"	" 27"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 31"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 28"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 32"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 29"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 33"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 30"
"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 33"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 42"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 31"
"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 35"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 43"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 32"
"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 36"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"	"Carprofen Action Pathway (SMP0000694) (Drug Action)"	" 33"
"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 36"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 34"
"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 37"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 46"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 35"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 38"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 47"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 36"
"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 39"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 47"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 37"
"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 39"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 38"
"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 41"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 48"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 42"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"
"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 49"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 41"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 43"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 50"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 42"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 43"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 51"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 43"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 47"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 51"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 44"
"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 52"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 45"
"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 49"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 53"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 46"
"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 53"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 47"
"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 50"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 54"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 48"
"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 52"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 56"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 49"
"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 53"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"	"Diclofenac Action Pathway (SMP0000093) (Drug Action)"	" 50"
"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 54"	"Naloxone Action Pathway (SMP0000688) (Drug Action)"	" 57"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"	"Diflunisal Action Pathway (SMP0000289) (Drug Action)"	" 51"
"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 55"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 57"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 52"
"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 56"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 58"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 53"
"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 57"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 58"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"
"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 57"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 58"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"
"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 58"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 59"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 56"
"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 59"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 59"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 57"
"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 60"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 58"
"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 60"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 61"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 59"
"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 61"	"Naltrexone Action Pathway (SMP0000687) (Drug Action)"	" 65"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 60"
"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 62"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 65"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 61"
"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 63"	"Etoposide Action Pathway (SMP0000442) (Drug Action)"	" 66"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 62"
