"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 11"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 11"
"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 13"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 12"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 12"
"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 14"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 14"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 13"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 13"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 14"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 15"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 14"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"
"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 14"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 16"	"Phenytoin (Antiarrhythmic) Action Pathway (SMP0000327) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 15"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 15"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 16"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 17"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 16"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 16"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 16"
"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 17"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 18"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 17"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 18"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 17"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 18"
"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 18"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 19"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 18"	"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 18"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 20"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 18"
"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 19"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 19"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 19"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 21"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 19"
"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 20"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 20"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 22"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 20"
"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 21"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 21"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 21"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 23"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 21"
"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 22"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 22"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 22"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 24"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 22"
"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 23"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 23"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 23"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 25"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 23"
"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 23"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 24"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 24"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 26"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 24"
"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 25"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 24"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 25"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 27"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 25"
"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 26"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 24"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 28"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 26"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 27"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 25"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 27"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 27"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 29"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 27"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 28"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 25"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 28"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 28"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 29"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 28"
"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 28"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	" 26"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 29"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 29"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 30"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 29"
"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 30"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 26"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 30"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 30"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 30"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 30"
"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 31"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 27"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 31"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 31"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 31"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 31"
"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 32"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 28"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 33"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 32"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 31"	"Codeine Action Pathway (SMP0000405) (Drug Action)"	" 32"
"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 33"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 30"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 34"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 33"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 32"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 33"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 34"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 34"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 34"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 33"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 32"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 34"
"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 36"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 35"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 35"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 35"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 33"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 35"
"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 37"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 36"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 37"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 36"	"Cyclophosphamide Action Pathway (SMP0000447) (Drug Action)"	" 34"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 36"
"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 38"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 37"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 38"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 37"	"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 35"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 37"
"Fluoxetine Action Pathway (SMP0000426) (Drug Action)"	" 38"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 38"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 38"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 38"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 35"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 38"
"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 39"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 39"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 39"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 38"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 39"
"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 40"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 40"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 40"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 39"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 41"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 40"
"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 41"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 41"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 41"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 40"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 42"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 41"
"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 42"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 42"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 42"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 41"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 43"	"Bopindolol Action Pathway (SMP0000657) (Drug Action)"	" 42"
"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 43"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 43"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 43"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 42"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 44"	"Bupranolol Action Pathway (SMP0000670) (Drug Action)"	" 43"
"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 44"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 44"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 44"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 43"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 45"	"Carteolol Action Pathway (SMP0000658) (Drug Action)"	" 44"
"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 45"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 45"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 45"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 44"	"Bupivacaine Action Pathway (SMP0000393) (Drug Action)"	" 46"	"Carvedilol Action Pathway (SMP0000367) (Drug Action)"	" 45"
"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 46"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 46"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 46"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 45"	"Buprenorphine Action Pathway (SMP0000684) (Drug Action)"	" 47"	"Diltiazem Action Pathway (SMP0000359) (Drug Action)"	" 46"
"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 47"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 47"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 47"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 46"	"Carfentanil Action Pathway (SMP0000414) (Drug Action)"	" 48"	"Disopyramide Action Pathway (SMP0000325) (Drug Action)"	" 47"
"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 48"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 48"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 48"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 47"	"Chloroprocaine Action Pathway (SMP0000394) (Drug Action)"	" 49"	"Dobutamine Action Pathway (SMP0000662) (Drug Action)"	" 48"
"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 49"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 49"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 49"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 48"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 50"	"Epinephrine Action Pathway (SMP0000661) (Drug Action)"	" 49"
"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 50"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 50"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 50"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 49"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 51"	"Esmolol Action Pathway (SMP0000301) (Drug Action)"	" 50"
"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 51"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 51"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 51"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 50"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 52"	"Felodipine Action Pathway (SMP0000377) (Drug Action)"	" 51"
"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 52"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 52"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 52"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 51"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 53"	"Flecainide Action Pathway (SMP0000331) (Drug Action)"	" 52"
"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 53"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 53"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 53"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 52"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"	"Fosphenytoin (Antiarrhythmic) Action Pathway (SMP0000326) (Drug Action)"	" 53"
"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 54"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 54"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 54"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 53"	"Diphenoxylate Action Pathway (SMP0000675) (Drug Action)"	" 55"	"Ibutilide Action Pathway (SMP0000332) (Drug Action)"	" 54"
"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 55"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 55"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 55"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 54"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 56"	"Isoprenaline Action Pathway (SMP0000663) (Drug Action)"	" 55"
"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 56"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 56"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 56"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 55"	"Ethylmorphine Action Pathway (SMP0000681) (Drug Action)"	" 57"	"Isradipine Action Pathway (SMP0000378) (Drug Action)"	" 56"
"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 57"	"Lidocaine (Local Anaesthetic) Action Pathway (SMP0000398) (Drug Action)"	" 57"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 56"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 56"	"Fentanyl Action Pathway (SMP0000415) (Drug Action)"	" 58"	"Labetalol Action Pathway (SMP0000368) (Drug Action)"	" 57"
"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 58"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 58"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 57"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 57"	"Hydrocodone Action Pathway (SMP0000411) (Drug Action)"	" 59"	"Levobunolol Action Pathway (SMP0000666) (Drug Action)"	" 58"
"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 59"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 59"	"Nicotine Action Pathway (SMP0000431) (Drug Action)"	" 58"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 58"	"Hydromorphone Action Pathway (SMP0000410) (Drug Action)"	" 60"	"Metipranolol Action Pathway (SMP0000667) (Drug Action)"	" 59"
"Lidocaine (Antiarrhythmic) Action Pathway (SMP0000328) (Drug Action)"	" 60"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 60"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 60"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 60"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 60"	"Metoprolol Action Pathway (SMP0000302) (Drug Action)"	" 60"
"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 61"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 63"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 62"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 62"	"Ketobemidone  Action Pathway (SMP0000690) (Drug Action)"	" 61"	"Mexiletine Action Pathway (SMP0000329) (Drug Action)"	" 61"
"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 62"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 64"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 63"	"Vinorelbine Action Pathway (SMP0000439) (Drug Action)"	" 63"	"Levallorphan Action Pathway (SMP0000683) (Drug Action)"	" 62"	"Nadolol Action Pathway (SMP0000303) (Drug Action)"	" 62"
