"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 29"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 32"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 30"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 28"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 29"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 31"
"Vincristine Action Pathway (SMP0000437) (Drug Action)"	" 29"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 33"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 30"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 30"	"Vincristine Action Pathway (SMP0000437) (Drug Action)"	" 32"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 32"
"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 30"	"Nilotinib Inhibition of BCR-ABL (SMP0031697) (Drug Action)"	" 34"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 31"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 32"	"Vindesine Action Pathway (SMP0000438) (Drug Action)"	" 33"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 34"
"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 30"	"Ponatinib Inhibition of BCR-ABL (SMP0031700) (Drug Action)"	" 35"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 32"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 33"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 33"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 35"
"Vindesine Action Pathway (SMP0000438) (Drug Action)"	" 31"	"Bafetinib Inhibition of BCR-ABL (SMP0031699) (Drug Action)"	" 36"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 32"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 35"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 35"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 36"
"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 36"	"Bosutinib Inhibition of BCR-ABL (SMP0031698) (Drug Action)"	" 37"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 34"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 35"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 35"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 37"
"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 36"	"Imatinib Inhibition of BCR-ABL (SMP0031694) (Drug Action)"	" 38"	"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 34"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 36"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 36"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 38"
"Cyclothiazide Action Pathway (SMP0000103) (Drug Action)"	" 37"	"Nalbuphine Action Pathway (SMP0000691) (Drug Action)"	" 38"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 36"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 37"	"Eplerenone Action Pathway (SMP0000135) (Drug Action)"	" 37"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 39"
"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 37"	"Ibandronate Action Pathway (SMP0000079) (Drug Action)"	" 39"	"Chlorthalidone Action Pathway (SMP0000122) (Drug Action)"	" 37"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 38"	"Ethacrynic Acid Action Pathway (SMP0000097) (Drug Action)"	" 38"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 40"
"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 38"	"Dasatinib Inhibition of BCR-ABL (SMP0031696) (Drug Action)"	" 39"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 38"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 39"	"Furosemide Action Pathway (SMP0000115) (Drug Action)"	" 38"	"Citalopram Action Pathway (SMP0000424) (Drug Action)"	" 40"
"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 38"	"Lovastatin Action Pathway (SMP0000099) (Drug Action)"	" 40"	"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 39"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 38"	"Dezocine Action Pathway (SMP0000676) (Drug Action)"	" 44"
"Chlorothiazide Action Pathway (SMP0000078) (Drug Action)"	" 39"	"Fluvastatin Action Pathway (SMP0000119) (Drug Action)"	" 41"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 40"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 40"	"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 39"	"Dibucaine Action Pathway (SMP0000396) (Drug Action)"	" 46"
"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 41"	"Pamidronate Action Pathway (SMP0000117) (Drug Action)"	" 42"	"Bumetanide Action Pathway (SMP0000088) (Drug Action)"	" 42"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 40"	"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 40"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 51"
"Hydrochlorothiazide Action Pathway (SMP0000100) (Drug Action)"	" 42"	"Pravastatin Action Pathway (SMP0000089) (Drug Action)"	" 43"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 42"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 41"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 41"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 53"
"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 42"	"Simvastatin Action Pathway (SMP0000082) (Drug Action)"	" 43"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 43"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 42"	"Indapamide Action Pathway (SMP0000110) (Drug Action)"	" 42"	"Cocaine Action Pathway (SMP0000395) (Drug Action)"	" 53"
"Hydroflumethiazide Action Pathway (SMP0000108) (Drug Action)"	" 43"	"Risedronate Action Pathway (SMP0000112) (Drug Action)"	" 44"	"Bendroflumethiazide Action Pathway (SMP0000090) (Drug Action)"	" 45"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 43"	"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 42"	"Ifosfamide Action Pathway (SMP0000448) (Drug Action)"	" 53"
"Methyclothiazide Action Pathway (SMP0000081) (Drug Action)"	" 44"	"Rosuvastatin Action Pathway (SMP0000092) (Drug Action)"	" 44"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 45"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 43"	"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 43"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 54"
"Metolazone Action Pathway (SMP0000105) (Drug Action)"	" 44"	"Alendronate Action Pathway (SMP0000095) (Drug Action)"	" 45"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 47"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 45"	"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 46"	"Dimethylthiambutene Action Pathway (SMP0000680) (Drug Action)"	" 54"
"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 45"	"Zoledronate Action Pathway (SMP0000107) (Drug Action)"	" 46"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 48"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 46"	"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 46"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 55"
"Polythiazide Action Pathway (SMP0000080) (Drug Action)"	" 46"	"Cerivastatin Action Pathway (SMP0000111) (Drug Action)"	" 47"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 50"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 48"	"Amiloride Action Pathway (SMP0000133) (Drug Action)"	" 47"	"Naloxone Action Pathway (SMP0000688) (Drug Action)"	" 58"
"Quinethazone Action Pathway (SMP0000091) (Drug Action)"	" 48"	"Atorvastatin Action Pathway (SMP0000131) (Drug Action)"	" 49"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 51"	"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 49"	"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 49"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 58"
"Spironolactone Action Pathway (SMP0000134) (Drug Action)"	" 48"	"Desipramine Action Pathway (SMP0000423) (Drug Action)"	" 51"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 52"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 49"	"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 50"	"Betaxolol Action Pathway (SMP0000299) (Drug Action)"	" 60"
"Torsemide Action Pathway (SMP0000118) (Drug Action)"	" 49"	"Irinotecan Action Pathway (SMP0000433) (Drug Action)"	" 51"	"Methotrexate Action Pathway (SMP0000432) (Drug Action)"	" 52"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 50"	"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 51"	"Naltrexone Action Pathway (SMP0000687) (Drug Action)"	" 61"
"Triamterene Action Pathway (SMP0000132) (Drug Action)"	" 50"	"Imipramine Action Pathway (SMP0000422) (Drug Action)"	" 53"	"Morphine Action Pathway (SMP0000406) (Drug Action)"	" 53"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 51"	"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 52"	"Nimodipine Action Pathway (SMP0000380) (Drug Action)"	" 62"
"Trichlormethiazide Action Pathway (SMP0000121) (Drug Action)"	" 51"	"Methadone Action Pathway (SMP0000408) (Drug Action)"	" 54"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 53"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 52"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 54"	"Escitalopram Action Pathway (SMP0000425) (Drug Action)"	" 62"
"Celecoxib Action Pathway (SMP0000096) (Drug Action)"	" 52"	"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 55"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 54"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 53"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 55"	"Nifedipine Action Pathway (SMP0000379) (Drug Action)"	" 62"
"Ibuprofen Action Pathway (SMP0000086) (Drug Action)"	" 54"	"Disulfiram Action Pathway (SMP0000429) (Drug Action)"	" 55"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 55"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 54"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 56"	"Bevantolol Action Pathway (SMP0000668) (Drug Action)"	" 63"
"3-Methylthiofentanyl Action Pathway (SMP0000679) (Drug Action)"	" 55"	"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 56"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 56"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 55"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 57"	"Ketobemidone  Action Pathway (SMP0000690) (Drug Action)"	" 63"
"Acebutolol Action Pathway (SMP0000296) (Drug Action)"	" 56"	"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 57"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 57"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 56"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 58"	"Benzocaine Action Pathway (SMP0000392) (Drug Action)"	" 63"
"Acetaminophen  Action Pathway (SMP0000710) (Drug Action)"	" 56"	"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 58"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 58"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 57"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 59"	"Methadyl Acetate Action Pathway (SMP0000678) (Drug Action)"	" 64"
"Acetylsalicylic Acid Action Pathway (SMP0000083) (Drug Action)"	" 57"	"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 59"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 59"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 58"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 60"	"Vinblastine Action Pathway (SMP0000436) (Drug Action)"	" 67"
"Alfentanil Action Pathway (SMP0000413) (Drug Action)"	" 59"	"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 60"	"Antipyrine Action Pathway (SMP0000692) (Drug Action)"	" 60"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 59"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 61"	"Dihydromorphine Action Pathway (SMP0000689) (Drug Action)"	" 67"
"Alprenolol Action Pathway (SMP0000297) (Drug Action)"	" 60"	"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 61"	"Antrafenine Action Pathway (SMP0000693) (Drug Action)"	" 61"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 60"	"Amlodipine Action Pathway (SMP0000376) (Drug Action)"	" 62"	"Bisoprolol Action Pathway (SMP0000300) (Drug Action)"	" 68"
"Alvimopan Action Pathway (SMP0000685) (Drug Action)"	" 61"	"Amiodarone Action Pathway (SMP0000665) (Drug Action)"	" 62"	"Arbutamine Action Pathway (SMP0000664) (Drug Action)"	" 62"	"Atenolol Action Pathway (SMP0000298) (Drug Action)"	" 61"	"Anileridine Action Pathway (SMP0000674) (Drug Action)"	" 63"	"Levallorphan Action Pathway (SMP0000683) (Drug Action)"	" 68"
