"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"12"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"12"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"13"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"13"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"11"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"13"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"11"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"13"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"14"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"13"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"11"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"13"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"12"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"13"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"15"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"15"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"13"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"13"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"12"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"15"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"15"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"17"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"16"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"16"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"15"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"15"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"17"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"16"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"17"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"16"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"16"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"16"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"17"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"18"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"17"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"17"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"18"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"19"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"19"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"18"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"20"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"20"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"21"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"21"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"22"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"20"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"22"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"24"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"22"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"21"	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"22"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"24"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"24"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"21"	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"23"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"24"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"24"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"24"	NA	NA
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"24"	NA	NA	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"25"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"25"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"25"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"25"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"26"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"26"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"26"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"27"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"26"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"27"	NA	NA
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"27"	NA	NA	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"27"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"29"	NA	NA	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"27"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"29"	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"30"	NA	NA	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"28"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"31"	NA	NA	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"28"	NA	NA	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"31"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"33"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
