"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Choline metabolism in cancer (hsa05231)"	"11"	"Proteoglycans in cancer (hsa05205)"	"12"	"Adherens junction (hsa04520)"	"14"	"MAPK signaling pathway (hsa04010)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"12"	"PI3K-Akt signaling pathway (hsa04151)"	"12"
"Rap1 signaling pathway (hsa04015)"	"13"	"T cell receptor signaling pathway (hsa04660)"	"13"	"Rap1 signaling pathway (hsa04015)"	"15"	"Adherens junction (hsa04520)"	"14"	"Sphingolipid signaling pathway (hsa04071)"	"13"	"FoxO signaling pathway (hsa04068)"	"12"
"Ras signaling pathway (hsa04014)"	"14"	"ErbB signaling pathway (hsa04012)"	"13"	"T cell receptor signaling pathway (hsa04660)"	"15"	"Sphingolipid signaling pathway (hsa04071)"	"14"	"Autophagy - animal (hsa04140)"	"14"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"13"
"Gap junction (hsa04540)"	"15"	"AMPK signaling pathway (hsa04152)"	"15"	"Ras signaling pathway (hsa04014)"	"16"	"MicroRNAs in cancer (hsa05206)"	"15"	"Adherens junction (hsa04520)"	"15"	"Proteoglycans in cancer (hsa05205)"	"14"
"FoxO signaling pathway (hsa04068)"	"16"	"PI3K-Akt signaling pathway (hsa04151)"	"15"	"MicroRNAs in cancer (hsa05206)"	"16"	"JAK-STAT signaling pathway (hsa04630)"	"16"	"Rap1 signaling pathway (hsa04015)"	"17"	"Proteasome (hsa03050)"	"16"
"Proteoglycans in cancer (hsa05205)"	"17"	"Gap junction (hsa04540)"	"17"	"Autophagy - animal (hsa04140)"	"17"	"Autophagy - animal (hsa04140)"	"16"	"Ras signaling pathway (hsa04014)"	"19"	"Gap junction (hsa04540)"	"17"
"Cytokine-cytokine receptor interaction (hsa04060)"	"18"	"Cell adhesion molecules (hsa04514)"	"19"	"Toll-like receptor signaling pathway (hsa04620)"	"18"	"PPAR signaling pathway (hsa03320)"	"17"	"NF-kappa B signaling pathway (hsa04064)"	"20"	"Central carbon metabolism in cancer (hsa05230)"	"18"
"TNF signaling pathway (hsa04668)"	"18"	"Adherens junction (hsa04520)"	"19"	"JAK-STAT signaling pathway (hsa04630)"	"18"	"Ras signaling pathway (hsa04014)"	"17"	"FoxO signaling pathway (hsa04068)"	"20"	"Sphingolipid signaling pathway (hsa04071)"	"20"
"Autophagy - animal (hsa04140)"	"20"	"Cytokine-cytokine receptor interaction (hsa04060)"	"20"	"TNF signaling pathway (hsa04668)"	"18"	"T cell receptor signaling pathway (hsa04660)"	"18"	"Gap junction (hsa04540)"	"21"	"TNF signaling pathway (hsa04668)"	"20"
"PI3K-Akt signaling pathway (hsa04151)"	"21"	"Carbon metabolism (hsa01200)"	"20"	"FoxO signaling pathway (hsa04068)"	"22"	"Gap junction (hsa04540)"	"22"	"MAPK signaling pathway (hsa04010)"	"22"	"NF-kappa B signaling pathway (hsa04064)"	"22"
"Central carbon metabolism in cancer (hsa05230)"	"22"	"Tight junction (hsa04530)"	"24"	"ECM-receptor interaction (hsa04512)"	"22"	"ECM-receptor interaction (hsa04512)"	"23"	"PI3K-Akt signaling pathway (hsa04151)"	"24"	"Cytokine-cytokine receptor interaction (hsa04060)"	"22"
"Glycolysis / Gluconeogenesis (hsa00010)"	"22"	"Homologous recombination (hsa03440)"	"25"	"PPAR signaling pathway (hsa03320)"	"22"	"TNF signaling pathway (hsa04668)"	"25"	"MicroRNAs in cancer (hsa05206)"	"25"	"Thyroid hormone signaling pathway (hsa04919)"	"23"
"JAK-STAT signaling pathway (hsa04630)"	"23"	"JAK-STAT signaling pathway (hsa04630)"	"25"	"Gap junction (hsa04540)"	"24"	"Glycolysis / Gluconeogenesis (hsa00010)"	"25"	"Glycolysis / Gluconeogenesis (hsa00010)"	"26"	"Carbon metabolism (hsa01200)"	"23"
"MicroRNAs in cancer (hsa05206)"	"24"	"Central carbon metabolism in cancer (hsa05230)"	"26"	"Cytokine-cytokine receptor interaction (hsa04060)"	"27"	"Thyroid hormone signaling pathway (hsa04919)"	"25"	"Central carbon metabolism in cancer (hsa05230)"	"26"	"MicroRNAs in cancer (hsa05206)"	"24"
"Cell adhesion molecules (hsa04514)"	"26"	"PPAR signaling pathway (hsa03320)"	"27"	"Primary immunodeficiency (hsa05340)"	"27"	"Cytokine-cytokine receptor interaction (hsa04060)"	"26"	"Thyroid hormone signaling pathway (hsa04919)"	"26"	"Homologous recombination (hsa03440)"	"26"
"Apoptosis (hsa04210)"	"29"	"Ras signaling pathway (hsa04014)"	"28"	"Apoptosis (hsa04210)"	"27"	"Primary immunodeficiency (hsa05340)"	"28"	"Leukocyte transendothelial migration (hsa04670)"	"27"	"AMPK signaling pathway (hsa04152)"	"28"
"Leukocyte transendothelial migration (hsa04670)"	"29"	"ECM-receptor interaction (hsa04512)"	"29"	"Glycolysis / Gluconeogenesis (hsa00010)"	"29"	"Proteasome (hsa03050)"	"29"	"Base excision repair (hsa03410)"	"27"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"28"
"AMPK signaling pathway (hsa04152)"	"30"	"TNF signaling pathway (hsa04668)"	"29"	"Thyroid hormone signaling pathway (hsa04919)"	"30"	"FoxO signaling pathway (hsa04068)"	"29"	"Carbon metabolism (hsa01200)"	"27"	"Autophagy - animal (hsa04140)"	"29"
"Base excision repair (hsa03410)"	"30"	"NF-kappa B signaling pathway (hsa04064)"	"30"	"Carbon metabolism (hsa01200)"	"31"	"Carbon metabolism (hsa01200)"	"30"	"Cytokine-cytokine receptor interaction (hsa04060)"	"30"	"Leukocyte transendothelial migration (hsa04670)"	"29"
"NF-kappa B signaling pathway (hsa04064)"	"30"	"Mismatch repair (hsa03430)"	"33"	"Citrate cycle (TCA cycle) (hsa00020)"	"32"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"31"	"Tight junction (hsa04530)"	"32"	"Adherens junction (hsa04520)"	"30"
"Homologous recombination (hsa03440)"	"31"	"Base excision repair (hsa03410)"	"33"	"Mismatch repair (hsa03430)"	"32"	"Apoptosis (hsa04210)"	"33"	"Homologous recombination (hsa03440)"	"32"	"Apoptosis (hsa04210)"	"32"
"Thyroid hormone signaling pathway (hsa04919)"	"33"	"TGF-beta signaling pathway (hsa04350)"	"34"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"33"	"NOD-like receptor signaling pathway (hsa04621)"	"34"	"Apoptosis (hsa04210)"	"34"	"Base excision repair (hsa03410)"	"32"
"Mismatch repair (hsa03430)"	"34"	"Leukocyte transendothelial migration (hsa04670)"	"34"	"NOD-like receptor signaling pathway (hsa04621)"	"35"	"Leukocyte transendothelial migration (hsa04670)"	"34"	"Primary immunodeficiency (hsa05340)"	"36"	"Wnt signaling pathway (hsa04310)"	"34"
"PPAR signaling pathway (hsa03320)"	"35"	"Phagosome (hsa04145)"	"35"	"Glucagon signaling pathway (hsa04922)"	"36"	"Mismatch repair (hsa03430)"	"36"	"Lysosome (hsa04142)"	"37"	"PPAR signaling pathway (hsa03320)"	"35"
"Primary immunodeficiency (hsa05340)"	"36"	"Primary immunodeficiency (hsa05340)"	"36"	"Proteasome (hsa03050)"	"38"	"TGF-beta signaling pathway (hsa04350)"	"36"	"Mismatch repair (hsa03430)"	"37"	"Mismatch repair (hsa03430)"	"35"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"38"	"MicroRNAs in cancer (hsa05206)"	"36"	"Leukocyte transendothelial migration (hsa04670)"	"39"	"AMPK signaling pathway (hsa04152)"	"37"	"p53 signaling pathway (hsa04115)"	"39"	"NOD-like receptor signaling pathway (hsa04621)"	"38"
"TGF-beta signaling pathway (hsa04350)"	"39"	"Proteasome (hsa03050)"	"37"	"AMPK signaling pathway (hsa04152)"	"40"	"Citrate cycle (TCA cycle) (hsa00020)"	"38"	"Complement and coagulation cascades (hsa04610)"	"39"	"Primary immunodeficiency (hsa05340)"	"39"
"Wnt signaling pathway (hsa04310)"	"39"	"FoxO signaling pathway (hsa04068)"	"40"	"NF-kappa B signaling pathway (hsa04064)"	"40"	"Base excision repair (hsa03410)"	"38"	"ECM-receptor interaction (hsa04512)"	"39"	"Phagosome (hsa04145)"	"40"
"Tight junction (hsa04530)"	"42"	"Glucagon signaling pathway (hsa04922)"	"42"	"TGF-beta signaling pathway (hsa04350)"	"41"	"NF-kappa B signaling pathway (hsa04064)"	"39"	"Cell adhesion molecules (hsa04514)"	"39"	"Glycolysis / Gluconeogenesis (hsa00010)"	"40"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"Hedgehog signaling pathway (hsa04340)"	"42"	"Cytosolic DNA-sensing pathway (hsa04623)"	"41"	"Tight junction (hsa04530)"	"40"	"Phagosome (hsa04145)"	"40"	"Glucagon signaling pathway (hsa04922)"	"41"
"Hippo signaling pathway (hsa04390)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"42"	"Hippo signaling pathway (hsa04390)"	"42"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"41"	"Citrate cycle (TCA cycle) (hsa00020)"	"41"
"Citrate cycle (TCA cycle) (hsa00020)"	"44"	"Hippo signaling pathway (hsa04390)"	"44"	"Homologous recombination (hsa03440)"	"42"	"Phagosome (hsa04145)"	"42"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"42"	"TGF-beta signaling pathway (hsa04350)"	"42"
"NOD-like receptor signaling pathway (hsa04621)"	"44"	"p53 signaling pathway (hsa04115)"	"44"	"Sulfur metabolism (hsa00920)"	"43"	"Sulfur metabolism (hsa00920)"	"43"	"Cytosolic DNA-sensing pathway (hsa04623)"	"44"	"Cell adhesion molecules (hsa04514)"	"43"
"Lysosome (hsa04142)"	"44"	"Sulfur metabolism (hsa00920)"	"45"	"Base excision repair (hsa03410)"	"44"	"Hedgehog signaling pathway (hsa04340)"	"43"	"Proteasome (hsa03050)"	"45"	"Tight junction (hsa04530)"	"46"
"ECM-receptor interaction (hsa04512)"	"45"	"Citrate cycle (TCA cycle) (hsa00020)"	"46"	"Tight junction (hsa04530)"	"44"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"	"Glucagon signaling pathway (hsa04922)"	"46"	"ECM-receptor interaction (hsa04512)"	"47"
"p53 signaling pathway (hsa04115)"	"45"	"Lysosome (hsa04142)"	"47"	"Hippo signaling pathway (hsa04390)"	"45"	"Cell adhesion molecules (hsa04514)"	"45"	"Sulfur metabolism (hsa00920)"	"46"	"Hippo signaling pathway (hsa04390)"	"47"
"Cytosolic DNA-sensing pathway (hsa04623)"	"48"	"Apoptosis (hsa04210)"	"47"	"Hedgehog signaling pathway (hsa04340)"	"45"	"Wnt signaling pathway (hsa04310)"	"46"	"TGF-beta signaling pathway (hsa04350)"	"48"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"47"
"Sulfur metabolism (hsa00920)"	"48"	"Wnt signaling pathway (hsa04310)"	"47"	"Cell adhesion molecules (hsa04514)"	"46"	"p53 signaling pathway (hsa04115)"	"46"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Sulfur metabolism (hsa00920)"	"48"
"Proteasome (hsa03050)"	"49"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"48"	"p53 signaling pathway (hsa04115)"	"46"	"Complement and coagulation cascades (hsa04610)"	"48"	"Hippo signaling pathway (hsa04390)"	"49"	"Cytosolic DNA-sensing pathway (hsa04623)"	"50"
"Complement and coagulation cascades (hsa04610)"	"49"	"Thyroid hormone signaling pathway (hsa04919)"	"49"	"Complement and coagulation cascades (hsa04610)"	"47"	"Lysosome (hsa04142)"	"49"	"NOD-like receptor signaling pathway (hsa04621)"	"50"	"Hedgehog signaling pathway (hsa04340)"	"51"
"Phagosome (hsa04145)"	"50"	"Complement and coagulation cascades (hsa04610)"	"51"	"Phagosome (hsa04145)"	"47"	"Homologous recombination (hsa03440)"	"50"	"Hedgehog signaling pathway (hsa04340)"	"50"	"p53 signaling pathway (hsa04115)"	"52"
"Glucagon signaling pathway (hsa04922)"	"50"	"NOD-like receptor signaling pathway (hsa04621)"	"53"	"Wnt signaling pathway (hsa04310)"	"51"	"Cytosolic DNA-sensing pathway (hsa04623)"	"50"	"PPAR signaling pathway (hsa03320)"	"50"	"Complement and coagulation cascades (hsa04610)"	"53"
"Hedgehog signaling pathway (hsa04340)"	"52"	"Cytosolic DNA-sensing pathway (hsa04623)"	"54"	"Lysosome (hsa04142)"	"51"	"Glucagon signaling pathway (hsa04922)"	"52"	"Wnt signaling pathway (hsa04310)"	"54"	"Lysosome (hsa04142)"	"53"
