"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"11"	"kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"10"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"13"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"11"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	" 9"	"skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"11"
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"12"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"14"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"12"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"10"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"13"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"14"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"13"	"Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"11"	NA	NA
"Breast carcinoma (EFO_0000305)[ThETA]"	"14"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"15"	"Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"14"	"metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"12"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"14"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"15"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"13"	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"15"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"15"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"15"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"17"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"16"	"Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"17"	"Prostate adenocarcinoma (PRAD)[Intogen]"	"16"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"17"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"17"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"18"	NA	NA	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"17"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"17"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"20"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"20"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"20"	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"20"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"20"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"22"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"21"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
