"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"11"	"Renal carcinoma (EFO:0002890)[ThETA]"	"10"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"12"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"11"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"11"	"Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"11"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"12"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"12"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"13"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"13"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"12"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"13"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"13"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"13"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"13"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"13"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"14"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"14"	NA	NA
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"17"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"15"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"15"	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"17"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"15"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"17"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"16"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"18"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"16"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"17"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"17"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"19"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"16"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"19"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"18"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"19"	NA	NA	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"20"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"20"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"20"	NA	NA	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"21"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"20"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
