"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"JAK-STAT signaling pathway (hsa04630)"	"11"	"Tight junction (hsa04530)"	"11"	"Central carbon metabolism in cancer (hsa05230)"	"11"	"Central carbon metabolism in cancer (hsa05230)"	"12"	"PI3K-Akt signaling pathway (hsa04151)"	"12"	"Carbon metabolism (hsa01200)"	"12"
"ErbB signaling pathway (hsa04012)"	"13"	"JAK-STAT signaling pathway (hsa04630)"	"14"	"Adherens junction (hsa04520)"	"13"	"ErbB signaling pathway (hsa04012)"	"12"	"Leukocyte transendothelial migration (hsa04670)"	"12"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"12"
"Proteoglycans in cancer (hsa05205)"	"13"	"Central carbon metabolism in cancer (hsa05230)"	"14"	"Leukocyte transendothelial migration (hsa04670)"	"14"	"Adherens junction (hsa04520)"	"13"	"Autophagy - animal (hsa04140)"	"14"	"Central carbon metabolism in cancer (hsa05230)"	"13"
"T cell receptor signaling pathway (hsa04660)"	"13"	"Sphingolipid signaling pathway (hsa04071)"	"15"	"T cell receptor signaling pathway (hsa04660)"	"14"	"Chemokine signaling pathway (hsa04062)"	"13"	"Ras signaling pathway (hsa04014)"	"15"	"NOD-like receptor signaling pathway (hsa04621)"	"14"
"AMPK signaling pathway (hsa04152)"	"17"	"Ras signaling pathway (hsa04014)"	"16"	"MAPK signaling pathway (hsa04010)"	"15"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"15"	"Adherens junction (hsa04520)"	"16"	"Apoptosis (hsa04210)"	"15"
"Sphingolipid signaling pathway (hsa04071)"	"17"	"MAPK signaling pathway (hsa04010)"	"18"	"Rap1 signaling pathway (hsa04015)"	"15"	"Carbon metabolism (hsa01200)"	"16"	"Central carbon metabolism in cancer (hsa05230)"	"16"	"Adherens junction (hsa04520)"	"16"
"Central carbon metabolism in cancer (hsa05230)"	"18"	"Adherens junction (hsa04520)"	"18"	"Sphingolipid signaling pathway (hsa04071)"	"18"	"Rap1 signaling pathway (hsa04015)"	"18"	"Sphingolipid signaling pathway (hsa04071)"	"18"	"MAPK signaling pathway (hsa04010)"	"17"
"Rap1 signaling pathway (hsa04015)"	"20"	"Wnt signaling pathway (hsa04310)"	"18"	"Ras signaling pathway (hsa04014)"	"18"	"Sphingolipid signaling pathway (hsa04071)"	"19"	"Tight junction (hsa04530)"	"19"	"FoxO signaling pathway (hsa04068)"	"18"
"PI3K-Akt signaling pathway (hsa04151)"	"20"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"22"	"AMPK signaling pathway (hsa04152)"	"19"	"Glucagon signaling pathway (hsa04922)"	"20"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"20"	"Cytokine-cytokine receptor interaction (hsa04060)"	"19"
"Autophagy - animal (hsa04140)"	"21"	"Rap1 signaling pathway (hsa04015)"	"23"	"Autophagy - animal (hsa04140)"	"21"	"Tight junction (hsa04530)"	"21"	"Rap1 signaling pathway (hsa04015)"	"21"	"Tight junction (hsa04530)"	"20"
"Carbon metabolism (hsa01200)"	"22"	"FoxO signaling pathway (hsa04068)"	"24"	"Gap junction (hsa04540)"	"22"	"Autophagy - animal (hsa04140)"	"22"	"MAPK signaling pathway (hsa04010)"	"21"	"NF-kappa B signaling pathway (hsa04064)"	"23"
"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"22"	"Thyroid hormone signaling pathway (hsa04919)"	"25"	"Signaling pathways regulating pluripotency of stem cells (hsa04550)"	"23"	"Gap junction (hsa04540)"	"23"	"AMPK signaling pathway (hsa04152)"	"23"	"Sphingolipid signaling pathway (hsa04071)"	"23"
"Ras signaling pathway (hsa04014)"	"23"	"T cell receptor signaling pathway (hsa04660)"	"25"	"Glucagon signaling pathway (hsa04922)"	"23"	"Ras signaling pathway (hsa04014)"	"24"	"Gap junction (hsa04540)"	"24"	"AMPK signaling pathway (hsa04152)"	"24"
"Glucagon signaling pathway (hsa04922)"	"25"	"PI3K-Akt signaling pathway (hsa04151)"	"26"	"Carbon metabolism (hsa01200)"	"24"	"Apoptosis (hsa04210)"	"25"	"MicroRNAs in cancer (hsa05206)"	"26"	"T cell receptor signaling pathway (hsa04660)"	"25"
"FoxO signaling pathway (hsa04068)"	"26"	"Autophagy - animal (hsa04140)"	"26"	"FoxO signaling pathway (hsa04068)"	"25"	"MAPK signaling pathway (hsa04010)"	"25"	"FoxO signaling pathway (hsa04068)"	"26"	"p53 signaling pathway (hsa04115)"	"26"
"Phagosome (hsa04145)"	"27"	"Phagosome (hsa04145)"	"27"	"MicroRNAs in cancer (hsa05206)"	"25"	"Hippo signaling pathway (hsa04390)"	"25"	"Apoptosis (hsa04210)"	"27"	"TGF-beta signaling pathway (hsa04350)"	"26"
"TGF-beta signaling pathway (hsa04350)"	"28"	"Cell adhesion molecules (hsa04514)"	"27"	"Tight junction (hsa04530)"	"25"	"AMPK signaling pathway (hsa04152)"	"28"	"Glucagon signaling pathway (hsa04922)"	"27"	"Leukocyte transendothelial migration (hsa04670)"	"26"
"Tight junction (hsa04530)"	"29"	"ErbB signaling pathway (hsa04012)"	"29"	"Apoptosis (hsa04210)"	"29"	"Wnt signaling pathway (hsa04310)"	"29"	"Hippo signaling pathway (hsa04390)"	"28"	"Glucagon signaling pathway (hsa04922)"	"27"
"Thyroid hormone signaling pathway (hsa04919)"	"29"	"Chemokine signaling pathway (hsa04062)"	"30"	"Thyroid hormone signaling pathway (hsa04919)"	"29"	"Thyroid hormone signaling pathway (hsa04919)"	"29"	"TGF-beta signaling pathway (hsa04350)"	"28"	"Autophagy - animal (hsa04140)"	"28"
"Apoptosis (hsa04210)"	"29"	"Glucagon signaling pathway (hsa04922)"	"32"	"Phagosome (hsa04145)"	"31"	"FoxO signaling pathway (hsa04068)"	"30"	"p53 signaling pathway (hsa04115)"	"30"	"PPAR signaling pathway (hsa03320)"	"29"
"Wnt signaling pathway (hsa04310)"	"30"	"NF-kappa B signaling pathway (hsa04064)"	"32"	"TGF-beta signaling pathway (hsa04350)"	"31"	"NOD-like receptor signaling pathway (hsa04621)"	"30"	"Thyroid hormone signaling pathway (hsa04919)"	"31"	"Phagosome (hsa04145)"	"30"
"MicroRNAs in cancer (hsa05206)"	"31"	"MicroRNAs in cancer (hsa05206)"	"33"	"Hippo signaling pathway (hsa04390)"	"32"	"MicroRNAs in cancer (hsa05206)"	"31"	"Carbon metabolism (hsa01200)"	"31"	"Lysosome (hsa04142)"	"33"
"NOD-like receptor signaling pathway (hsa04621)"	"32"	"p53 signaling pathway (hsa04115)"	"33"	"NOD-like receptor signaling pathway (hsa04621)"	"33"	"p53 signaling pathway (hsa04115)"	"32"	"Wnt signaling pathway (hsa04310)"	"31"	"Hippo signaling pathway (hsa04390)"	"34"
"Hippo signaling pathway (hsa04390)"	"33"	"Carbon metabolism (hsa01200)"	"34"	"p53 signaling pathway (hsa04115)"	"35"	"Cell adhesion molecules (hsa04514)"	"35"	"NOD-like receptor signaling pathway (hsa04621)"	"33"	"Wnt signaling pathway (hsa04310)"	"34"
"p53 signaling pathway (hsa04115)"	"36"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"34"	"Wnt signaling pathway (hsa04310)"	"36"	"Phagosome (hsa04145)"	"35"	"NF-kappa B signaling pathway (hsa04064)"	"36"	"Ras signaling pathway (hsa04014)"	"34"
"TNF signaling pathway (hsa04668)"	"37"	"NOD-like receptor signaling pathway (hsa04621)"	"34"	"NF-kappa B signaling pathway (hsa04064)"	"36"	"TGF-beta signaling pathway (hsa04350)"	"35"	"TNF signaling pathway (hsa04668)"	"37"	"Gap junction (hsa04540)"	"35"
"NF-kappa B signaling pathway (hsa04064)"	"37"	"Hippo signaling pathway (hsa04390)"	"35"	"Cytokine-cytokine receptor interaction (hsa04060)"	"38"	"TNF signaling pathway (hsa04668)"	"38"	"Phagosome (hsa04145)"	"37"	"MicroRNAs in cancer (hsa05206)"	"35"
"Cytokine-cytokine receptor interaction (hsa04060)"	"38"	"TGF-beta signaling pathway (hsa04350)"	"37"	"Cell adhesion molecules (hsa04514)"	"39"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"38"	"Cell adhesion molecules (hsa04514)"	"38"	"Thyroid hormone signaling pathway (hsa04919)"	"35"
"Cell adhesion molecules (hsa04514)"	"39"	"Apoptosis (hsa04210)"	"37"	"TNF signaling pathway (hsa04668)"	"39"	"NF-kappa B signaling pathway (hsa04064)"	"38"	"PPAR signaling pathway (hsa03320)"	"40"	"Rap1 signaling pathway (hsa04015)"	"36"
"ECM-receptor interaction (hsa04512)"	"41"	"Complement and coagulation cascades (hsa04610)"	"39"	"PPAR signaling pathway (hsa03320)"	"40"	"PPAR signaling pathway (hsa03320)"	"39"	"Hedgehog signaling pathway (hsa04340)"	"41"	"Homologous recombination (hsa03440)"	"40"
"PPAR signaling pathway (hsa03320)"	"42"	"ECM-receptor interaction (hsa04512)"	"40"	"Cytosolic DNA-sensing pathway (hsa04623)"	"41"	"Lysosome (hsa04142)"	"42"	"Cytokine-cytokine receptor interaction (hsa04060)"	"42"	"TNF signaling pathway (hsa04668)"	"41"
"Chemical carcinogenesis - DNA adducts (hsa05204)"	"42"	"TNF signaling pathway (hsa04668)"	"42"	"Lysosome (hsa04142)"	"42"	"Cytokine-cytokine receptor interaction (hsa04060)"	"43"	"Glycolysis / Gluconeogenesis (hsa00010)"	"42"	"Hedgehog signaling pathway (hsa04340)"	"42"
"Complement and coagulation cascades (hsa04610)"	"43"	"PPAR signaling pathway (hsa03320)"	"43"	"Hedgehog signaling pathway (hsa04340)"	"43"	"Cytosolic DNA-sensing pathway (hsa04623)"	"43"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"42"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"43"
"Lysosome (hsa04142)"	"44"	"Lysosome (hsa04142)"	"44"	"Complement and coagulation cascades (hsa04610)"	"45"	"Complement and coagulation cascades (hsa04610)"	"43"	"Complement and coagulation cascades (hsa04610)"	"43"	"Cytosolic DNA-sensing pathway (hsa04623)"	"44"
"Hedgehog signaling pathway (hsa04340)"	"46"	"Homologous recombination (hsa03440)"	"45"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"44"	"ECM-receptor interaction (hsa04512)"	"45"	"Cell adhesion molecules (hsa04514)"	"45"
"Cytosolic DNA-sensing pathway (hsa04623)"	"46"	"Hedgehog signaling pathway (hsa04340)"	"46"	"ECM-receptor interaction (hsa04512)"	"46"	"ECM-receptor interaction (hsa04512)"	"45"	"Lysosome (hsa04142)"	"46"	"Complement and coagulation cascades (hsa04610)"	"46"
"Glycolysis / Gluconeogenesis (hsa00010)"	"46"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Homologous recombination (hsa03440)"	"46"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Cytosolic DNA-sensing pathway (hsa04623)"	"47"	"Base excision repair (hsa03410)"	"47"
"Homologous recombination (hsa03440)"	"48"	"Cytosolic DNA-sensing pathway (hsa04623)"	"48"	"Glycolysis / Gluconeogenesis (hsa00010)"	"47"	"Homologous recombination (hsa03440)"	"48"	"Homologous recombination (hsa03440)"	"48"	"ECM-receptor interaction (hsa04512)"	"48"
"Base excision repair (hsa03410)"	"49"	"Citrate cycle (TCA cycle) (hsa00020)"	"49"	"Base excision repair (hsa03410)"	"49"	"Base excision repair (hsa03410)"	"49"	"Base excision repair (hsa03410)"	"49"	"Glycolysis / Gluconeogenesis (hsa00010)"	"49"
"Primary immunodeficiency (hsa05340)"	"51"	"Base excision repair (hsa03410)"	"50"	"Primary immunodeficiency (hsa05340)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Primary immunodeficiency (hsa05340)"	"50"	"Primary immunodeficiency (hsa05340)"	"50"
"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Primary immunodeficiency (hsa05340)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Proteasome (hsa03050)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"	"Citrate cycle (TCA cycle) (hsa00020)"	"51"
"Mismatch repair (hsa03430)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Mismatch repair (hsa03430)"	"52"	"Primary immunodeficiency (hsa05340)"	"51"	"Mismatch repair (hsa03430)"	"52"	"Mismatch repair (hsa03430)"	"52"
"Proteasome (hsa03050)"	"52"	"Proteasome (hsa03050)"	"53"	"Proteasome (hsa03050)"	"53"	"Mismatch repair (hsa03430)"	"53"	"Proteasome (hsa03050)"	"53"	"Proteasome (hsa03050)"	"53"
"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"	"Sulfur metabolism (hsa00920)"	"54"
