"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Phagosome (hsa04145)"	"31"	"Mismatch repair (hsa03430)"	"33"	"Leukocyte transendothelial migration (hsa04670)"	"32"	"AMPK signaling pathway (hsa04152)"	"31"	"p53 signaling pathway (hsa04115)"	"31"	"Carbon metabolism (hsa01200)"	"32"
"Citrate cycle (TCA cycle) (hsa00020)"	"31"	"Base excision repair (hsa03410)"	"34"	"MAPK signaling pathway (hsa04010)"	"32"	"Tight junction (hsa04530)"	"31"	"Cytokine-cytokine receptor interaction (hsa04060)"	"33"	"Hedgehog signaling pathway (hsa04340)"	"32"
"Focal adhesion (hsa04510)"	"31"	"Leukocyte transendothelial migration (hsa04670)"	"35"	"Ras signaling pathway (hsa04014)"	"33"	"Focal adhesion (hsa04510)"	"32"	"Glucagon signaling pathway (hsa04922)"	"33"	"Glucagon signaling pathway (hsa04922)"	"34"
"Cell adhesion molecules (hsa04514)"	"33"	"TGF-beta signaling pathway (hsa04350)"	"35"	"TNF signaling pathway (hsa04668)"	"33"	"Glucagon signaling pathway (hsa04922)"	"32"	"Apoptosis (hsa04210)"	"33"	"ECM-receptor interaction (hsa04512)"	"36"
"Apoptosis (hsa04210)"	"33"	"Autophagy - animal (hsa04140)"	"36"	"JAK-STAT signaling pathway (hsa04630)"	"36"	"PPAR signaling pathway (hsa03320)"	"34"	"NOD-like receptor signaling pathway (hsa04621)"	"34"	"Phagosome (hsa04145)"	"37"
"ECM-receptor interaction (hsa04512)"	"33"	"T cell receptor signaling pathway (hsa04660)"	"36"	"Citrate cycle (TCA cycle) (hsa00020)"	"36"	"Hedgehog signaling pathway (hsa04340)"	"34"	"Citrate cycle (TCA cycle) (hsa00020)"	"34"	"Natural killer cell mediated cytotoxicity (hsa04650)"	"37"
"Mismatch repair (hsa03430)"	"36"	"Hedgehog signaling pathway (hsa04340)"	"38"	"Hedgehog signaling pathway (hsa04340)"	"37"	"Citrate cycle (TCA cycle) (hsa00020)"	"37"	"Rap1 signaling pathway (hsa04015)"	"37"	"Cytosolic DNA-sensing pathway (hsa04623)"	"38"
"Glycolysis / Gluconeogenesis (hsa00010)"	"38"	"Adherens junction (hsa04520)"	"38"	"Homologous recombination (hsa03440)"	"38"	"Adherens junction (hsa04520)"	"40"	"Tight junction (hsa04530)"	"38"	"Ras signaling pathway (hsa04014)"	"39"
"Toll-like receptor signaling pathway (hsa04620)"	"39"	"MicroRNAs in cancer (hsa05206)"	"39"	"Base excision repair (hsa03410)"	"40"	"Base excision repair (hsa03410)"	"40"	"Base excision repair (hsa03410)"	"38"	"Chemical carcinogenesis - DNA adducts (hsa05204)"	"39"
"FoxO signaling pathway (hsa04068)"	"39"	"PPAR signaling pathway (hsa03320)"	"40"	"Mismatch repair (hsa03430)"	"41"	"Phagosome (hsa04145)"	"40"	"Hippo signaling pathway (hsa04390)"	"38"	"Autophagy - animal (hsa04140)"	"40"
"p53 signaling pathway (hsa04115)"	"39"	"Wnt signaling pathway (hsa04310)"	"41"	"Sphingolipid signaling pathway (hsa04071)"	"42"	"Glycolysis / Gluconeogenesis (hsa00010)"	"41"	"Focal adhesion (hsa04510)"	"40"	"NOD-like receptor signaling pathway (hsa04621)"	"41"
"JAK-STAT signaling pathway (hsa04630)"	"40"	"MAPK signaling pathway (hsa04010)"	"42"	"Wnt signaling pathway (hsa04310)"	"42"	"T cell receptor signaling pathway (hsa04660)"	"42"	"Sphingolipid signaling pathway (hsa04071)"	"42"	"Tight junction (hsa04530)"	"41"
"NF-kappa B signaling pathway (hsa04064)"	"40"	"ECM-receptor interaction (hsa04512)"	"43"	"AMPK signaling pathway (hsa04152)"	"43"	"Proteasome (hsa03050)"	"42"	"MicroRNAs in cancer (hsa05206)"	"42"	"FoxO signaling pathway (hsa04068)"	"42"
"Hippo signaling pathway (hsa04390)"	"41"	"Thyroid hormone signaling pathway (hsa04919)"	"43"	"Glycolysis / Gluconeogenesis (hsa00010)"	"43"	"Hippo signaling pathway (hsa04390)"	"43"	"Hedgehog signaling pathway (hsa04340)"	"42"	"NF-kappa B signaling pathway (hsa04064)"	"43"
"PPAR signaling pathway (hsa03320)"	"43"	"Cell adhesion molecules (hsa04514)"	"44"	"NOD-like receptor signaling pathway (hsa04621)"	"44"	"Homologous recombination (hsa03440)"	"44"	"Mismatch repair (hsa03430)"	"43"	"ErbB signaling pathway (hsa04012)"	"44"
"TGF-beta signaling pathway (hsa04350)"	"43"	"Glucagon signaling pathway (hsa04922)"	"45"	"TGF-beta signaling pathway (hsa04350)"	"45"	"NOD-like receptor signaling pathway (hsa04621)"	"45"	"Glycolysis / Gluconeogenesis (hsa00010)"	"43"	"Hippo signaling pathway (hsa04390)"	"47"
"Homologous recombination (hsa03440)"	"44"	"Apoptosis (hsa04210)"	"45"	"Focal adhesion (hsa04510)"	"45"	"Thyroid hormone signaling pathway (hsa04919)"	"46"	"Homologous recombination (hsa03440)"	"44"	"Homologous recombination (hsa03440)"	"47"
"MicroRNAs in cancer (hsa05206)"	"44"	"AMPK signaling pathway (hsa04152)"	"46"	"Hippo signaling pathway (hsa04390)"	"45"	"MicroRNAs in cancer (hsa05206)"	"46"	"TGF-beta signaling pathway (hsa04350)"	"45"	"Base excision repair (hsa03410)"	"48"
"MAPK signaling pathway (hsa04010)"	"45"	"NF-kappa B signaling pathway (hsa04064)"	"46"	"ECM-receptor interaction (hsa04512)"	"46"	"Mismatch repair (hsa03430)"	"47"	"Phagosome (hsa04145)"	"45"	"T cell receptor signaling pathway (hsa04660)"	"49"
"Wnt signaling pathway (hsa04310)"	"46"	"Focal adhesion (hsa04510)"	"47"	"Thyroid hormone signaling pathway (hsa04919)"	"47"	"TGF-beta signaling pathway (hsa04350)"	"47"	"TNF signaling pathway (hsa04668)"	"45"	"Focal adhesion (hsa04510)"	"49"
"Glucagon signaling pathway (hsa04922)"	"48"	"TNF signaling pathway (hsa04668)"	"48"	"Adherens junction (hsa04520)"	"47"	"Wnt signaling pathway (hsa04310)"	"48"	"Proteasome (hsa03050)"	"47"	"Citrate cycle (TCA cycle) (hsa00020)"	"50"
"Ras signaling pathway (hsa04014)"	"49"	"Glycolysis / Gluconeogenesis (hsa00010)"	"48"	"MicroRNAs in cancer (hsa05206)"	"49"	"Leukocyte transendothelial migration (hsa04670)"	"50"	"Cell adhesion molecules (hsa04514)"	"48"	"Leukocyte transendothelial migration (hsa04670)"	"51"
"Autophagy - animal (hsa04140)"	"51"	"Phagosome (hsa04145)"	"50"	"Proteasome (hsa03050)"	"49"	"ECM-receptor interaction (hsa04512)"	"50"	"Wnt signaling pathway (hsa04310)"	"51"	"PPAR signaling pathway (hsa03320)"	"51"
"Tight junction (hsa04530)"	"51"	"JAK-STAT signaling pathway (hsa04630)"	"50"	"T cell receptor signaling pathway (hsa04660)"	"52"	"Sphingolipid signaling pathway (hsa04071)"	"51"	"T cell receptor signaling pathway (hsa04660)"	"51"	"Proteasome (hsa03050)"	"52"
