"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[DISEASE] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"10"	"[DISEASE] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"13"	"[DISEASE] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"13"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"12"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"14"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"13"	"[DISEASE] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"14"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"13"	"[DISEASE] Skin basal cell carcinoma (SBCC)[Intogen]"	"13"
"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"15"	"[DISEASE] Renal clear cell carcinoma (RCCC)[Intogen]"	"12"	"[DISEASE] lung carcinoma (EFO_0001071)[ThETA]"	"14"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"14"	"[DISEASE] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"14"	"[DISEASE] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"15"
"[DISEASE] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"14"	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"15"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DISEASE] Prostate carcinoma (EFO_0001663)[ThETA]"	"15"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"15"
"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"14"	"[DISEASE] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"16"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"16"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"16"
"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"16"	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"16"	"[DISEASE] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"16"	"[ADR] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"16"
"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"18"	"[DISEASE] Lung adenocarcinoma (LUAD)[Intogen]"	"17"	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"17"	"[DISEASE] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"16"	"[ADR] Cardiotoxicity (MESH:D066126) [CTD]"	"16"
"[DISEASE] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DISEASE] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"19"	"[DISEASE] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"18"	"[DISEASE] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"18"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"17"	"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[DISEASE] Breast Neoplasms[PharmGKB_associated]"	"20"	NA	NA	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"19"	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"19"	"[DISEASE] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"17"	"[DISEASE] In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Down]"	"20"
"[DISEASE] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"20"	NA	NA	"[ADR] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"20"	"[DISEASE] Prostate adenocarcinoma (PRAD)[Intogen]"	"19"	NA	NA
"[ADR] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"21"	NA	NA	"[ADR] Adverse reaction (08.06.01.018) [ADReCS]"	"22"	"[ADR] Cardiotoxicity (C0876994) [DisGeNET]"	"20"	"[DISEASE] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"20"	NA	NA
"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"23"	NA	NA	"[DISEASE] Small-cell lung cancer (SCLC)[Intogen]"	"23"	"[DISEASE] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"22"	"[DISEASE] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"20"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"23"	NA	NA	"[ADR] Neurotoxicity (12.03.01.011) [ADReCS]"	"23"	"[DISEASE] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"23"	"[DISEASE] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"23"	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"24"	NA	NA	"[ADR] Poisoning (12.03.01.004) [ADReCS]"	"24"	"[ADR] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	NA	NA	NA	NA
"[DISEASE] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"25"	NA	NA	"[DISEASE] Lung squamous cell carcinoma (LUSC)[Intogen]"	"25"	NA	NA	NA	NA	NA	NA
"[DISEASE] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"25"	NA	NA	"[DISEASE] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"25"	NA	NA	NA	NA	NA	NA
"[DISEASE] Breast carcinoma (EFO_0000305)[ThETA]"	"26"	NA	NA	"[ADR] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"26"	NA	NA	NA	NA	NA	NA
