"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"11"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"11"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"10"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"10"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"12"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"12"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"12"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"11"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"12"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"12"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"12"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"13"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"13"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"14"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"13"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"14"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"14"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"15"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"15"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"15"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"15"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"15"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"15"
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"16"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"16"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"16"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"16"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"16"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"16"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"17"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"17"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"17"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"17"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgDis] Carcinoma, Renal Cell[PharmGKB_associated]"	"18"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"18"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"19"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"18"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"19"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"19"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"19"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"19"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"19"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"20"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"20"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"19"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"21"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"21"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"21"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	"21"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"21"
"[DrgDis] Breast adenocarcinoma (BRCA)[Intogen]"	"22"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"22"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"22"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"22"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"23"	NA	NA	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"23"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"23"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"22"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	NA	NA	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"24"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"25"	NA	NA	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"25"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"26"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"23"	NA	NA
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"27"	NA	NA	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"26"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"27"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	NA	NA
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"27"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"27"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"27"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"24"	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"27"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"28"	"[DrgDis] Ovary cancer (OV)[Intogen]"	"28"	NA	NA	NA	NA
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"29"	NA	NA	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"29"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"28"	NA	NA	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"30"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"30"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"29"	NA	NA	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"30"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"30"	NA	NA	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
