"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"11"	"Renal papillary cell carcinoma (RPC)[Intogen]"	"10"	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"12"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"12"	"prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"10"	"skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"11"
"Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"12"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"12"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"12"	"Prostatic Neoplasms[PharmGKB_associated]"	"10"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"12"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"13"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"12"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"12"	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"13"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"14"	"Ovarian carcinoma (EFO_0001075)[ThETA]"	"14"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"14"	NA	NA
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"15"	NA	NA	"Lung squamous cell carcinoma (LUSC)[Intogen]"	"14"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"15"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"15"	NA	NA
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"15"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"16"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"16"	"Prostate carcinoma (EFO_0001663)[ThETA]"	"16"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"17"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"17"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"18"	"prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"17"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"17"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"17"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"18"	NA	NA	NA	NA
"Breast carcinoma (EFO_0000305)[ThETA]"	"19"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"19"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"19"	NA	NA	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"20"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"20"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"19"	NA	NA	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"20"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"21"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"22"	NA	NA	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
