"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"11"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"11"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"12"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"12"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"12"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"11"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"12"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"12"	"[DrgDis] ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"12"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"12"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"13"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"12"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"12"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"13"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"12"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"13"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"13"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"14"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"14"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"14"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"15"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"14"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"13"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"14"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_literature]"	"16"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"15"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"15"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"15"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"15"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"16"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"16"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"17"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"15"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"16"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"15"	"[DrgDis] renal carcinoma (EFO_0002890)[OpenTargets_literature]"	"17"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"16"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"17"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"15"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"17"
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"17"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"17"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"18"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"20"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"19"
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgDis] Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"18"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"20"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"21"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"22"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"22"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"21"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"22"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"22"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"22"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"23"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"23"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"23"	NA	NA
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"24"	NA	NA	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"23"	"[DrgDis] Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"24"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"24"	NA	NA
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"26"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"25"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"24"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"25"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"27"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"27"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"25"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"25"	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"27"	NA	NA	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"27"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"26"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"27"	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"28"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"28"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"27"	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"28"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"29"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"29"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"30"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"30"	NA	NA	NA	NA
"[DrgDis] Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"30"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"30"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
