"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_literature]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"10"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"12"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"10"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"11"	"[DrgDis] skin cancer (MONDO_0002898)[OpenTargets_literature]"	"11"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"13"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"11"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"12"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"13"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"13"	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"14"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"13"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"13"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"13"
"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"14"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"14"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"15"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"13"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"14"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"14"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"16"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"15"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"15"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"14"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"14"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"17"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"16"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"16"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"15"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"18"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"15"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"17"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"17"	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"17"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"17"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"19"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"17"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"18"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"17"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"18"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"18"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"	"[DrgDis] Cutaneous melanoma of the skin (CM)[Intogen]"	"18"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"19"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_literature]"	"18"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"20"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"20"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"19"
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"20"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"21"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"20"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"21"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"19"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"20"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"20"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"22"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"20"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"21"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"20"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"22"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"22"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"21"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"22"	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"23"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"22"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"22"	NA	NA
"[DrgDis] Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"24"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"24"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"24"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"22"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"25"	NA	NA	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"24"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"25"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"23"	NA	NA
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"26"	NA	NA	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"25"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"26"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"23"	NA	NA
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"27"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"27"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"26"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"26"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"28"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"29"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"28"	NA	NA	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"28"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"29"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"28"	NA	NA	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"29"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"29"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"28"	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"31"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"30"	NA	NA	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"31"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
