"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"10"	"Chromophobe renal cell carcinoma (RCH)[Intogen]"	"10"	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"11"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"11"	"Prostatic Neoplasms[PharmGKB_associated]"	"12"	"skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"11"
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"13"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"12"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"13"	"Prostate carcinoma (EFO_0001663)[ThETA]"	"13"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"14"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"12"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"14"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"13"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"14"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"14"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"14"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"14"	NA	NA
"breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"16"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_GA]"	"14"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"16"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"15"	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"16"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"15"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"16"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"15"	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"17"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"15"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"17"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"17"	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"18"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"15"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"17"	NA	NA	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"18"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"16"	"Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"19"	NA	NA	"Lung squamous cell carcinoma (LUSC)[Intogen]"	"18"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"20"	NA	NA	NA	NA
"Breast carcinoma (EFO_0000305)[ThETA]"	"21"	NA	NA	"Small-cell lung cancer (SCLC)[Intogen]"	"20"	NA	NA	NA	NA	NA	NA
"Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"21"	NA	NA	"lung carcinoma (EFO_0001071)[ThETA]"	"21"	NA	NA	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
