"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"11"	"Renal carcinoma (EFO:0002890)[ThETA]"	"11"	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"11"	"Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"11"	"prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"11"	"In situ melanoma of skin GSE4587[Enrichr_GeoDiseaseSig_Up]"	"11"
"Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"12"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"12"	"ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"12"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"12"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"13"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"13"	"Ovarian Neoplasms[PharmGKB_associated]"	"13"	"Prostatic Neoplasms[PharmGKB_associated]"	"13"	NA	NA
"Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"14"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_RNA]"	"14"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"14"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"14"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"15"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"15"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"14"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"15"	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"16"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"16"	"ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"15"	"prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"16"	NA	NA
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"17"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"17"	"Carcinoma, Ovarian Epithelial (C4721610)[DisGeNET_curated]"	"17"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"17"	NA	NA
"Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"18"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_RNA]"	"18"	"Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"18"	NA	NA	NA	NA
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"19"	NA	NA	"Lung neuroendocrine cancer (LNET)[Intogen]"	"19"	"Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"19"	NA	NA	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"20"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"20"	"Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"20"	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Up]"	"21"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"21"	NA	NA	NA	NA	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"22"	NA	NA	"Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"22"	NA	NA	NA	NA	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
