"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"11"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"11"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"11"	"[DrgDis] Ovarian carcinoma (EFO_0001075)[ThETA]"	"11"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"12"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"12"
"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"12"	"[DrgDis] Renal papillary cell carcinoma (RPC)[Intogen]"	"13"	"[DrgDis] Lung adenocarcinoma (LUAD)[Intogen]"	"12"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"11"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"12"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"13"
"[DrgDis] Breast Neoplasms[PharmGKB_associated]"	"12"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"14"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"13"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"13"	"[DrgDis] Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"13"	"[DrgDis] skin squamous cell carcinoma (MONDO_0002529)[OpenTargets_literature]"	"13"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"13"	"[DrgDis] Chromophobe renal cell carcinoma (RCH)[Intogen]"	"15"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"14"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"13"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"13"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"15"
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"15"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"15"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"14"	"[DrgDis] Prostate adenocarcinoma (PRAD)[Intogen]"	"15"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"15"
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"16"	"[DrgDis] Kidney Neoplasm (C0022665)[DisGeNET_curated]"	"16"	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"16"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"16"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_RNA]"	"18"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"16"	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"17"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"18"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"17"
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"19"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"18"	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"19"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"18"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"18"	"[DrgDis] Malignant neoplasm of skin (C0007114)[DisGeNET_curated]"	"18"
"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"19"	"[DrgDis] Renal carcinoma (EFO:0002890)[ThETA]"	"19"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_RNA]"	"20"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_literature]"	"19"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"20"	"[DrgDis] Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"20"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"21"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"19"
"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"20"	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"21"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"21"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_GA]"	"20"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"21"
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"22"	NA	NA	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"22"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"22"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"20"	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"23"	NA	NA	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"23"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"22"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"22"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"24"	NA	NA	"[DrgDis] Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"23"	"[DrgDis] Ovarian Carcinoma (C0029925)[DisGeNET_curated]"	"22"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Down]"	"24"	"[DrgDis] Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"23"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_GA]"	"23"	NA	NA
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"26"	NA	NA	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"25"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"25"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"24"	NA	NA
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"26"	NA	NA	"[DrgDis] Lung squamous cell carcinoma (LUSC)[Intogen]"	"26"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"25"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"25"	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"28"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"27"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"26"	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"28"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"28"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"27"	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"29"	NA	NA	"[DrgDis] Adenocarcinoma of lung GSE1037[Enrichr_GeoDiseaseSig_Up]"	"28"	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"29"	NA	NA	NA	NA
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"30"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"30"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	"32"	NA	NA	NA	NA	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
