"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Up]"	"14"	"[DrgAdr] Neurotoxicity (12.03.01.011) [ADReCS]"	"15"	"[DrgDis] Carcinoma of lung (C0684249)[DisGeNET_curated]"	"14"	"[DrgDis] Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"15"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"14"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"15"
"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"16"	"[DrgDis] Renal clear cell carcinoma (RCCC)[Intogen]"	"15"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"16"	"[DrgDis] Ovarian Serous Adenocarcinoma (C1335177)[DisGeNET_curated]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"	"[DrgDis] skin carcinoma (EFO_0009259)[OpenTargets_literature]"	"16"
"[DrgDis] Breast adenocarcinoma (C0858252)[DisGeNET_curated]"	"17"	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"16"	"[DrgDis] Small-cell lung cancer (SCLC)[Intogen]"	"19"	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"17"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"17"	"[DrgDis] Skin basal cell carcinoma (SBCC)[Intogen]"	"16"
"[DrgDis] Breast carcinoma (EFO_0000305)[ThETA]"	"18"	"[DrgDis] kidney cancer (MONDO_0002367)[OpenTargets_GA]"	"17"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"19"	"[DrgDis] ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"18"	"[DrgDis] prostate carcinoma (EFO_0001663)[OpenTargets_RNA]"	"17"	"[DrgDis] Merkel cell skin cancer (EFO_1001471)[OpenTargets_literature]"	"18"
"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"19"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"18"	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"20"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"19"	"[DrgDis] Adenocarcinoma of prostate (C0007112)[DisGeNET_curated]"	"19"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"19"
"[DrgDis] Breast Cancer GSE3744[Enrichr_GeoDiseaseSig_Down]"	"20"	"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"18"	"[DrgAdr] Adverse reaction (08.06.01.018) [ADReCS]"	"21"	"[DrgAdr] Poisoning (12.03.01.004) [ADReCS]"	"20"	"[DrgDis] Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"20"	"[DrgDis] Stage IV Skin Melanoma (C1321872)[DisGeNET_curated]"	"20"
"[DrgAdr] Cardiotoxicity (MESH:D066126) [CTD]"	"21"	"[DrgDis] kidney neoplasm (EFO_0003865)[OpenTargets_GA]"	"20"	"[DrgDis] lung carcinoma (EFO_0001071)[ThETA]"	"21"	"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"20"	"[DrgDis] prostate cancer (MONDO_0008315)[OpenTargets_GA]"	"21"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"20"
"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"22"	NA	NA	"[DrgDis] small cell lung carcinoma (EFO_0000702)[OpenTargets_RNA]"	"23"	"[DrgDis] Ovarian Mucinous Adenocarcinoma (C1335167)[DisGeNET_curated]"	"21"	"[DrgDis] Prostate carcinoma (EFO_0001663)[ThETA]"	"23"	NA	NA
"[DrgDis] breast carcinoma (EFO_0000305)[OpenTargets_GA]"	"23"	NA	NA	"[DrgAdr] Chemical and Drug Induced Liver Injury (MESH:D056486) [CTD]"	"23"	"[DrgDis] ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"21"	"[DrgDis] prostate adenocarcinoma (EFO_0000673)[OpenTargets_RNA]"	"23"	NA	NA
"[DrgDis] Invasive Ductal Breast Carcinoma (C1134719)[DisGeNET_curated]"	"23"	NA	NA	"[DrgAdr] Drug toxicity (C0013221) [DisGeNET]"	"24"	"[DrgDis] Ovarian clear cell carcinoma (C3544205)[DisGeNET_curated]"	"22"	"[DrgDis] metastatic prostate cancer (EFO_0000196)[OpenTargets_literature]"	"24"	NA	NA
"[DrgDis] Breast Carcinoma (C0678222)[DisGeNET_curated]"	"24"	NA	NA	"[DrgDis] Lung neuroendocrine cancer (LNET)[Intogen]"	"24"	"[DrgAdr] Neurotoxicity Syndromes (C0235032) [DisGeNET]"	"24"	"[DrgAdr] Chemically-Induced Liver Toxicity (C4279912) [DisGeNET]"	"25"	NA	NA
"[DrgDis] breast tumor luminal (EFO_0000306)[OpenTargets_literature]"	"25"	NA	NA	"[DrgAdr] Neurotoxicity Syndromes (MESH:D020258) [CTD]"	"25"	"[DrgDis] Ovarian adenocarcinoma (C0948216)[DisGeNET_curated]"	"24"	"[DrgDis] Prostate Small Cell Carcinoma (EFO_1000499)[OpenTargets_literature]"	"25"	NA	NA
"[DrgDis] Triple Negative Breast Neoplasms (C3539878)[DisGeNET_curated]"	"26"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_literature]"	"25"	"[DrgDis] ovarian endometrial cancer (MONDO_0003812)[OpenTargets_literature]"	"25"	"[DrgDis] Prostatic Neoplasms[PharmGKB_associated]"	"26"	NA	NA
"[DrgDis] triple-negative breast cancer (EFO_0005537)[OpenTargets_GA]"	"27"	NA	NA	"[DrgDis] Non small cell lung cancer (NSCLC)[Intogen]"	"27"	"[DrgDis] Ovarian Neoplasms[PharmGKB_associated]"	"26"	NA	NA	NA	NA
"[DrgDis] Inflammatory Breast Carcinoma (C0278601)[DisGeNET_curated]"	"27"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_GA]"	"28"	"[DrgDis] Endometrioid carcinoma ovary (C0346163)[DisGeNET_curated]"	"27"	NA	NA	NA	NA
"[DrgDis] breast cancer (MONDO_0007254)[OpenTargets_GA]"	"28"	NA	NA	"[DrgDis] lung carcinoma (EFO_0001071)[OpenTargets_GA]"	"29"	"[DrgDis] Small cell carcinoma of ovary (C2212006)[DisGeNET_curated]"	"29"	NA	NA	NA	NA
"[DrgAdr] Cardiotoxicity (C0876994) [DisGeNET]"	"30"	NA	NA	"[DrgDis] lung cancer (MONDO_0008903)[OpenTargets_GA]"	"30"	NA	NA	NA	NA	NA	NA
"[DrgDis] Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"31"	NA	NA	"[DrgDis] non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"31"	NA	NA	NA	NA	NA	NA
"[DrgDis] Breast Neoplasms, Male[PharmGKB_associated]"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
