"BreastCancer.TopK_median"	"BreastCancer.Scores_median"	"KidneyCancer.TopK_median"	"KidneyCancer.Scores_median"	"LungCancer.TopK_median"	"LungCancer.Scores_median"	"OvaryCancer.TopK_median"	"OvaryCancer.Scores_median"	"ProstateCancer.TopK_median"	"ProstateCancer.Scores_median"	"SkinCancer.TopK_median"	"SkinCancer.Scores_median"
"Sporadic Breast Carcinoma (C1336076)[DisGeNET_curated]"	"15"	NA	NA	"Carcinoma, Non-Small-Cell Lung[PharmGKB_associated]"	"14"	"ovarian carcinoma (EFO_0001075)[OpenTargets_literature]"	"14"	"prostate cancer (MONDO_0008315)[OpenTargets_literature]"	"14"	NA	NA
"Breast Neoplasms, Male[PharmGKB_associated]"	"15"	NA	NA	"Non-Small Cell Lung Carcinoma (C0007131)[DisGeNET_curated]"	"15"	"ovarian cancer (MONDO_0008170)[OpenTargets_literature]"	"15"	"Malignant neoplasm of prostate (C0376358)[DisGeNET_curated]"	"15"	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_GA]"	"16"	NA	NA	"Non small cell lung cancer (NSCLC)[Intogen]"	"16"	"Malignant neoplasm of ovary (C1140680)[DisGeNET_curated]"	"15"	"Cancer of prostate GSE1413[Enrichr_GeoDiseaseSig_Up]"	"16"	NA	NA
"Breast Neoplasms[PharmGKB_associated]"	"17"	NA	NA	"Lung adenocarcinoma (LUAD)[Intogen]"	"16"	"ovarian clear cell cancer (MONDO_0000548)[OpenTargets_literature]"	"17"	"prostate adenocarcinoma (EFO_0000673)[OpenTargets_literature]"	"17"	NA	NA
"breast carcinoma (EFO_0000305)[OpenTargets_literature]"	"19"	NA	NA	"non-small cell lung carcinoma (EFO_0003060)[OpenTargets_literature]"	"19"	"Ovarian Endometrioid Adenocarcinoma (EFO_1000416)[OpenTargets_literature]"	"18"	NA	NA	NA	NA
"triple-negative breast cancer (EFO_0005537)[OpenTargets_literature]"	"20"	NA	NA	"lung cancer (MONDO_0008903)[OpenTargets_literature]"	"19"	"ovarian cancer (MONDO_0008170)[OpenTargets_GA]"	"18"	NA	NA	NA	NA
"Malignant neoplasm of breast (C0006142)[DisGeNET_curated]"	"21"	NA	NA	"lung carcinoma (EFO_0001071)[OpenTargets_literature]"	"20"	"ovarian carcinoma (EFO_0001075)[OpenTargets_GA]"	"19"	NA	NA	NA	NA
"breast cancer (MONDO_0007254)[OpenTargets_literature]"	"21"	NA	NA	"small cell lung carcinoma (EFO_0000702)[OpenTargets_literature]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Carcinoma (C0678222)[DisGeNET_curated]"	"21"	NA	NA	"Small cell carcinoma of lung (C0149925)[DisGeNET_curated]"	"21"	NA	NA	NA	NA	NA	NA
"Breast Cancer GSE2429[Enrichr_GeoDiseaseSig_Down]"	"22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
